<doc id="bv_doc_id__30" attrs="word lemma type">
II	bv_doc_id__30_d21e395
und	bv_doc_id__30_d21e19353
Hilfskräften	bv_doc_id__30_d21e19355
<g/>
.	
<g/>
(	
3	bv_doc_id__30_d21e19366
<g/>
)	
Der	bv_doc_id__30_d21e19371
Präsident	bv_doc_id__30_d21e19373
des	bv_doc_id__30_d21e19375
Rechnungshofes	bv_doc_id__30_d21e19377
wird	bv_doc_id__30_d21e19380
vom	bv_doc_id__30_d21e19382
Bundestag	bv_doc_id__30_d21e19384
gewählt	bv_doc_id__30_d21e19386
<g/>
.	
Die	bv_doc_id__30_d21e19390
Wahl	bv_doc_id__30_d21e19393
bedarf	bv_doc_id__30_d21e19395
der	bv_doc_id__30_d21e19397
Genehmigung	bv_doc_id__30_d21e19399
des	bv_doc_id__30_d21e19401
Bundesrates	bv_doc_id__30_d21e19403
<g/>
.	
<g/>
(	
4	bv_doc_id__30_d21e19415
<g/>
)	
Der	bv_doc_id__30_d21e19420
Präsident	bv_doc_id__30_d21e19422
des	bv_doc_id__30_d21e19424
Rechnungshofes	bv_doc_id__30_d21e19426
darf	bv_doc_id__30_d21e19429
keiner	bv_doc_id__30_d21e19431
politischen	bv_doc_id__30_d21e19433
Körperschaft	bv_doc_id__30_d21e19435
angehören	bv_doc_id__30_d21e19437
und	bv_doc_id__30_d21e19439
in	bv_doc_id__30_d21e19442
den	bv_doc_id__30_d21e19444
letzten	bv_doc_id__30_d21e19446
fünf	bv_doc_id__30_d21e19448
Jahren	bv_doc_id__30_d21e19450
weder	bv_doc_id__30_d21e19452
Mitglied	bv_doc_id__30_d21e19455
der	bv_doc_id__30_d21e19457
BundesRegierung	bv_doc_id__30_d21e19459
noch	bv_doc_id__30_d21e19461
einer	bv_doc_id__30_d21e19463
Landesregierung	bv_doc_id__30_d21e19465
gewesen	bv_doc_id__30_d21e19468
sein	bv_doc_id__30_d21e19470
<g/>
.	
Artikel	bv_doc_id__30_d21e19480
100.	bv_doc_id__30_d21e19482
<g/>
(	
1	bv_doc_id__30_d21e19491
<g/>
)	
Der	bv_doc_id__30_d21e19496
Präsident	bv_doc_id__30_d21e19498
des	bv_doc_id__30_d21e19500
Rechnungshofes	bv_doc_id__30_d21e19502
ist	bv_doc_id__30_d21e19505
in	bv_doc_id__30_d21e19507
bezug	bv_doc_id__30_d21e19509
auf	bv_doc_id__30_d21e19511
Verantwortlichkeit	bv_doc_id__30_d21e19513
den	bv_doc_id__30_d21e19515
Mitgliedern	bv_doc_id__30_d21e19518
der	bv_doc_id__30_d21e19520
Bundesregierung	bv_doc_id__30_d21e19522
gleichgestellt	bv_doc_id__30_d21e19524
<g/>
.	
<g/>
(	
2	bv_doc_id__30_d21e19535
<g/>
)	
Er	bv_doc_id__30_d21e19540
kann	bv_doc_id__30_d21e19542
durch	bv_doc_id__30_d21e19544
übereinstimmenden	bv_doc_id__30_d21e19546
Beschluß	bv_doc_id__30_d21e19549
des	bv_doc_id__30_d21e19551
Bundestages	bv_doc_id__30_d21e19553
und	bv_doc_id__30_d21e19555
des	bv_doc_id__30_d21e19557
Bundesrates	bv_doc_id__30_d21e19559
abberufen	bv_doc_id__30_d21e19562
werden	bv_doc_id__30_d21e19564
<g/>
.	
Artikel	bv_doc_id__30_d21e19575
101.	bv_doc_id__30_d21e19577
<g/>
(	
1	bv_doc_id__30_d21e19586
<g/>
)	
Der	bv_doc_id__30_d21e19591
Präsident	bv_doc_id__30_d21e19593
wird	bv_doc_id__30_d21e19595
von	bv_doc_id__30_d21e19597
dem	bv_doc_id__30_d21e19600
im	bv_doc_id__30_d21e19602
Lange	bv_doc_id__30_d21e19604
nächsten	bv_doc_id__30_d21e19606
Beamten	bv_doc_id__30_d21e19608
des	bv_doc_id__30_d21e19610
Rechnungshofes	bv_doc_id__30_d21e19613
vertreten	bv_doc_id__30_d21e19615
<g/>
.	
<g/>
(	
2	bv_doc_id__30_d21e19626
<g/>
)	
Im	bv_doc_id__30_d21e19631
Falle	bv_doc_id__30_d21e19633
der	bv_doc_id__30_d21e19635
Stellvertretung	bv_doc_id__30_d21e19637
des	bv_doc_id__30_d21e19640
Präsidenten	bv_doc_id__30_d21e19642
gelten	bv_doc_id__30_d21e19644
für	bv_doc_id__30_d21e19646
den	bv_doc_id__30_d21e19648
Stellvertreter	bv_doc_id__30_d21e19650
die	bv_doc_id__30_d21e19653
Bestimmungen	bv_doc_id__30_d21e19655
des	bv_doc_id__30_d21e19657
Artikels	bv_doc_id__30_d21e19659
100.	bv_doc_id__30_d21e19661
Artikel	bv_doc_id__30_d21e19669
102.	bv_doc_id__30_d21e19671
<g/>
(	
1	bv_doc_id__30_d21e19680
<g/>
)	
Die	bv_doc_id__30_d21e19685
Beamten	bv_doc_id__30_d21e19687
des	bv_doc_id__30_d21e19689
Rechnungshofes	bv_doc_id__30_d21e19691
ernennt	bv_doc_id__30_d21e19694
auf	bv_doc_id__30_d21e19696
Vorschlag	bv_doc_id__30_d21e19698
und	bv_doc_id__30_d21e19700
unter	bv_doc_id__30_d21e19702
Gegenzeichnung	bv_doc_id__30_d21e19704
des	bv_doc_id__30_d21e19707
Präsidenten	bv_doc_id__30_d21e19709
des	bv_doc_id__30_d21e19711
Rechnungshofes	bv_doc_id__30_d21e19713
der	bv_doc_id__30_d21e19715
Bundespräsident	bv_doc_id__30_d21e19717
<g/>
;	
das	bv_doc_id__30_d21e19722
gleiche	bv_doc_id__30_d21e19724
gilt	bv_doc_id__30_d21e19726
für	bv_doc_id__30_d21e19728
die	bv_doc_id__30_d21e19730
Verleihung	bv_doc_id__30_d21e19733
von	bv_doc_id__30_d21e19735
Amtstiteln	bv_doc_id__30_d21e19737
<g/>
.	
Doch	bv_doc_id__30_d21e19741
kann	bv_doc_id__30_d21e19743
der	bv_doc_id__30_d21e19746
Bundespräsident	bv_doc_id__30_d21e19748
den	bv_doc_id__30_d21e19750
Präaidenten	bv_doc_id__30_d21e19752
des	bv_doc_id__30_d21e19754
Rechnungshofes	bv_doc_id__30_d21e19756
ermächtigen	bv_doc_id__30_d21e19759
<g/>
,	
Beamte	bv_doc_id__30_d21e19763
bestimmter	bv_doc_id__30_d21e19765
Rangsklassen	bv_doc_id__30_d21e19767
nach	bv_doc_id__30_d21e19769
Anhörung	bv_doc_id__30_d21e19772
des	bv_doc_id__30_d21e19774
Gremiums	bv_doc_id__30_d21e19776
zu	bv_doc_id__30_d21e19778
ernennen	bv_doc_id__30_d21e19780
<g/>
.	
<g/>
(	
2	bv_doc_id__30_d21e19791
<g/>
)	
Die	bv_doc_id__30_d21e19796
Hilfskräfte	bv_doc_id__30_d21e19798
ernennt	bv_doc_id__30_d21e19800
der	bv_doc_id__30_d21e19802
Präsident	bv_doc_id__30_d21e19805
des	bv_doc_id__30_d21e19807
Rechnungshofes	bv_doc_id__30_d21e19809
nach	bv_doc_id__30_d21e19811
Anhörung	bv_doc_id__30_d21e19813
des	bv_doc_id__30_d21e19815
Gremiums	bv_doc_id__30_d21e19818
<g/>
.	
Artikel	bv_doc_id__30_d21e19822
<g/>
.	
103.	bv_doc_id__30_d21e19826
Kein	bv_doc_id__30_d21e19828
Mitglied	bv_doc_id__30_d21e19831
des	bv_doc_id__30_d21e19833
Rechnungshofes	bv_doc_id__30_d21e19835
darf	bv_doc_id__30_d21e19837
an	bv_doc_id__30_d21e19839
der	bv_doc_id__30_d21e19841
Leitung	bv_doc_id__30_d21e19844
und	bv_doc_id__30_d21e19846
Verwaltung	bv_doc_id__30_d21e19848
von	bv_doc_id__30_d21e19850
Unternehmungen	bv_doc_id__30_d21e19852
<g/>
,	
die	bv_doc_id__30_d21e19857
dem	bv_doc_id__30_d21e19859
Bunde	bv_doc_id__30_d21e19861
oder	bv_doc_id__30_d21e19863
den	bv_doc_id__30_d21e19865
Ländern	bv_doc_id__30_d21e19867
Rechnung	bv_doc_id__30_d21e19870
zu	bv_doc_id__30_d21e19872
legen	bv_doc_id__30_d21e19874
haben	bv_doc_id__30_d21e19876
oder	bv_doc_id__30_d21e19878
zum	bv_doc_id__30_d21e19880
Bunde	bv_doc_id__30_d21e19883
oder	bv_doc_id__30_d21e19885
einem	bv_doc_id__30_d21e19887
Lande	bv_doc_id__30_d21e19889
in	bv_doc_id__30_d21e19891
einem	bv_doc_id__30_d21e19893
Subventions=	bv_doc_id__30_d21e19896
oder	bv_doc_id__30_d21e19898
Vertragsverhältnisse	bv_doc_id__30_d21e19900
27	bv_doc_id__30_d21e19904
stehen	bv_doc_id__30_d21e19906
<g/>
,	
beteiligt	bv_doc_id__30_d21e19911
sein	bv_doc_id__30_d21e19913
<g/>
.	
Ausgenommen	bv_doc_id__30_d21e19917
sind	bv_doc_id__30_d21e19919
Unternehmungen	bv_doc_id__30_d21e19922
<g/>
,	
die	bv_doc_id__30_d21e19926
ausschließlich	bv_doc_id__30_d21e19928
die	bv_doc_id__30_d21e19930
Förderung	bv_doc_id__30_d21e19932
humaner	bv_doc_id__30_d21e19935
Bestrebungen	bv_doc_id__30_d21e19937
oder	bv_doc_id__30_d21e19939
der	bv_doc_id__30_d21e19941
wirtschaftlichen	bv_doc_id__30_d21e19943
Verhältnisse	bv_doc_id__30_d21e19945
von	bv_doc_id__30_d21e19948
öffentlichen	bv_doc_id__30_d21e19950
Angestellten	bv_doc_id__30_d21e19952
oder	bv_doc_id__30_d21e19954
deren	bv_doc_id__30_d21e19956
Angehörigen	bv_doc_id__30_d21e19958
zum	bv_doc_id__30_d21e19961
Zwecke	bv_doc_id__30_d21e19963
haben	bv_doc_id__30_d21e19965
<g/>
.	
Artikel	bv_doc_id__30_d21e19975
104.	bv_doc_id__30_d21e19977
Alle	bv_doc_id__30_d21e19982
Urkunden	bv_doc_id__30_d21e19984
über	bv_doc_id__30_d21e19986
Staatsschulden	bv_doc_id__30_d21e19988
<g/>
(	
Finanz-	bv_doc_id__30_d21e19993
und	bv_doc_id__30_d21e19995
Verwaltungsschulden	bv_doc_id__30_d21e19997
<g/>
),	
insoweit	bv_doc_id__30_d21e20001
sie	bv_doc_id__30_d21e20003
eine	bv_doc_id__30_d21e20006
Verpflichtung	bv_doc_id__30_d21e20008
des	bv_doc_id__30_d21e20010
Bundes	bv_doc_id__30_d21e20012
beinhalten	bv_doc_id__30_d21e20014
<g/>
,	
sind	bv_doc_id__30_d21e20019
vom	bv_doc_id__30_d21e20021
Präsidenten	bv_doc_id__30_d21e20023
des	bv_doc_id__30_d21e20025
Rechnungshofes	bv_doc_id__30_d21e20027
gegenzuzeichnen	bv_doc_id__30_d21e20029
<g/>
;	
durch	bv_doc_id__30_d21e20034
diese	bv_doc_id__30_d21e20036
Gegenzeichnung	bv_doc_id__30_d21e20038
wird	bv_doc_id__30_d21e20040
lediglich	bv_doc_id__30_d21e20042
die	bv_doc_id__30_d21e20045
Gesetzmäßigkeit	bv_doc_id__30_d21e20047
und	bv_doc_id__30_d21e20049
rechnungsmäßige	bv_doc_id__30_d21e20051
Richtigkeit	bv_doc_id__30_d21e20053
der	bv_doc_id__30_d21e20055
Gebarung	bv_doc_id__30_d21e20058
bekräftigt	bv_doc_id__30_d21e20060
<g/>
.	
Artikel	bv_doc_id__30_d21e20070
105.	bv_doc_id__30_d21e20072
Lassen	bv_doc_id__30_d21e20077
sich	bv_doc_id__30_d21e20079
Meinungsverschiedenheiten	bv_doc_id__30_d21e20081
zwischen	bv_doc_id__30_d21e20083
den	bv_doc_id__30_d21e20085
Bundesämtern	bv_doc_id__30_d21e20088
und	bv_doc_id__30_d21e20090
dem	bv_doc_id__30_d21e20092
Rechnungshofe	bv_doc_id__30_d21e20094
nicht	bv_doc_id__30_d21e20096
im	bv_doc_id__30_d21e20098
Einvernehmen	bv_doc_id__30_d21e20101
austragen	bv_doc_id__30_d21e20103
<g/>
,	
so	bv_doc_id__30_d21e20107
entscheidet	bv_doc_id__30_d21e20109
der	bv_doc_id__30_d21e20111
Bundespräsident	bv_doc_id__30_d21e20114
<g/>
;	
Meinungsverschiedenheiten	bv_doc_id__30_d21e20118
zwischen	bv_doc_id__30_d21e20120
dem	bv_doc_id__30_d21e20122
Rechnungshofe	bv_doc_id__30_d21e20124
und	bv_doc_id__30_d21e20127
den	bv_doc_id__30_d21e20129
Landesregierungen	bv_doc_id__30_d21e20131
<g/>
,	
die	bv_doc_id__30_d21e20135
sich	bv_doc_id__30_d21e20137
im	bv_doc_id__30_d21e20140
Einvernehmen	bv_doc_id__30_d21e20142
nicht	bv_doc_id__30_d21e20144
austragen	bv_doc_id__30_d21e20146
lassen	bv_doc_id__30_d21e20148
<g/>
,	
entscheidet	bv_doc_id__30_d21e20153
der	bv_doc_id__30_d21e20155
Bundesrat	bv_doc_id__30_d21e20157
<g/>
.	
Artikel	bv_doc_id__30_d21e20167
106.	bv_doc_id__30_d21e20169
<g/>
(	
1	bv_doc_id__30_d21e20178
<g/>
)	
Der	bv_doc_id__30_d21e20183
Rechnungshof	bv_doc_id__30_d21e20185
verfaßt	bv_doc_id__30_d21e20187
den	bv_doc_id__30_d21e20189
Bundesrechnungsabschluß	bv_doc_id__30_d21e20192
und	bv_doc_id__30_d21e20194
gesondert	bv_doc_id__30_d21e20196
von	bv_doc_id__30_d21e20198
diesem	bv_doc_id__30_d21e20200
die	bv_doc_id__30_d21e20202
Landesrechnungsabschlüsse	bv_doc_id__30_d21e20205
und	bv_doc_id__30_d21e20207
legt	bv_doc_id__30_d21e20209
den	bv_doc_id__30_d21e20211
ersteren	bv_doc_id__30_d21e20213
dem	bv_doc_id__30_d21e20215
Bundestag	bv_doc_id__30_d21e20218
<g/>
,	
die	bv_doc_id__30_d21e20222
letzteren	bv_doc_id__30_d21e20224
dem	bv_doc_id__30_d21e20226
Bundesrate	bv_doc_id__30_d21e20228
vor	bv_doc_id__30_d21e20231
<g/>
.	
<g/>
(	
2	bv_doc_id__30_d21e20242
<g/>
)	
Der	bv_doc_id__30_d21e20247
Bundesrat	bv_doc_id__30_d21e20249
übermittelt	bv_doc_id__30_d21e20251
die	bv_doc_id__30_d21e20253
Landesrechnungsabschlüsse	bv_doc_id__30_d21e20256
den	bv_doc_id__30_d21e20258
zuständigen	bv_doc_id__30_d21e20260
Landtagen	bv_doc_id__30_d21e20262
zur	bv_doc_id__30_d21e20264
verfassungsmäßigen	bv_doc_id__30_d21e20266
Behandlung	bv_doc_id__30_d21e20269
<g/>
.	
Artikel	bv_doc_id__30_d21e20279
107.	bv_doc_id__30_d21e20281
Die	bv_doc_id__30_d21e20286
näheren	bv_doc_id__30_d21e20288
Bestimmungen	bv_doc_id__30_d21e20290
über	bv_doc_id__30_d21e20292
die	bv_doc_id__30_d21e20294
Tätigkeit	bv_doc_id__30_d21e20297
des	bv_doc_id__30_d21e20299
Rechnungshofes	bv_doc_id__30_d21e20301
erfolgen	bv_doc_id__30_d21e20303
durch	bv_doc_id__30_d21e20305
Bundesgesetz	bv_doc_id__30_d21e20307
<g/>
.	
Sechster	bv_doc_id__30_d21e20312
Abschnitt	bv_doc_id__30_d21e20314
<g/>
.	
Von	bv_doc_id__30_d21e20318
den	bv_doc_id__30_d21e20320
Grund-	bv_doc_id__30_d21e20323
und	bv_doc_id__30_d21e20325
Freiheitsrechten	bv_doc_id__30_d21e20327
<g/>
.	
Artikel	bv_doc_id__30_d21e20338
108.	bv_doc_id__30_d21e20340
<g/>
(	
1	bv_doc_id__30_d21e20349
<g/>
)	
Vor	bv_doc_id__30_d21e20354
dem	bv_doc_id__30_d21e20356
Gesetze	bv_doc_id__30_d21e20358
sind	bv_doc_id__30_d21e20360
die	bv_doc_id__30_d21e20363
Staatsbürger	bv_doc_id__30_d21e20365
gleich	bv_doc_id__30_d21e20367
<g/>
.	
Vorrechte	bv_doc_id__30_d21e20371
der	bv_doc_id__30_d21e20373
Geburt	bv_doc_id__30_d21e20376
<g/>
,	
der	bv_doc_id__30_d21e20380
Nationalität	bv_doc_id__30_d21e20382
und	bv_doc_id__30_d21e20384
der	bv_doc_id__30_d21e20386
Konfession	bv_doc_id__30_d21e20389
sind	bv_doc_id__30_d21e20391
für	bv_doc_id__30_d21e20393
immer	bv_doc_id__30_d21e20395
ausgeschlossen	bv_doc_id__30_d21e20397
<g/>
.	
<g/>
(	
2	bv_doc_id__30_d21e20408
<g/>
)	
Männer	bv_doc_id__30_d21e20413
und	bv_doc_id__30_d21e20415
Frauen	bv_doc_id__30_d21e20417
haben	bv_doc_id__30_d21e20419
grundsätzlich	bv_doc_id__30_d21e20422
dieselben	bv_doc_id__30_d21e20424
staatsbürgerlichen	bv_doc_id__30_d21e20426
Rechte	bv_doc_id__30_d21e20428
und	bv_doc_id__30_d21e20430
Pflichten	bv_doc_id__30_d21e20432
<g/>
.	
<g/>
(	
3	bv_doc_id__30_d21e20444
<g/>
)	
Öffentlich=rechtliche	bv_doc_id__30_d21e20449
Vorrechte	bv_doc_id__30_d21e20451
oder	bv_doc_id__30_d21e20453
Nachteile	bv_doc_id__30_d21e20455
der	bv_doc_id__30_d21e20458
Geburt	bv_doc_id__30_d21e20460
und	bv_doc_id__30_d21e20462
des	bv_doc_id__30_d21e20464
Standes	bv_doc_id__30_d21e20466
sind	bv_doc_id__30_d21e20468
aufgehoben	bv_doc_id__30_d21e20471
<g/>
.	
Adelsbezeichnungen	bv_doc_id__30_d21e20475
gelten	bv_doc_id__30_d21e20477
nur	bv_doc_id__30_d21e20479
als	bv_doc_id__30_d21e20481
Teil	bv_doc_id__30_d21e20484
des	bv_doc_id__30_d21e20486
Namens	bv_doc_id__30_d21e20488
und	bv_doc_id__30_d21e20490
dürfen	bv_doc_id__30_d21e20492
nicht	bv_doc_id__30_d21e20494
mehr	bv_doc_id__30_d21e20497
verliehen	bv_doc_id__30_d21e20499
werden	bv_doc_id__30_d21e20501
<g/>
.	
28	bv_doc_id__30_d21e20507
<g/>
(	
4	bv_doc_id__30_d21e20516
<g/>
)	
Titel	bv_doc_id__30_d21e20521
dürfen	bv_doc_id__30_d21e20523
nur	bv_doc_id__30_d21e20525
verliehen	bv_doc_id__30_d21e20527
werden	bv_doc_id__30_d21e20530
<g/>
,	
wenn	bv_doc_id__30_d21e20534
sie	bv_doc_id__30_d21e20536
ein	bv_doc_id__30_d21e20538
Amt	bv_doc_id__30_d21e20540
oder	bv_doc_id__30_d21e20543
einen	bv_doc_id__30_d21e20545
Beruf	bv_doc_id__30_d21e20547
bezeichnen	bv_doc_id__30_d21e20549
<g/>
;	
akademische	bv_doc_id__30_d21e20553
grade	bv_doc_id__30_d21e20556
und	bv_doc_id__30_d21e20558
berufliche	bv_doc_id__30_d21e20560
Standesbezeichnungen	bv_doc_id__30_d21e20562
sind	bv_doc_id__30_d21e20564
dadurch	bv_doc_id__30_d21e20566
nicht	bv_doc_id__30_d21e20569
betroffen	bv_doc_id__30_d21e20571
<g/>
.	
<g/>
(	
5	bv_doc_id__30_d21e20583
<g/>
)	
Die	bv_doc_id__30_d21e20588
bisher	bv_doc_id__30_d21e20590
verliehenen	bv_doc_id__30_d21e20592
Orden	bv_doc_id__30_d21e20594
und	bv_doc_id__30_d21e20597
Ehrenzeichen	bv_doc_id__30_d21e20599
dürfen	bv_doc_id__30_d21e20601
weiter	bv_doc_id__30_d21e20603
getragen	bv_doc_id__30_d21e20605
werden	bv_doc_id__30_d21e20607
<g/>
,	
neue	bv_doc_id__30_d21e20612
Ehrenzeichen	bv_doc_id__30_d21e20614
können	bv_doc_id__30_d21e20616
nur	bv_doc_id__30_d21e20618
durch	bv_doc_id__30_d21e20620
Bundesgesetz	bv_doc_id__30_d21e20623
geschaffen	bv_doc_id__30_d21e20625
werden	bv_doc_id__30_d21e20627
<g/>
.	
<g/>
(	
6	bv_doc_id__30_d21e20638
<g/>
)	
Kein	bv_doc_id__30_d21e20643
Bundesangehöriger	bv_doc_id__30_d21e20645
darf	bv_doc_id__30_d21e20647
von	bv_doc_id__30_d21e20649
einer	bv_doc_id__30_d21e20652
ausländischen	bv_doc_id__30_d21e20654
Regierung	bv_doc_id__30_d21e20656
Titel	bv_doc_id__30_d21e20658
oder	bv_doc_id__30_d21e20660
Orden	bv_doc_id__30_d21e20662
annehmen	bv_doc_id__30_d21e20665
<g/>
.	
Artikel	bv_doc_id__30_d21e20675
109.	bv_doc_id__30_d21e20677
Die	bv_doc_id__30_d21e20682
öffentlichen	bv_doc_id__30_d21e20684
Ämter	bv_doc_id__30_d21e20686
und	bv_doc_id__30_d21e20688
Funktionen	bv_doc_id__30_d21e20690
sind	bv_doc_id__30_d21e20693
für	bv_doc_id__30_d21e20695
alle	bv_doc_id__30_d21e20697
Bundesangehörigen	bv_doc_id__30_d21e20699
ohne	bv_doc_id__30_d21e20701
Unterschied	bv_doc_id__30_d21e20703
gleich	bv_doc_id__30_d21e20706
zugänglich	bv_doc_id__30_d21e20708
<g/>
.	
Artikel	bv_doc_id__30_d21e20718
110.	bv_doc_id__30_d21e20720
Die	bv_doc_id__30_d21e20725
Freizügigkeit	bv_doc_id__30_d21e20727
der	bv_doc_id__30_d21e20729
Personen	bv_doc_id__30_d21e20731
und	bv_doc_id__30_d21e20733
Güter	bv_doc_id__30_d21e20736
innerhalb	bv_doc_id__30_d21e20738
des	bv_doc_id__30_d21e20740
Bundesgebietes	bv_doc_id__30_d21e20742
ist	bv_doc_id__30_d21e20744
gewährleistet	bv_doc_id__30_d21e20746
<g/>
.	
Einschränkungen	bv_doc_id__30_d21e20751
können	bv_doc_id__30_d21e20753
nur	bv_doc_id__30_d21e20755
durch	bv_doc_id__30_d21e20757
Bundesgesetz	bv_doc_id__30_d21e20759
bestimmt	bv_doc_id__30_d21e20762
werden	bv_doc_id__30_d21e20764
<g/>
.	
Artikel	bv_doc_id__30_d21e20774
111.	bv_doc_id__30_d21e20776
<g/>
(	
1	bv_doc_id__30_d21e20785
<g/>
)	
Die	bv_doc_id__30_d21e20790
Auswanderungsfreiheit	bv_doc_id__30_d21e20792
ist	bv_doc_id__30_d21e20794
nur	bv_doc_id__30_d21e20796
durch	bv_doc_id__30_d21e20799
das	bv_doc_id__30_d21e20801
Wehrgesetz	bv_doc_id__30_d21e20803
beschränkbar	bv_doc_id__30_d21e20805
<g/>
.	
<g/>
(	
2	bv_doc_id__30_d21e20816
<g/>
)	
Der	bv_doc_id__30_d21e20821
Verlust	bv_doc_id__30_d21e20823
der	bv_doc_id__30_d21e20825
Staatsbürgerschaft	bv_doc_id__30_d21e20827
infolge	bv_doc_id__30_d21e20830
Auswanderung	bv_doc_id__30_d21e20832
wird	bv_doc_id__30_d21e20834
durch	bv_doc_id__30_d21e20836
Bundesgesetz	bv_doc_id__30_d21e20838
geregelt	bv_doc_id__30_d21e20840
<g/>
.	
Artikel	bv_doc_id__30_d21e20851
112.	bv_doc_id__30_d21e20853
<g/>
(	
1	bv_doc_id__30_d21e20862
<g/>
)	
Jeder	bv_doc_id__30_d21e20867
Bundesangehörige	bv_doc_id__30_d21e20869
kann	bv_doc_id__30_d21e20871
an	bv_doc_id__30_d21e20873
jedem	bv_doc_id__30_d21e20876
Orte	bv_doc_id__30_d21e20878
des	bv_doc_id__30_d21e20880
Bundesgebietes	bv_doc_id__30_d21e20882
seinen	bv_doc_id__30_d21e20884
Aufenthalt	bv_doc_id__30_d21e20886
und	bv_doc_id__30_d21e20889
Wohnsitz	bv_doc_id__30_d21e20891
nehmen	bv_doc_id__30_d21e20893
<g/>
.	
Einschränkungen	bv_doc_id__30_d21e20897
werden	bv_doc_id__30_d21e20899
durch	bv_doc_id__30_d21e20902
Bundesgesetz	bv_doc_id__30_d21e20904
bestimmt	bv_doc_id__30_d21e20906
<g/>
.	
<g/>
(	
2	bv_doc_id__30_d21e20917
<g/>
)	
Jeder	bv_doc_id__30_d21e20922
Bundesangehörige	bv_doc_id__30_d21e20924
kann	bv_doc_id__30_d21e20926
gemäß	bv_doc_id__30_d21e20928
den	bv_doc_id__30_d21e20931
bestehenden	bv_doc_id__30_d21e20933
Gesetzen	bv_doc_id__30_d21e20935
im	bv_doc_id__30_d21e20937
ganzen	bv_doc_id__30_d21e20939
Bundesgebiete	bv_doc_id__30_d21e20941
Grundbesitz	bv_doc_id__30_d21e20944
erwerben	bv_doc_id__30_d21e20946
und	bv_doc_id__30_d21e20948
sich	bv_doc_id__30_d21e20950
nach	bv_doc_id__30_d21e20952
Belieben	bv_doc_id__30_d21e20954
beruflich	bv_doc_id__30_d21e20957
betätigen	bv_doc_id__30_d21e20959
<g/>
.	
Die	bv_doc_id__30_d21e20963
Freiheit	bv_doc_id__30_d21e20965
der	bv_doc_id__30_d21e20967
Berufswahl	bv_doc_id__30_d21e20970
ist	bv_doc_id__30_d21e20972
nur	bv_doc_id__30_d21e20974
durch	bv_doc_id__30_d21e20976
das	bv_doc_id__30_d21e20978
Familienrecht	bv_doc_id__30_d21e20980
beschränkt	bv_doc_id__30_d21e20983
<g/>
.	
Artikel	bv_doc_id__30_d21e20993
113.	bv_doc_id__30_d21e20995
<g/>
(	
1	bv_doc_id__30_d21e21004
<g/>
)	
Die	bv_doc_id__30_d21e21009
Freiheit	bv_doc_id__30_d21e21011
der	bv_doc_id__30_d21e21013
Person	bv_doc_id__30_d21e21015
ist	bv_doc_id__30_d21e21018
gewährleistet	bv_doc_id__30_d21e21020
<g/>
.	
Die	bv_doc_id__30_d21e21024
zum	bv_doc_id__30_d21e21026
Schutze	bv_doc_id__30_d21e21028
von	bv_doc_id__30_d21e21031
Staat	bv_doc_id__30_d21e21033
und	bv_doc_id__30_d21e21035
Gesellschaft	bv_doc_id__30_d21e21037
erforderlichen	bv_doc_id__30_d21e21039
Schranken	bv_doc_id__30_d21e21041
können	bv_doc_id__30_d21e21044
nur	bv_doc_id__30_d21e21046
durch	bv_doc_id__30_d21e21048
Bundesgesetz	bv_doc_id__30_d21e21050
errichtet	bv_doc_id__30_d21e21052
werden	bv_doc_id__30_d21e21054
<g/>
.	
<g/>
(	
2	bv_doc_id__30_d21e21066
<g/>
)	
Personen	bv_doc_id__30_d21e21071
<g/>
,	
denen	bv_doc_id__30_d21e21075
die	bv_doc_id__30_d21e21077
Freiheit	bv_doc_id__30_d21e21080
entzogen	bv_doc_id__30_d21e21082
wird	bv_doc_id__30_d21e21084
<g/>
,	
sind	bv_doc_id__30_d21e21088
spätestens	bv_doc_id__30_d21e21090
am	bv_doc_id__30_d21e21093
darauffolgenden	bv_doc_id__30_d21e21095
Tage	bv_doc_id__30_d21e21097
in	bv_doc_id__30_d21e21099
Kenntnis	bv_doc_id__30_d21e21101
zu	bv_doc_id__30_d21e21103
setzen	bv_doc_id__30_d21e21106
<g/>
,	
von	bv_doc_id__30_d21e21110
welcher	bv_doc_id__30_d21e21112
Behörde	bv_doc_id__30_d21e21114
und	bv_doc_id__30_d21e21116
aus	bv_doc_id__30_d21e21119
welchen	bv_doc_id__30_d21e21121
Gründen	bv_doc_id__30_d21e21123
die	bv_doc_id__30_d21e21125
Entziehung	bv_doc_id__30_d21e21127
der	bv_doc_id__30_d21e21129
Freiheit	bv_doc_id__30_d21e21132
angeordnet	bv_doc_id__30_d21e21134
worden	bv_doc_id__30_d21e21136
ist	bv_doc_id__30_d21e21138
<g/>
:	
es	bv_doc_id__30_d21e21142
muß	bv_doc_id__30_d21e21145
ihnen	bv_doc_id__30_d21e21147
unverzüglich	bv_doc_id__30_d21e21149
Gelegenheit	bv_doc_id__30_d21e21151
gegeben	bv_doc_id__30_d21e21153
werden	bv_doc_id__30_d21e21155
<g/>
,	
Einwendungen	bv_doc_id__30_d21e21160
gegen	bv_doc_id__30_d21e21162
die	bv_doc_id__30_d21e21164
Freiheitsentziehung	bv_doc_id__30_d21e21166
vorzubringen	bv_doc_id__30_d21e21168
<g/>
.	
29	bv_doc_id__30_d21e21175
Artikel	bv_doc_id__30_d21e21184
