<doc id="bv_doc_id__55" attrs="word lemma type">
Stenographische	bv_doc_id__55_d44e555
festzustellen	bv_doc_id__55_d44e72104
<g/>
,	
welche	bv_doc_id__55_d44e72108
Summen	bv_doc_id__55_d44e72111
von	bv_doc_id__55_d44e72113
Ausgaben	bv_doc_id__55_d44e72115
von	bv_doc_id__55_d44e72117
den	bv_doc_id__55_d44e72119
Ländern	bv_doc_id__55_d44e72121
übernommen	bv_doc_id__55_d44e72124
werden	bv_doc_id__55_d44e72126
sollen	bv_doc_id__55_d44e72128
<g/>
.	
Ich	bv_doc_id__55_d44e72132
selbst	bv_doc_id__55_d44e72134
bin	bv_doc_id__55_d44e72137
ausgegangen	bv_doc_id__55_d44e72139
von	bv_doc_id__55_d44e72141
der	bv_doc_id__55_d44e72143
Kompetenzverteilung	bv_doc_id__55_d44e72145
im	bv_doc_id__55_d44e72147
Entwürfe	bv_doc_id__55_d44e72150
des	bv_doc_id__55_d44e72152
Herrn	bv_doc_id__55_d44e72154
Staatssekretärs	bv_doc_id__55_d44e72156
Dr	bv_doc_id__55_d44e72158
<g/>
.	
Mahr	bv_doc_id__55_d44e72163
<g/>
.	
Meine	bv_doc_id__55_d44e72167
Herren	bv_doc_id__55_d44e72169
<g/>
,	
die	bv_doc_id__55_d44e72173
verschiedenen	bv_doc_id__55_d44e72176
prinzipiellen	bv_doc_id__55_d44e72178
Möglichkeiten	bv_doc_id__55_d44e72180
nun	bv_doc_id__55_d44e72182
<g/>
,	
die	bv_doc_id__55_d44e72186
bei	bv_doc_id__55_d44e72189
einer	bv_doc_id__55_d44e72191
Löfung	bv_doc_id__55_d44e72193
des	bv_doc_id__55_d44e72195
Finanzproblems	bv_doc_id__55_d44e72197
gegeben	bv_doc_id__55_d44e72199
sind	bv_doc_id__55_d44e72202
<g/>
,	
sind	bv_doc_id__55_d44e72206
eigentlich	bv_doc_id__55_d44e72208
gestern	bv_doc_id__55_d44e72210
vom	bv_doc_id__55_d44e72212
Herrn	bv_doc_id__55_d44e72215
Abgeordneten	bv_doc_id__55_d44e72217
Kunschak	bv_doc_id__55_d44e72219
angedeutet	bv_doc_id__55_d44e72221
worden	bv_doc_id__55_d44e72223
<g/>
.	
Das	bv_doc_id__55_d44e72228
idealfte	bv_doc_id__55_d44e72230
Suftem	bv_doc_id__55_d44e72232
wäre	bv_doc_id__55_d44e72234
das	bv_doc_id__55_d44e72236
<g/>
,	
wenn	bv_doc_id__55_d44e72241
der	bv_doc_id__55_d44e72243
Bund	bv_doc_id__55_d44e72245
und	bv_doc_id__55_d44e72247
die	bv_doc_id__55_d44e72249
Ginzelstaaten	bv_doc_id__55_d44e72251
ihr	bv_doc_id__55_d44e72254
eigenes	bv_doc_id__55_d44e72256
Steuerfuftem	bv_doc_id__55_d44e72258
hätten	bv_doc_id__55_d44e72260
und	bv_doc_id__55_d44e72262
einer	bv_doc_id__55_d44e72264
durch	bv_doc_id__55_d44e72267
das	bv_doc_id__55_d44e72269
Steuerystem	bv_doc_id__55_d44e72271
des	bv_doc_id__55_d44e72273
andern	bv_doc_id__55_d44e72275
nicht	bv_doc_id__55_d44e72277
berührt	bv_doc_id__55_d44e72280
würde	bv_doc_id__55_d44e72282
<g/>
.	
Das	bv_doc_id__55_d44e72286
gibt	bv_doc_id__55_d44e72288
es	bv_doc_id__55_d44e72290
aber	bv_doc_id__55_d44e72293
nirgends	bv_doc_id__55_d44e72295
<g/>
,	
und	bv_doc_id__55_d44e72299
ich	bv_doc_id__55_d44e72301
glaube	bv_doc_id__55_d44e72303
nicht	bv_doc_id__55_d44e72306
<g/>
,	
daß	bv_doc_id__55_d44e72310
ich	bv_doc_id__55_d44e72312
die	bv_doc_id__55_d44e72314
Gründe	bv_doc_id__55_d44e72316
anführen	bv_doc_id__55_d44e72319
muß	bv_doc_id__55_d44e72321
<g/>
,	
die	bv_doc_id__55_d44e72325
das	bv_doc_id__55_d44e72327
unmöglich	bv_doc_id__55_d44e72329
machen	bv_doc_id__55_d44e72332
<g/>
.	
Ein	bv_doc_id__55_d44e72336
präktisch	bv_doc_id__55_d44e72338
mögliches	bv_doc_id__55_d44e72340
System	bv_doc_id__55_d44e72342
ist	bv_doc_id__55_d44e72345
jenes	bv_doc_id__55_d44e72347
<g/>
,	
das	bv_doc_id__55_d44e72351
zum	bv_doc_id__55_d44e72353
Teil	bv_doc_id__55_d44e72355
bei	bv_doc_id__55_d44e72358
uns	bv_doc_id__55_d44e72360
und	bv_doc_id__55_d44e72362
auch	bv_doc_id__55_d44e72364
in	bv_doc_id__55_d44e72366
Deutschland	bv_doc_id__55_d44e72368
befteht	bv_doc_id__55_d44e72371
<g/>
.	
Gs	bv_doc_id__55_d44e72375
befteht	bv_doc_id__55_d44e72377
in	bv_doc_id__55_d44e72379
der	bv_doc_id__55_d44e72381
Varallelbefteuerung	bv_doc_id__55_d44e72384
<g/>
.	
Der	bv_doc_id__55_d44e72388
Bund	bv_doc_id__55_d44e72390
beziehungsweise	bv_doc_id__55_d44e72392
der	bv_doc_id__55_d44e72394
Einheitsstaat	bv_doc_id__55_d44e72397
hebt	bv_doc_id__55_d44e72399
Abgaben	bv_doc_id__55_d44e72401
ein	bv_doc_id__55_d44e72403
<g/>
,	
die	bv_doc_id__55_d44e72407
Ginzelftaaten	bv_doc_id__55_d44e72410
heben	bv_doc_id__55_d44e72412
gleichartige	bv_doc_id__55_d44e72414
Abgaben	bv_doc_id__55_d44e72416
oder	bv_doc_id__55_d44e72418
Zuschläge	bv_doc_id__55_d44e72420
zu	bv_doc_id__55_d44e72423
den	bv_doc_id__55_d44e72425
Bundesabgaben	bv_doc_id__55_d44e72427
ein	bv_doc_id__55_d44e72429
<g/>
.	
Die	bv_doc_id__55_d44e72433
Konfurrenz	bv_doc_id__55_d44e72436
behindert	bv_doc_id__55_d44e72438
vielfach	bv_doc_id__55_d44e72440
beide	bv_doc_id__55_d44e72442
Teile	bv_doc_id__55_d44e72444
<g/>
.	
Von	bv_doc_id__55_d44e72449
größerer	bv_doc_id__55_d44e72451
Bedeutung	bv_doc_id__55_d44e72453
ist	bv_doc_id__55_d44e72455
in	bv_doc_id__55_d44e72457
Bundesstaaten	bv_doc_id__55_d44e72459
ein	bv_doc_id__55_d44e72462
zweites	bv_doc_id__55_d44e72464
Syftem	bv_doc_id__55_d44e72466
<g/>
,	
die	bv_doc_id__55_d44e72470
Trennung	bv_doc_id__55_d44e72472
der	bv_doc_id__55_d44e72475
Steuergewalten	bv_doc_id__55_d44e72477
<g/>
.	
Gs	bv_doc_id__55_d44e72481
fommt	bv_doc_id__55_d44e72483
in	bv_doc_id__55_d44e72485
zwei	bv_doc_id__55_d44e72488
Unterformen	bv_doc_id__55_d44e72490
<g/>
,	
die	bv_doc_id__55_d44e72494
untereinander	bv_doc_id__55_d44e72496
und	bv_doc_id__55_d44e72498
mit	bv_doc_id__55_d44e72501
der	bv_doc_id__55_d44e72503
Parallelbefteuerung	bv_doc_id__55_d44e72505
tombiniert	bv_doc_id__55_d44e72507
fein	bv_doc_id__55_d44e72509
können	bv_doc_id__55_d44e72511
<g/>
,	
vor	bv_doc_id__55_d44e72516
<g/>
.	
Entweder	bv_doc_id__55_d44e72520
lätzt	bv_doc_id__55_d44e72522
man	bv_doc_id__55_d44e72524
grundsätzlich	bv_doc_id__55_d44e72527
den	bv_doc_id__55_d44e72529
größeren	bv_doc_id__55_d44e72531
Teil	bv_doc_id__55_d44e72533
bei	bv_doc_id__55_d44e72535
den	bv_doc_id__55_d44e72537
engeren	bv_doc_id__55_d44e72540
Verbänden	bv_doc_id__55_d44e72542
<g/>
,	
bei	bv_doc_id__55_d44e72546
den	bv_doc_id__55_d44e72548
Ginzelstaaten	bv_doc_id__55_d44e72550
und	bv_doc_id__55_d44e72553
gibt	bv_doc_id__55_d44e72555
dem	bv_doc_id__55_d44e72557
Bundesftaate	bv_doc_id__55_d44e72559
nur	bv_doc_id__55_d44e72561
jene	bv_doc_id__55_d44e72563
Steuern	bv_doc_id__55_d44e72566
<g/>
,	
die	bv_doc_id__55_d44e72570
aus	bv_doc_id__55_d44e72572
volféwirtschaftlichen	bv_doc_id__55_d44e72574
und	bv_doc_id__55_d44e72576
technischen	bv_doc_id__55_d44e72579
Gründen	bv_doc_id__55_d44e72581
dazu	bv_doc_id__55_d44e72583
ganz	bv_doc_id__55_d44e72585
besonders	bv_doc_id__55_d44e72587
geeignet	bv_doc_id__55_d44e72589
find	bv_doc_id__55_d44e72592
<g/>
.	
Dazu	bv_doc_id__55_d44e72596
gehören	bv_doc_id__55_d44e72598
die	bv_doc_id__55_d44e72600
indireften	bv_doc_id__55_d44e72602
Verbrauchs-	bv_doc_id__55_d44e72605
<g/>
,	
die	bv_doc_id__55_d44e72609
Verkehrssteuern	bv_doc_id__55_d44e72611
und	bv_doc_id__55_d44e72613
die	bv_doc_id__55_d44e72615
Zölle	bv_doc_id__55_d44e72618
<g/>
.	
Gs	bv_doc_id__55_d44e72622
ift	bv_doc_id__55_d44e72624
aber	bv_doc_id__55_d44e72626
in	bv_doc_id__55_d44e72628
diesem	bv_doc_id__55_d44e72631
Falle	bv_doc_id__55_d44e72633
immer	bv_doc_id__55_d44e72635
und	bv_doc_id__55_d44e72637
immernotwendig	bv_doc_id__55_d44e72639
gewesen	bv_doc_id__55_d44e72641
und	bv_doc_id__55_d44e72644
findet	bv_doc_id__55_d44e72646
sich	bv_doc_id__55_d44e72648
auch	bv_doc_id__55_d44e72650
unter	bv_doc_id__55_d44e72652
derartigen	bv_doc_id__55_d44e72654
Voraussetzungen	bv_doc_id__55_d44e72657
<g/>
,	
den	bv_doc_id__55_d44e72661
Haushalt	bv_doc_id__55_d44e72663
des	bv_doc_id__55_d44e72665
Bundes	bv_doc_id__55_d44e72667
durch	bv_doc_id__55_d44e72670
Matrikularbeiträge	bv_doc_id__55_d44e72672
sicherzustellen	bv_doc_id__55_d44e72674
<g/>
.	
Daß	bv_doc_id__55_d44e72678
diese	bv_doc_id__55_d44e72680
Einrichtung	bv_doc_id__55_d44e72683
der	bv_doc_id__55_d44e72685
Matrikularbeiträge	bv_doc_id__55_d44e72687
fehr	bv_doc_id__55_d44e72689
böfe	bv_doc_id__55_d44e72691
Folgen	bv_doc_id__55_d44e72693
haben	bv_doc_id__55_d44e72696
kann	bv_doc_id__55_d44e72698
<g/>
,	
hat	bv_doc_id__55_d44e72702
die	bv_doc_id__55_d44e72704
moderne	bv_doc_id__55_d44e72706
deutsche	bv_doc_id__55_d44e72709
Finanzpolitit	bv_doc_id__55_d44e72711
gezeigt	bv_doc_id__55_d44e72713
und	bv_doc_id__55_d44e72715
man	bv_doc_id__55_d44e72717
ift	bv_doc_id__55_d44e72719
in	bv_doc_id__55_d44e72722
Deutschland	bv_doc_id__55_d44e72724
darum	bv_doc_id__55_d44e72726
darangegangen	bv_doc_id__55_d44e72728
<g/>
,	
dieses	bv_doc_id__55_d44e72732
System	bv_doc_id__55_d44e72735
zu	bv_doc_id__55_d44e72737
beseitigen	bv_doc_id__55_d44e72739
und	bv_doc_id__55_d44e72741
die	bv_doc_id__55_d44e72743
entgegengefeßte	bv_doc_id__55_d44e72745
Art	bv_doc_id__55_d44e72748
der	bv_doc_id__55_d44e72750
Trennung	bv_doc_id__55_d44e72752
der	bv_doc_id__55_d44e72754
Steuergewalt	bv_doc_id__55_d44e72756
durchzuführen	bv_doc_id__55_d44e72758
<g/>
.	
Diese	bv_doc_id__55_d44e72763
besteht	bv_doc_id__55_d44e72765
darin	bv_doc_id__55_d44e72767
<g/>
,	
das	bv_doc_id__55_d44e72771
Gewicht	bv_doc_id__55_d44e72774
nach	bv_doc_id__55_d44e72776
oben	bv_doc_id__55_d44e72778
zu	bv_doc_id__55_d44e72780
verlegen	bv_doc_id__55_d44e72782
<g/>
.	
Es	bv_doc_id__55_d44e72787
wird	bv_doc_id__55_d44e72789
ein	bv_doc_id__55_d44e72791
Großteil	bv_doc_id__55_d44e72793
der	bv_doc_id__55_d44e72795
wichtigften	bv_doc_id__55_d44e72797
Abgaben	bv_doc_id__55_d44e72800
dem	bv_doc_id__55_d44e72802
weiteften	bv_doc_id__55_d44e72804
Verband	bv_doc_id__55_d44e72806
übertragen	bv_doc_id__55_d44e72808
<g/>
.	
Dieses	bv_doc_id__55_d44e72813
Syftem	bv_doc_id__55_d44e72815
haben	bv_doc_id__55_d44e72817
wir	bv_doc_id__55_d44e72819
im	bv_doc_id__55_d44e72821
großen	bv_doc_id__55_d44e72823
und	bv_doc_id__55_d44e72826
ganzen	bv_doc_id__55_d44e72828
bei	bv_doc_id__55_d44e72830
uns	bv_doc_id__55_d44e72832
schon	bv_doc_id__55_d44e72834
durchgeführt	bv_doc_id__55_d44e72836
<g/>
.	
Dieses	bv_doc_id__55_d44e72841
Systemift	bv_doc_id__55_d44e72843
<g/>
,	
wie	bv_doc_id__55_d44e72847
ich	bv_doc_id__55_d44e72849
bemerken	bv_doc_id__55_d44e72852
möchte	bv_doc_id__55_d44e72854
<g/>
,	
jenes	bv_doc_id__55_d44e72858
<g/>
,	
das	bv_doc_id__55_d44e72862
im	bv_doc_id__55_d44e72865
Ausland	bv_doc_id__55_d44e72867
seit	bv_doc_id__55_d44e72869
jeher	bv_doc_id__55_d44e72871
stark	bv_doc_id__55_d44e72873
verbreitet	bv_doc_id__55_d44e72875
ift	bv_doc_id__55_d44e72878
und	bv_doc_id__55_d44e72880
dem	bv_doc_id__55_d44e72882
englischen	bv_doc_id__55_d44e72884
finanzihstem	bv_doc_id__55_d44e72886
zugrunde	bv_doc_id__55_d44e72888
liegt	bv_doc_id__55_d44e72891
<g/>
.	
Es	bv_doc_id__55_d44e72895
wird	bv_doc_id__55_d44e72897
auch	bv_doc_id__55_d44e72899
gegenwärtig	bv_doc_id__55_d44e72901
im	bv_doc_id__55_d44e72904
nordamerikanischen	bv_doc_id__55_d44e72906
Bundesstaate	bv_doc_id__55_d44e72908
von	bv_doc_id__55_d44e72910
den	bv_doc_id__55_d44e72912
maßgebendsten	bv_doc_id__55_d44e72914
Finanzpolitikern	bv_doc_id__55_d44e72917
vertreten	bv_doc_id__55_d44e72919
<g/>
.	
<g/>
(	
s	bv_doc_id__55_d44e72925
der	bv_doc_id__55_d44e72927
ist	bv_doc_id__55_d44e72930
auf	bv_doc_id__55_d44e72932
das	bv_doc_id__55_d44e72934
gegenwärtige	bv_doc_id__55_d44e72936
Deutsche	bv_doc_id__55_d44e72938
Reich	bv_doc_id__55_d44e72940
über-	bv_doc_id__55_d44e72943
gegangen	bv_doc_id__55_d44e72947
<g/>
.	
Die	bv_doc_id__55_d44e72951
Vorteile	bv_doc_id__55_d44e72953
dieser	bv_doc_id__55_d44e72956
Regelung	bv_doc_id__55_d44e72958
find	bv_doc_id__55_d44e72960
naheliegend	bv_doc_id__55_d44e72962
und	bv_doc_id__55_d44e72964
schon	bv_doc_id__55_d44e72966
angedeutet	bv_doc_id__55_d44e72969
worden	bv_doc_id__55_d44e72971
<g/>
.	
Vor	bv_doc_id__55_d44e72975
allem	bv_doc_id__55_d44e72977
sind	bv_doc_id__55_d44e72979
die	bv_doc_id__55_d44e72982
technischen	bv_doc_id__55_d44e72984
Vorteile	bv_doc_id__55_d44e72986
außzerordentliche	bv_doc_id__55_d44e72988
<g/>
.	
Mar	bv_doc_id__55_d44e72992
kann	bv_doc_id__55_d44e72995
heute	bv_doc_id__55_d44e72997
Verbrauchsfteuern	bv_doc_id__55_d44e72999
überhaupt	bv_doc_id__55_d44e73001
nicht	bv_doc_id__55_d44e73003
aut	bv_doc_id__55_d44e73005
anders	bv_doc_id__55_d44e73008
einheben	bv_doc_id__55_d44e73010
als	bv_doc_id__55_d44e73012
im	bv_doc_id__55_d44e73014
weitesten	bv_doc_id__55_d44e73016
Verband	bv_doc_id__55_d44e73018
<g/>
,	
der	bv_doc_id__55_d44e73023
das	bv_doc_id__55_d44e73025
Zollgebiet	bv_doc_id__55_d44e73027
bildet	bv_doc_id__55_d44e73029
<g/>
,	
einheitlich	bv_doc_id__55_d44e73034
innerhalb	bv_doc_id__55_d44e73036
ftaatlich	bv_doc_id__55_d44e73038
fontrollierter	bv_doc_id__55_d44e73040
Zollgrenzen	bv_doc_id__55_d44e73042
<g/>
.	
Alle	bv_doc_id__55_d44e73047
anderen	bv_doc_id__55_d44e73049
Verbrauchsabgaben	bv_doc_id__55_d44e73051
haben	bv_doc_id__55_d44e73053
sich	bv_doc_id__55_d44e73055
nicht	bv_doc_id__55_d44e73057
bewährt	bv_doc_id__55_d44e73060
<g/>
,	
höchstens	bv_doc_id__55_d44e73064
noch	bv_doc_id__55_d44e73066
die	bv_doc_id__55_d44e73068
Zinienverzehrungssteuern	bv_doc_id__55_d44e73070
<g/>
.	
Sonft	bv_doc_id__55_d44e73075
ist	bv_doc_id__55_d44e73077
eine	bv_doc_id__55_d44e73079
Grenzbewachung	bv_doc_id__55_d44e73081
und	bv_doc_id__55_d44e73083
sind	bv_doc_id__55_d44e73086
Zwischenzölle	bv_doc_id__55_d44e73088
im	bv_doc_id__55_d44e73090
einheitlichen	bv_doc_id__55_d44e73092
Wirtschaftsgebiet	bv_doc_id__55_d44e73094
faum	bv_doc_id__55_d44e73096
zu	bv_doc_id__55_d44e73099
vermeiden	bv_doc_id__55_d44e73101
<g/>
.	
Das	bv_doc_id__55_d44e73105
zweite	bv_doc_id__55_d44e73107
sind	bv_doc_id__55_d44e73109
die	bv_doc_id__55_d44e73112
großen	bv_doc_id__55_d44e73114
volkswirtschaftlichen	bv_doc_id__55_d44e73116
Vorteile	bv_doc_id__55_d44e73118
der	bv_doc_id__55_d44e73120
einheitlichen	bv_doc_id__55_d44e73122
Besteuerung	bv_doc_id__55_d44e73125
im	bv_doc_id__55_d44e73127
ganzen	bv_doc_id__55_d44e73129
Staatsgebiete	bv_doc_id__55_d44e73131
<g/>
,	
die	bv_doc_id__55_d44e73135
Verhinderung	bv_doc_id__55_d44e73138
der	bv_doc_id__55_d44e73140
Steuerflucht	bv_doc_id__55_d44e73142
<g/>
,	
der	bv_doc_id__55_d44e73146
Abwanderung	bv_doc_id__55_d44e73148
von	bv_doc_id__55_d44e73151
Vermögen	bv_doc_id__55_d44e73153
<g/>
.	
Schließlich	bv_doc_id__55_d44e73157
habe	bv_doc_id__55_d44e73159
ich	bv_doc_id__55_d44e73161
die	bv_doc_id__55_d44e73164
großen	bv_doc_id__55_d44e73166
finanziellen	bv_doc_id__55_d44e73168
Vorteile	bv_doc_id__55_d44e73170
schon	bv_doc_id__55_d44e73172
angedeutet	bv_doc_id__55_d44e73174
<g/>
,	
die	bv_doc_id__55_d44e73179
durchschlagend	bv_doc_id__55_d44e73181
für	bv_doc_id__55_d44e73183
die	bv_doc_id__55_d44e73185
Neuordnung	bv_doc_id__55_d44e73187
des	bv_doc_id__55_d44e73190
reichsdeutschen	bv_doc_id__55_d44e73192
Finanzwesens	bv_doc_id__55_d44e73194
geworden	bv_doc_id__55_d44e73196
ind	bv_doc_id__55_d44e73198
<g/>
.	
Wir	bv_doc_id__55_d44e73203
sind	bv_doc_id__55_d44e73205
jetzt	bv_doc_id__55_d44e73207
in	bv_doc_id__55_d44e73209
einer	bv_doc_id__55_d44e73211
Situation	bv_doc_id__55_d44e73213
<g/>
,	
in	bv_doc_id__55_d44e73218
der	bv_doc_id__55_d44e73220
wir	bv_doc_id__55_d44e73222
alle	bv_doc_id__55_d44e73224
Steuerzweige	bv_doc_id__55_d44e73226
aufs	bv_doc_id__55_d44e73229
höchste	bv_doc_id__55_d44e73231
ausnützen	bv_doc_id__55_d44e73233
müssen	bv_doc_id__55_d44e73235
<g/>
.	
Wir	bv_doc_id__55_d44e73239
können	bv_doc_id__55_d44e73242
keine	bv_doc_id__55_d44e73244
Steuerkraft	bv_doc_id__55_d44e73246
dadurch	bv_doc_id__55_d44e73248
unbenütt	bv_doc_id__55_d44e73250
laffen	bv_doc_id__55_d44e73252
<g/>
,	
daß	bv_doc_id__55_d44e73257
sich	bv_doc_id__55_d44e73259
in	bv_doc_id__55_d44e73261
einem	bv_doc_id__55_d44e73263
Lande	bv_doc_id__55_d44e73265
die	bv_doc_id__55_d44e73268
Einkommenfteuer	bv_doc_id__55_d44e73270
auf	bv_doc_id__55_d44e73272
109	bv_doc_id__55_d44e73274
<g/>
,	
in	bv_doc_id__55_d44e73278
dem	bv_doc_id__55_d44e73281
anderen	bv_doc_id__55_d44e73283
auf	bv_doc_id__55_d44e73285
2096	bv_doc_id__55_d44e73287
beläuft	bv_doc_id__55_d44e73289
<g/>
.	
Wir	bv_doc_id__55_d44e73294
müfsen	bv_doc_id__55_d44e73296
sie	bv_doc_id__55_d44e73298
überall	bv_doc_id__55_d44e73300
auf	bv_doc_id__55_d44e73302
die	bv_doc_id__55_d44e73304
höchste	bv_doc_id__55_d44e73307
Söhe	bv_doc_id__55_d44e73309
bringen	bv_doc_id__55_d44e73311
<g/>
.	
Das	bv_doc_id__55_d44e73315
ist	bv_doc_id__55_d44e73317
der	bv_doc_id__55_d44e73320
Grund	bv_doc_id__55_d44e73322
<g/>
,	
warum	bv_doc_id__55_d44e73326
dieses	bv_doc_id__55_d44e73328
System	bv_doc_id__55_d44e73330
überall	bv_doc_id__55_d44e73333
im	bv_doc_id__55_d44e73335
Vormarsch	bv_doc_id__55_d44e73337
begriffen	bv_doc_id__55_d44e73339
ist	bv_doc_id__55_d44e73341
in	bv_doc_id__55_d44e73343
allen	bv_doc_id__55_d44e73346
Bundesstaaten	bv_doc_id__55_d44e73348
und	bv_doc_id__55_d44e73350
umsomehr	bv_doc_id__55_d44e73352
in	bv_doc_id__55_d44e73354
aller	bv_doc_id__55_d44e73356
Einheitsstaaten	bv_doc_id__55_d44e73359
<g/>
.	
Eine	bv_doc_id__55_d44e73363
Korreftur	bv_doc_id__55_d44e73365
dieses	bv_doc_id__55_d44e73367
Snftems	bv_doc_id__55_d44e73369
macht	bv_doc_id__55_d44e73372
sich	bv_doc_id__55_d44e73374
jedoch	bv_doc_id__55_d44e73376
unbedingt	bv_doc_id__55_d44e73378
notwendig	bv_doc_id__55_d44e73380
<g/>
,	
es	bv_doc_id__55_d44e73385
müssen	bv_doc_id__55_d44e73387
auch	bv_doc_id__55_d44e73389
die	bv_doc_id__55_d44e73391
Länder	bv_doc_id__55_d44e73393
eventuell	bv_doc_id__55_d44e73395
die	bv_doc_id__55_d44e73398
Gemeinden	bv_doc_id__55_d44e73400
mit	bv_doc_id__55_d44e73402
Ginnahmen	bv_doc_id__55_d44e73404
verforgt	bv_doc_id__55_d44e73406
werden	bv_doc_id__55_d44e73408
<g/>
,	
soweit	bv_doc_id__55_d44e73413
die	bv_doc_id__55_d44e73415
ihnen	bv_doc_id__55_d44e73417
überlafsenen	bv_doc_id__55_d44e73419
Einnahmen	bv_doc_id__55_d44e73421
zu	bv_doc_id__55_d44e73424
gewähren	bv_doc_id__55_d44e73426
find	bv_doc_id__55_d44e73428
<g/>
.	
Es	bv_doc_id__55_d44e73432
fann	bv_doc_id__55_d44e73434
dies	bv_doc_id__55_d44e73437
durch	bv_doc_id__55_d44e73439
Beteiligung	bv_doc_id__55_d44e73441
dieser	bv_doc_id__55_d44e73443
Körperschaften	bv_doc_id__55_d44e73445
an	bv_doc_id__55_d44e73447
den	bv_doc_id__55_d44e73450
vereinheitlichten	bv_doc_id__55_d44e73452
Abgaben	bv_doc_id__55_d44e73454
geschehen	bv_doc_id__55_d44e73456
<g/>
,	
ein	bv_doc_id__55_d44e73460
Syftem	bv_doc_id__55_d44e73463
<g/>
,	
dem	bv_doc_id__55_d44e73467
gestern	bv_doc_id__55_d44e73469
der	bv_doc_id__55_d44e73471
Herr	bv_doc_id__55_d44e73473
Abgeordnete	bv_doc_id__55_d44e73476
Runschaf	bv_doc_id__55_d44e73478
<g/>
,	
heute	bv_doc_id__55_d44e73482
andere	bv_doc_id__55_d44e73484
Herren	bv_doc_id__55_d44e73486
das	bv_doc_id__55_d44e73489
Wort	bv_doc_id__55_d44e73491
redeten	bv_doc_id__55_d44e73493
<g/>
.	
Die	bv_doc_id__55_d44e73497
Ginnahmebeteiligung	bv_doc_id__55_d44e73499
hat	bv_doc_id__55_d44e73502
zweifellos	bv_doc_id__55_d44e73504
vor	bv_doc_id__55_d44e73506
den	bv_doc_id__55_d44e73508
festen	bv_doc_id__55_d44e73510
Dotationen	bv_doc_id__55_d44e73512
und	bv_doc_id__55_d44e73515
auch	bv_doc_id__55_d44e73517
vor	bv_doc_id__55_d44e73519
der	bv_doc_id__55_d44e73521
noch	bv_doc_id__55_d44e73523
erörternden	bv_doc_id__55_d44e73525
Ausgabebeteiligung	bv_doc_id__55_d44e73528
manche	bv_doc_id__55_d44e73530
Vorzüge	bv_doc_id__55_d44e73532
Sie	bv_doc_id__55_d44e73534
hat	bv_doc_id__55_d44e73536
den	bv_doc_id__55_d44e73538
Vorzug	bv_doc_id__55_d44e73541
<g/>
,	
daß	bv_doc_id__55_d44e73545
die	bv_doc_id__55_d44e73547
Ginnahmen	bv_doc_id__55_d44e73549
selbst	bv_doc_id__55_d44e73551
in	bv_doc_id__55_d44e73554
gewissen	bv_doc_id__55_d44e73556
festen	bv_doc_id__55_d44e73558
Grenzen	bv_doc_id__55_d44e73560
gegeben	bv_doc_id__55_d44e73562
sind	bv_doc_id__55_d44e73564
und	bv_doc_id__55_d44e73567
das	bv_doc_id__55_d44e73569
freie	bv_doc_id__55_d44e73571
„Draufloswirtschaften“	bv_doc_id__55_d44e73573
nicht	bv_doc_id__55_d44e73575
möglich	bv_doc_id__55_d44e73577
ist	bv_doc_id__55_d44e73580
<g/>
.	
Sie	bv_doc_id__55_d44e73584
hat	bv_doc_id__55_d44e73586
aber	bv_doc_id__55_d44e73588
auch	bv_doc_id__55_d44e73590
Mängel	bv_doc_id__55_d44e73593
<g/>
,	
meine	bv_doc_id__55_d44e73597
Herrenl	bv_doc_id__55_d44e73599
Welche	bv_doc_id__55_d44e73601
der	bv_doc_id__55_d44e73603
Abgaben	bv_doc_id__55_d44e73606
soll	bv_doc_id__55_d44e73608
man	bv_doc_id__55_d44e73610
zur	bv_doc_id__55_d44e73612
Beteiligung	bv_doc_id__55_d44e73614
auswählen	bv_doc_id__55_d44e73616
<g/>
?	
Das	bv_doc_id__55_d44e73621
hat	bv_doc_id__55_d44e73623
natürlich	bv_doc_id__55_d44e73625
seine	bv_doc_id__55_d44e73627
Schwierigkeit	bv_doc_id__55_d44e73629
<g/>
,	
die	bv_doc_id__55_d44e73634
man	bv_doc_id__55_d44e73636
nur	bv_doc_id__55_d44e73638
dadurch	bv_doc_id__55_d44e73640
überbrücken	bv_doc_id__55_d44e73642
kann	bv_doc_id__55_d44e73645
<g/>
,	
daß	bv_doc_id__55_d44e73649
man	bv_doc_id__55_d44e73651
verschiedene	bv_doc_id__55_d44e73653
Einnahmen	bv_doc_id__55_d44e73655
kombiniert	bv_doc_id__55_d44e73658
<g/>
.	
Es	bv_doc_id__55_d44e73662
ist	bv_doc_id__55_d44e73664
im	bv_doc_id__55_d44e73666
Interesse	bv_doc_id__55_d44e73668
der	bv_doc_id__55_d44e73671
verschiedenen	bv_doc_id__55_d44e73673
Körper	bv_doc_id__55_d44e73675
und	bv_doc_id__55_d44e73677
Territorien	bv_doc_id__55_d44e73679
gelegen	bv_doc_id__55_d44e73681
<g/>
,	
welche	bv_doc_id__55_d44e73686
die	bv_doc_id__55_d44e73688
Steuern	bv_doc_id__55_d44e73690
verwenden	bv_doc_id__55_d44e73692
<g/>
,	
daß	bv_doc_id__55_d44e73697
ie	bv_doc_id__55_d44e73699
fombiniert	bv_doc_id__55_d44e73701
eingehoben	bv_doc_id__55_d44e73703
werden	bv_doc_id__55_d44e73705
<g/>
.	
