<doc id="bv_doc_id__46" attrs="word lemma type">
erovototl	bv_doc_id__46_d35e307
"	bv_doc_id__46_d35e7086
Zu	bv_doc_id__46_d35e7088
Artikei	bv_doc_id__46_d35e7090
138	bv_doc_id__46_d35e7092
benerkt	bv_doc_id__46_d35e7095
Prof	bv_doc_id__46_d35e7097
<g/>
.	
Dr	bv_doc_id__46_d35e7101
<g/>
.	
F	bv_doc_id__46_d35e7105
s	bv_doc_id__46_d35e7108
1	bv_doc_id__46_d35e7110
5	bv_doc_id__46_d35e7112
e	bv_doc_id__46_d35e7114
n	bv_doc_id__46_d35e7116
<g/>
,	
daß	bv_doc_id__46_d35e7121
nach	bv_doc_id__46_d35e7123
den	bv_doc_id__46_d35e7125
ursprünglichen	bv_doc_id__46_d35e7127
Eatnurfe	bv_doc_id__46_d35e7129
unter	bv_doc_id__46_d35e7131
Vermaltungsbehörden	bv_doc_id__46_d35e7134
des	bv_doc_id__46_d35e7136
Faades	bv_doc_id__46_d35e7138
die	bv_doc_id__46_d35e7140
FreieBezirks-und	bv_doc_id__46_d35e7142
Ortsgeneinden	bv_doc_id__46_d35e7144
verstanden	bv_doc_id__46_d35e7147
wurden	bv_doc_id__46_d35e7149
<g/>
.	
Eine	bv_doc_id__46_d35e7153
längere	bv_doc_id__46_d35e7155
Debatte	bv_doc_id__46_d35e7157
befalt	bv_doc_id__46_d35e7160
sich	bv_doc_id__46_d35e7162
mit	bv_doc_id__46_d35e7164
Astikel	bv_doc_id__46_d35e7166
l18	bv_doc_id__46_d35e7168
des	bv_doc_id__46_d35e7170
Entnurfes	bv_doc_id__46_d35e7173
Dr	bv_doc_id__46_d35e7175
<g/>
.	
Renner's	bv_doc_id__46_d35e7179
<g/>
,	
der	bv_doc_id__46_d35e7183
Tolgondes	bv_doc_id__46_d35e7186
beabsichtigte	bv_doc_id__46_d35e7188
Falls	bv_doc_id__46_d35e7190
die	bv_doc_id__46_d35e7192
l	bv_doc_id__46_d35e7194
<g/>
.	
testinz	bv_doc_id__46_d35e7199
in	bv_doc_id__46_d35e7201
einer	bv_doc_id__46_d35e7203
fandesssche	bv_doc_id__46_d35e7205
entscheidet	bv_doc_id__46_d35e7207
<g/>
,	
guat	bv_doc_id__46_d35e7212
von	bv_doc_id__46_d35e7214
ihr	bv_doc_id__46_d35e7216
die	bv_doc_id__46_d35e7218
direkte	bv_doc_id__46_d35e7220
Berulung	bv_doc_id__46_d35e7222
an	bv_doc_id__46_d35e7225
den	bv_doc_id__46_d35e7227
VeraaltungsgsEichtehof	bv_doc_id__46_d35e7229
<g/>
.	
Abenso	bv_doc_id__46_d35e7233
kann	bv_doc_id__46_d35e7235
gegen	bv_doc_id__46_d35e7238
eine	bv_doc_id__46_d35e7240
Entacheidung	bv_doc_id__46_d35e7242
der	bv_doc_id__46_d35e7244
Landsoregierung	bv_doc_id__46_d35e7246
in	bv_doc_id__46_d35e7248
einer	bv_doc_id__46_d35e7251
Fundsssache	bv_doc_id__46_d35e7253
an	bv_doc_id__46_d35e7255
den	bv_doc_id__46_d35e7257
Verwaltungsgsrichtshef	bv_doc_id__46_d35e7259
berufen	bv_doc_id__46_d35e7261
werden	bv_doc_id__46_d35e7264
<g/>
.	
Ausgstannen	bv_doc_id__46_d35e7268
sind	bv_doc_id__46_d35e7270
die	bv_doc_id__46_d35e7272
Falls	bv_doc_id__46_d35e7274
des	bv_doc_id__46_d35e7277
freien	bv_doc_id__46_d35e7279
Smnessens	bv_doc_id__46_d35e7281
<g/>
,	
in	bv_doc_id__46_d35e7285
denen	bv_doc_id__46_d35e7287
stets	bv_doc_id__46_d35e7290
die	bv_doc_id__46_d35e7292
Zaadestsgierung	bv_doc_id__46_d35e7294
bern	bv_doc_id__46_d35e7296
<g/>
.	
die	bv_doc_id__46_d35e7300
Bundesregierung	bv_doc_id__46_d35e7303
zu	bv_doc_id__46_d35e7305
entschalden	bv_doc_id__46_d35e7307
hätte	bv_doc_id__46_d35e7309
<g/>
.	
Prof	bv_doc_id__46_d35e7313
<g/>
.	
Fr	bv_doc_id__46_d35e7318
<g/>
.	
xels	bv_doc_id__46_d35e7322
sn	bv_doc_id__46_d35e7324
sient	bv_doc_id__46_d35e7326
in	bv_doc_id__46_d35e7329
disser	bv_doc_id__46_d35e7331
Absicht	bv_doc_id__46_d35e7333
die	bv_doc_id__46_d35e7335
Erföllung	bv_doc_id__46_d35e7337
sinss	bv_doc_id__46_d35e7339
alten	bv_doc_id__46_d35e7342
Runsches	bv_doc_id__46_d35e7344
der	bv_doc_id__46_d35e7346
Vermaltungsrechtler	bv_doc_id__46_d35e7348
<g/>
.	
Dn	bv_doc_id__46_d35e7352
der	bv_doc_id__46_d35e7355
Vermaltungsgerichtshof	bv_doc_id__46_d35e7357
bei	bv_doc_id__46_d35e7359
drei	bv_doc_id__46_d35e7361
Instanzen	bv_doc_id__46_d35e7363
die	bv_doc_id__46_d35e7365
vierte	bv_doc_id__46_d35e7368
Instanz	bv_doc_id__46_d35e7370
bildet	bv_doc_id__46_d35e7372
<g/>
,	
komnen	bv_doc_id__46_d35e7376
seine	bv_doc_id__46_d35e7378
Entscheilungen	bv_doc_id__46_d35e7381
viel	bv_doc_id__46_d35e7383
zu	bv_doc_id__46_d35e7385
oft	bv_doc_id__46_d35e7387
zu	bv_doc_id__46_d35e7389
spst	bv_doc_id__46_d35e7391
<g/>
.	
Es	bv_doc_id__46_d35e7396
närs	bv_doc_id__46_d35e7398
also	bv_doc_id__46_d35e7400
der	bv_doc_id__46_d35e7402
adainistrattre	bv_doc_id__46_d35e7404
Instanzenzug	bv_doc_id__46_d35e7407
abzukürzen	bv_doc_id__46_d35e7409
<g/>
,	
jedoch	bv_doc_id__46_d35e7413
auch	bv_doc_id__46_d35e7415
Erschöpfung	bv_doc_id__46_d35e7417
des	bv_doc_id__46_d35e7420
Erstanzsardges	bv_doc_id__46_d35e7422
die	bv_doc_id__46_d35e7424
Entschellung	bv_doc_id__46_d35e7426
dutei	bv_doc_id__46_d35e7428
den	bv_doc_id__46_d35e7430
Verhaltungsgerichtshof	bv_doc_id__46_d35e7433
zu	bv_doc_id__46_d35e7435
ermöglichen	bv_doc_id__46_d35e7437
<g/>
.	
Fr	bv_doc_id__46_d35e7441
<g/>
.	
den	bv_doc_id__46_d35e7446
Fr	bv_doc_id__46_d35e7448
<g/>
.	
Nenner	bv_doc_id__46_d35e7452
hatts	bv_doc_id__46_d35e7454
die	bv_doc_id__46_d35e7456
absicht	bv_doc_id__46_d35e7459
<g/>
,	
die	bv_doc_id__46_d35e7463
Zentrelstellen	bv_doc_id__46_d35e7465
in	bv_doc_id__46_d35e7467
Bund	bv_doc_id__46_d35e7469
und	bv_doc_id__46_d35e7472
lund	bv_doc_id__46_d35e7474
von	bv_doc_id__46_d35e7476
refenn	bv_doc_id__46_d35e7478
Nechtesachen	bv_doc_id__46_d35e7480
zu	bv_doc_id__46_d35e7482
befreien	bv_doc_id__46_d35e7485
und	bv_doc_id__46_d35e7487
sie	bv_doc_id__46_d35e7489
lettglich	bv_doc_id__46_d35e7491
arf	bv_doc_id__46_d35e7493
Ver»-stungssachen	bv_doc_id__46_d35e7495
zu	bv_doc_id__46_d35e7498
beschränken	bv_doc_id__46_d35e7500
<g/>
.	
Sei	bv_doc_id__46_d35e7504
den	bv_doc_id__46_d35e7506
kleinen	bv_doc_id__46_d35e7508
Unfanrs	bv_doc_id__46_d35e7511
desterreichs	bv_doc_id__46_d35e7513
ner-	bv_doc_id__46_d35e7515
alss	bv_doc_id__46_d35e7517
zu	bv_doc_id__46_d35e7519
erusflichen	bv_doc_id__46_d35e7521
<g/>
,	
auch	bv_doc_id__46_d35e7526
wenn	bv_doc_id__46_d35e7528
eutgegen	bv_doc_id__46_d35e7530
der	bv_doc_id__46_d35e7532
Absicht	bv_doc_id__46_d35e7534
Nr	bv_doc_id__46_d35e7537
<g/>
.	
kenne	bv_doc_id__46_d35e7541
r	bv_doc_id__46_d35e7543
«	bv_doc_id__46_d35e7545
in	bv_doc_id__46_d35e7547
den	bv_doc_id__46_d35e7550
Zudseshauptstädten	bv_doc_id__46_d35e7552
keine	bv_doc_id__46_d35e7554
eigene	bv_doc_id__46_d35e7556
Verweltungsgsrichtsnöss	bv_doc_id__46_d35e7558
errichtet	bv_doc_id__46_d35e7560
werden	bv_doc_id__46_d35e7563
<g/>
,	
wogegen	bv_doc_id__46_d35e7567
dich	bv_doc_id__46_d35e7569
sintliche	bv_doc_id__46_d35e7571
funder	bv_doc_id__46_d35e7573
aussprachen	bv_doc_id__46_d35e7576
<g/>
.	
23.	bv_doc_id__46_d35e7582
denn	bv_doc_id__46_d35e7584
so	bv_doc_id__46_d35e7586
nöglich	bv_doc_id__46_d35e7589
ist	bv_doc_id__46_d35e7591
gegen	bv_doc_id__46_d35e7593
eine	bv_doc_id__46_d35e7595
Intscheidung	bv_doc_id__46_d35e7597
des	bv_doc_id__46_d35e7599
Bezirksswoder	bv_doc_id__46_d35e7602
Kreises	bv_doc_id__46_d35e7604
in	bv_doc_id__46_d35e7606
Bundessachen	bv_doc_id__46_d35e7608
sich	bv_doc_id__46_d35e7610
direkt	bv_doc_id__46_d35e7612
an	bv_doc_id__46_d35e7615
den	bv_doc_id__46_d35e7617
Vermaltungsgerichtshof	bv_doc_id__46_d35e7619
zu	bv_doc_id__46_d35e7621
wenden	bv_doc_id__46_d35e7623
<g/>
,	
könnte	bv_doc_id__46_d35e7628
die	bv_doc_id__46_d35e7630
Bundeeregierung	bv_doc_id__46_d35e7632
in	bv_doc_id__46_d35e7634
Angelegenheiten	bv_doc_id__46_d35e7636
die	bv_doc_id__46_d35e7638
zu	bv_doc_id__46_d35e7641
ihrer	bv_doc_id__46_d35e7643
Kompstenz	bv_doc_id__46_d35e7645
gehören	bv_doc_id__46_d35e7647
<g/>
,	
gar	bv_doc_id__46_d35e7651
nicht	bv_doc_id__46_d35e7654
ait	bv_doc_id__46_d35e7656
singreifen	bv_doc_id__46_d35e7658
<g/>
.	
Man	bv_doc_id__46_d35e7662
könne	bv_doc_id__46_d35e7664
sich	bv_doc_id__46_d35e7667
nicht	bv_doc_id__46_d35e7669
kurzer	bv_doc_id__46_d35e7671
Kand	bv_doc_id__46_d35e7673
dafür	bv_doc_id__46_d35e7675
entscheiden	bv_doc_id__46_d35e7677
<g/>
.	
In	bv_doc_id__46_d35e7682
Freuden	bv_doc_id__46_d35e7684
sind	bv_doc_id__46_d35e7686
Verwaltungsrechtssachen	bv_doc_id__46_d35e7688
und	bv_doc_id__46_d35e7690
Vermaltungssachen	bv_doc_id__46_d35e7693
von	bv_doc_id__46_d35e7695
rornhsrein	bv_doc_id__46_d35e7697
geschieden	bv_doc_id__46_d35e7699
und	bv_doc_id__46_d35e7701
geben	bv_doc_id__46_d35e7703
einen	bv_doc_id__46_d35e7706
gesonderten	bv_doc_id__46_d35e7708
Instanzenzug	bv_doc_id__46_d35e7710
<g/>
.	
Bei	bv_doc_id__46_d35e7714
uns	bv_doc_id__46_d35e7716
müfts	bv_doc_id__46_d35e7719
diese	bv_doc_id__46_d35e7721
Scheidung	bv_doc_id__46_d35e7723
erst	bv_doc_id__46_d35e7725
vorgenomnen	bv_doc_id__46_d35e7727
werden	bv_doc_id__46_d35e7729
<g/>
.	
Niezu	bv_doc_id__46_d35e7734
benerkt	bv_doc_id__46_d35e7736
Jektionerat	bv_doc_id__46_d35e7738
Dr	bv_doc_id__46_d35e7740
<g/>
.	
UaaR	bv_doc_id__46_d35e7745
Iioher	bv_doc_id__46_d35e7747
<g/>
,	
dan	bv_doc_id__46_d35e7751
diese	bv_doc_id__46_d35e7753
Fragentheorstlach	bv_doc_id__46_d35e7755
durchaus	bv_doc_id__46_d35e7758
strittig	bv_doc_id__46_d35e7760
seten	bv_doc_id__46_d35e7762
<g/>
.	
Wan	bv_doc_id__46_d35e7766
hat	bv_doc_id__46_d35e7768
sich	bv_doc_id__46_d35e7771
vergebens	bv_doc_id__46_d35e7773
benüht	bv_doc_id__46_d35e7775
eine	bv_doc_id__46_d35e7777
Oensralklausel	bv_doc_id__46_d35e7779
zu	bv_doc_id__46_d35e7781
finden	bv_doc_id__46_d35e7784
<g/>
,	
aber	bv_doc_id__46_d35e7788
auch	bv_doc_id__46_d35e7790
in	bv_doc_id__46_d35e7792
Preusen	bv_doc_id__46_d35e7794
die	bv_doc_id__46_d35e7797
Enunerationensthode	bv_doc_id__46_d35e7799
zehlen	bv_doc_id__46_d35e7801
müssen	bv_doc_id__46_d35e7803
<g/>
.	
Wintsterialrat	bv_doc_id__46_d35e7807
Dr	bv_doc_id__46_d35e7810
<g/>
.	
Froshlich	bv_doc_id__46_d35e7814
srrehnt	bv_doc_id__46_d35e7816
<g/>
,	
daß	bv_doc_id__46_d35e7820
in	bv_doc_id__46_d35e7823
den	bv_doc_id__46_d35e7825
Verhandlungen	bv_doc_id__46_d35e7827
mit	bv_doc_id__46_d35e7829
den	bv_doc_id__46_d35e7831
Stantsäntern	bv_doc_id__46_d35e7833
darauf	bv_doc_id__46_d35e7836
hingewiesen	bv_doc_id__46_d35e7838
wurde	bv_doc_id__46_d35e7840
<g/>
,	
daß	bv_doc_id__46_d35e7844
der	bv_doc_id__46_d35e7846
Vermaltungsgerichtshof	bv_doc_id__46_d35e7849
in	bv_doc_id__46_d35e7851
seiner	bv_doc_id__46_d35e7853
jetzigen	bv_doc_id__46_d35e7855
Zusanmensetzung	bv_doc_id__46_d35e7857
über	bv_doc_id__46_d35e7859
Entscheidungen	bv_doc_id__46_d35e7862
der	bv_doc_id__46_d35e7864
T	bv_doc_id__46_d35e7866
<g/>
.	
Instans	bv_doc_id__46_d35e7870
gar	bv_doc_id__46_d35e7872
nicht	bv_doc_id__46_d35e7875
entscheiden	bv_doc_id__46_d35e7877
könnts	bv_doc_id__46_d35e7879
<g/>
.	
begenüder	bv_doc_id__46_d35e7883
einigen	bv_doc_id__46_d35e7885
Vorschlögen	bv_doc_id__46_d35e7888
des	bv_doc_id__46_d35e7890
Vereitzanden	bv_doc_id__46_d35e7892
<g/>
,	
das	bv_doc_id__46_d35e7896
in	bv_doc_id__46_d35e7898
reinen	bv_doc_id__46_d35e7901
Vermaltungsrechtssachen	bv_doc_id__46_d35e7903
der	bv_doc_id__46_d35e7905
Instangenzug	bv_doc_id__46_d35e7907
durch	bv_doc_id__46_d35e7909
Bundesgesetz	bv_doc_id__46_d35e7911
verkürzt	bv_doc_id__46_d35e7914
worden	bv_doc_id__46_d35e7916
<g/>
,	
dacht	bv_doc_id__46_d35e7920
Prof	bv_doc_id__46_d35e7922
<g/>
.	
Pr	bv_doc_id__46_d35e7927
<g/>
.	
Kels	bv_doc_id__46_d35e7931
e	bv_doc_id__46_d35e7933
n	bv_doc_id__46_d35e7935
aufnerksan	bv_doc_id__46_d35e7937
<g/>
,	
daß	bv_doc_id__46_d35e7942
Feine	bv_doc_id__46_d35e7944
Vermeltungsgechtenethen"	bv_doc_id__46_d35e7946
ein	bv_doc_id__46_d35e7948
Begriff	bv_doc_id__46_d35e7950
sel	bv_doc_id__46_d35e7953
<g/>
,	
den	bv_doc_id__46_d35e7957
man	bv_doc_id__46_d35e7959
erst	bv_doc_id__46_d35e7961
künstlich	bv_doc_id__46_d35e7963
Interpretieren	bv_doc_id__46_d35e7966
mlsss	bv_doc_id__46_d35e7968
<g/>
:	
das	bv_doc_id__46_d35e7972
sind	bv_doc_id__46_d35e7974
Angelegenheiten	bv_doc_id__46_d35e7976
<g/>
,	
in	bv_doc_id__46_d35e7981
denen	bv_doc_id__46_d35e7983
man	bv_doc_id__46_d35e7985
nicht	bv_doc_id__46_d35e7987
zun	bv_doc_id__46_d35e7989
Fermaltungsgerichtehof	bv_doc_id__46_d35e7992
gehen	bv_doc_id__46_d35e7994
kann	bv_doc_id__46_d35e7996
<g/>
.	
Es	bv_doc_id__46_d35e8000
gebe	bv_doc_id__46_d35e8002
übrigens	bv_doc_id__46_d35e8005
auch	bv_doc_id__46_d35e8007
Sachen	bv_doc_id__46_d35e8009
<g/>
,	
die	bv_doc_id__46_d35e8013
den	bv_doc_id__46_d35e8015
Vernaltungsgerlohtshof	bv_doc_id__46_d35e8018
entzogen	bv_doc_id__46_d35e8020
sind	bv_doc_id__46_d35e8022
<g/>
.	
Der	bv_doc_id__46_d35e8026
Unterausschun	bv_doc_id__46_d35e8028
beschliert	bv_doc_id__46_d35e8031
<g/>
.	
Nrt	bv_doc_id__46_d35e8035
<g/>
.	
138.	bv_doc_id__46_d35e8039
Asatz	bv_doc_id__46_d35e8041
1	bv_doc_id__46_d35e8044
wird	bv_doc_id__46_d35e8046
in	bv_doc_id__46_d35e8048
dortlaute	bv_doc_id__46_d35e8050
der	bv_doc_id__46_d35e8052
Einzer	bv_doc_id__46_d35e8054
Passung	bv_doc_id__46_d35e8057
angenomnen	bv_doc_id__46_d35e8059
<g/>
.	
Adenta	bv_doc_id__46_d35e8063
2	bv_doc_id__46_d35e8065
wird	bv_doc_id__46_d35e8067
neu	bv_doc_id__46_d35e8070
hinzugefügte	bv_doc_id__46_d35e8072
<g/>
,	
Für	bv_doc_id__46_d35e8076
Angelegenheiten	bv_doc_id__46_d35e8078
<g/>
,	
in	bv_doc_id__46_d35e8083
denen	bv_doc_id__46_d35e8085
die	bv_doc_id__46_d35e8087
Deschnerde	bv_doc_id__46_d35e8089
an	bv_doc_id__46_d35e8091
den	bv_doc_id__46_d35e8093
Vermaltungsgerichtshof	bv_doc_id__46_d35e8096
autsesig	bv_doc_id__46_d35e8098
ist	bv_doc_id__46_d35e8100
<g/>
,	
kann	bv_doc_id__46_d35e8104
der	bv_doc_id__46_d35e8106
administratire	bv_doc_id__46_d35e8109
Instangenzug	bv_doc_id__46_d35e8111
abgekürzt	bv_doc_id__46_d35e8113
werden	bv_doc_id__46_d35e8115
<g/>
.	
“	bv_doc_id__46_d35e8119
Artiksl	bv_doc_id__46_d35e8122
13s	bv_doc_id__46_d35e8124
ermöglicht	bv_doc_id__46_d35e8126
an	bv_doc_id__46_d35e8128
der	bv_doc_id__46_d35e8130
Bundesregierung	bv_doc_id__46_d35e8132
auch	bv_doc_id__46_d35e8135
in	bv_doc_id__46_d35e8137
Angelsgenhetten	bv_doc_id__46_d35e8139
des	bv_doc_id__46_d35e8141
freien	bv_doc_id__46_d35e8143
Bruessens	bv_doc_id__46_d35e8145
den	bv_doc_id__46_d35e8148
Verwaltungsgerichtshof	bv_doc_id__46_d35e8150
anzurufen	bv_doc_id__46_d35e8152
<g/>
,	
den	bv_doc_id__46_d35e8156
Partsten	bv_doc_id__46_d35e8158
jedoch	bv_doc_id__46_d35e8161
nicht	bv_doc_id__46_d35e8163
<g/>
.	
Prof	bv_doc_id__46_d35e8167
<g/>
.	
Dr	bv_doc_id__46_d35e8171
<g/>
.	
K	bv_doc_id__46_d35e8176
el	bv_doc_id__46_d35e8178
s	bv_doc_id__46_d35e8180
e	bv_doc_id__46_d35e8182
n	bv_doc_id__46_d35e8184
sruchnt	bv_doc_id__46_d35e8187
<g/>
,	
das	bv_doc_id__46_d35e8191
in	bv_doc_id__46_d35e8193
einen	bv_doc_id__46_d35e8195
Entwurfs	bv_doc_id__46_d35e8197
eines	bv_doc_id__46_d35e8200
Witglisdes	bv_doc_id__46_d35e8202
des	bv_doc_id__46_d35e8204
Verfassungegerichtshofen	bv_doc_id__46_d35e8206
wird	bv_doc_id__46_d35e8208
vorgeschlagen	bv_doc_id__46_d35e8210
<g/>
,	
bei	bv_doc_id__46_d35e8215
den	bv_doc_id__46_d35e8217
Landesreglerungen	bv_doc_id__46_d35e8219
Bundssan»aite	bv_doc_id__46_d35e8221
zur	bv_doc_id__46_d35e8223
fahrung	bv_doc_id__46_d35e8226
der	bv_doc_id__46_d35e8228
Bundesinteressen	bv_doc_id__46_d35e8230
aufzustellen	bv_doc_id__46_d35e8232
<g/>
.	
Der	bv_doc_id__46_d35e8236
29.	bv_doc_id__46_d35e8241
Varsitzende	bv_doc_id__46_d35e8243
neint	bv_doc_id__46_d35e8245
<g/>
,	
das	bv_doc_id__46_d35e8249
der	bv_doc_id__46_d35e8252
Bund	bv_doc_id__46_d35e8254
keinen	bv_doc_id__46_d35e8256
Einfluß	bv_doc_id__46_d35e8258
auf	bv_doc_id__46_d35e8260
die	bv_doc_id__46_d35e8262
Landesregierungen	bv_doc_id__46_d35e8265
habs	bv_doc_id__46_d35e8267
<g/>
.	
könnten	bv_doc_id__46_d35e8271
sie	bv_doc_id__46_d35e8273
ständig	bv_doc_id__46_d35e8275
contra	bv_doc_id__46_d35e8278
legen	bv_doc_id__46_d35e8280
entscheiden	bv_doc_id__46_d35e8282
<g/>
,	
weil	bv_doc_id__46_d35e8286
se	bv_doc_id__46_d35e8288
keine	bv_doc_id__46_d35e8291
Rechtsmittel	bv_doc_id__46_d35e8293
gibt	bv_doc_id__46_d35e8295
<g/>
.	
Undeder	bv_doc_id__46_d35e8299
Bund	bv_doc_id__46_d35e8301
hutte	bv_doc_id__46_d35e8304
keine	bv_doc_id__46_d35e8306
Hundhabe	bv_doc_id__46_d35e8308
<g/>
,	
seine	bv_doc_id__46_d35e8312
Organs	bv_doc_id__46_d35e8314
zur	bv_doc_id__46_d35e8317
Handhabung	bv_doc_id__46_d35e8319
seiner	bv_doc_id__46_d35e8321
Gesstze	bv_doc_id__46_d35e8323
zu	bv_doc_id__46_d35e8325
verhalten	bv_doc_id__46_d35e8327
<g/>
.	
Der	bv_doc_id__46_d35e8332
Vermaltungsgerichtshof	bv_doc_id__46_d35e8334
ist	bv_doc_id__46_d35e8336
übrigens	bv_doc_id__46_d35e8338
darüber	bv_doc_id__46_d35e8340
hinneggsgangen	bv_doc_id__46_d35e8343
und	bv_doc_id__46_d35e8345
hat	bv_doc_id__46_d35e8347
auch	bv_doc_id__46_d35e8349
in	bv_doc_id__46_d35e8351
Eruessenssachen	bv_doc_id__46_d35e8353
judizisrt	bv_doc_id__46_d35e8356
<g/>
.	
Artikei	bv_doc_id__46_d35e8360
139.	bv_doc_id__46_d35e8362
<g/>
(	
2	bv_doc_id__46_d35e8366
<g/>
)	
Der	bv_doc_id__46_d35e8371
Verwaltungsgerichtshof	bv_doc_id__46_d35e8373
hat	bv_doc_id__46_d35e8375
in	bv_doc_id__46_d35e8377
der	bv_doc_id__46_d35e8379
Regel	bv_doc_id__46_d35e8382
nur	bv_doc_id__46_d35e8384
über	bv_doc_id__46_d35e8386
Beschwerden	bv_doc_id__46_d35e8388
der	bv_doc_id__46_d35e8390
Partsten	bv_doc_id__46_d35e8392
zu	bv_doc_id__46_d35e8395
erkemnen	bv_doc_id__46_d35e8397
<g/>
.	
12	bv_doc_id__46_d35e8401
<g/>
)	
noch	bv_doc_id__46_d35e8405
kann	bv_doc_id__46_d35e8408
<g/>
,	
wenn	bv_doc_id__46_d35e8412
die	bv_doc_id__46_d35e8414
Intscheidung	bv_doc_id__46_d35e8416
oder	bv_doc_id__46_d35e8418
Verfügung	bv_doc_id__46_d35e8421
einer	bv_doc_id__46_d35e8423
Landesbehörde	bv_doc_id__46_d35e8425
die	bv_doc_id__46_d35e8427
Interessen	bv_doc_id__46_d35e8429
des	bv_doc_id__46_d35e8431
Bundes	bv_doc_id__46_d35e8434
verletzt	bv_doc_id__46_d35e8436
<g/>
,	
auch	bv_doc_id__46_d35e8440
die	bv_doc_id__46_d35e8442
Bundesregierung	bv_doc_id__46_d35e8444
<g/>
,	
wenn	bv_doc_id__46_d35e8449
die	bv_doc_id__46_d35e8451
Entscheidung	bv_doc_id__46_d35e8453
oder	bv_doc_id__46_d35e8455
Verfügung	bv_doc_id__46_d35e8457
einer	bv_doc_id__46_d35e8460
Bundesbehördie	bv_doc_id__46_d35e8462
Interessen	bv_doc_id__46_d35e8464
eines	bv_doc_id__46_d35e8466
Landes	bv_doc_id__46_d35e8468
de	bv_doc_id__46_d35e8470
oder	bv_doc_id__46_d35e8473
einer	bv_doc_id__46_d35e8475
Landesbehörde	bv_doc_id__46_d35e8477
eines	bv_doc_id__46_d35e8479
anderen	bv_doc_id__46_d35e8481
Landes	bv_doc_id__46_d35e8483
verletzt	bv_doc_id__46_d35e8486
<g/>
,	
auch	bv_doc_id__46_d35e8490
die	bv_doc_id__46_d35e8492
zuständige	bv_doc_id__46_d35e8494
Landsereglerung	bv_doc_id__46_d35e8496
den	bv_doc_id__46_d35e8499
Vermaltungsgsrichtshof	bv_doc_id__46_d35e8501
anrufen	bv_doc_id__46_d35e8503
<g/>
.	
Hachden	bv_doc_id__46_d35e8507
Artikel	bv_doc_id__46_d35e8509
140	bv_doc_id__46_d35e8512
und	bv_doc_id__46_d35e8514
141	bv_doc_id__46_d35e8516
angenommen	bv_doc_id__46_d35e8518
sind	bv_doc_id__46_d35e8520
<g/>
,	
wird	bv_doc_id__46_d35e8525
der	bv_doc_id__46_d35e8527
Beschlus	bv_doc_id__46_d35e8529
gefart	bv_doc_id__46_d35e8531
<g/>
,	
den	bv_doc_id__46_d35e8535
Veraaltungsgerichtshof	bv_doc_id__46_d35e8538
selbst	bv_doc_id__46_d35e8540
un	bv_doc_id__46_d35e8542
Abgabs	bv_doc_id__46_d35e8544
eines	bv_doc_id__46_d35e8546
Outachtens	bv_doc_id__46_d35e8548
zu	bv_doc_id__46_d35e8551
ersuchen	bv_doc_id__46_d35e8553
<g/>
,	
wie	bv_doc_id__46_d35e8557
die	bv_doc_id__46_d35e8559
Ermessansfrage	bv_doc_id__46_d35e8561
hier	bv_doc_id__46_d35e8564
zu	bv_doc_id__46_d35e8566
behandeln	bv_doc_id__46_d35e8568
wären	bv_doc_id__46_d35e8570
<g/>
.	
Die	bv_doc_id__46_d35e8574
Regierung	bv_doc_id__46_d35e8577
wird	bv_doc_id__46_d35e8579
eingeladen	bv_doc_id__46_d35e8581
<g/>
,	
einige	bv_doc_id__46_d35e8585
Herren	bv_doc_id__46_d35e8587
dieses	bv_doc_id__46_d35e8590
Gerichtshofes	bv_doc_id__46_d35e8592
zu	bv_doc_id__46_d35e8594
befragen	bv_doc_id__46_d35e8596
<g/>
,	
ob	bv_doc_id__46_d35e8600
generelle	bv_doc_id__46_d35e8603
Bestimmungen	bv_doc_id__46_d35e8605
über	bv_doc_id__46_d35e8607
die	bv_doc_id__46_d35e8609
Zuldenigkeit	bv_doc_id__46_d35e8611
von	bv_doc_id__46_d35e8613
Beschwerden	bv_doc_id__46_d35e8616
über	bv_doc_id__46_d35e8618
die	bv_doc_id__46_d35e8620
Ueberschreitungen	bv_doc_id__46_d35e8622
des	bv_doc_id__46_d35e8624
freien	bv_doc_id__46_d35e8626
Eruessene	bv_doc_id__46_d35e8629
in	bv_doc_id__46_d35e8631
die	bv_doc_id__46_d35e8633
Verfassung	bv_doc_id__46_d35e8635
aufzunehnen	bv_doc_id__46_d35e8637
neren	bv_doc_id__46_d35e8639
<g/>
.	
Artikel	bv_doc_id__46_d35e8644
ll	bv_doc_id__46_d35e8646
wird	bv_doc_id__46_d35e8648
abgelehnt	bv_doc_id__46_d35e8650
<g/>
,	
Artikel	bv_doc_id__46_d35e8655
l42	bv_doc_id__46_d35e8657
dagegen	bv_doc_id__46_d35e8659
in	bv_doc_id__46_d35e8661
der	bv_doc_id__46_d35e8663
Einzer	bv_doc_id__46_d35e8665
Fassung	bv_doc_id__46_d35e8668
angenomnen	bv_doc_id__46_d35e8670
<g/>
,	
nur	bv_doc_id__46_d35e8674
wetlen	bv_doc_id__46_d35e8676
auf	bv_doc_id__46_d35e8678
Antrag	bv_doc_id__46_d35e8681
dr	bv_doc_id__46_d35e8683
<g/>
,	
delpele	bv_doc_id__46_d35e8687
die	bv_doc_id__46_d35e8689
forte	bv_doc_id__46_d35e8691
<g/>
,	
