<doc id="bv_doc_id__40" attrs="word lemma type">
Pretokel1	bv_doc_id__40_d30e240
der	bv_doc_id__40_d30e3779
zunächst	bv_doc_id__40_d30e3781
nicht	bv_doc_id__40_d30e3783
die	bv_doc_id__40_d30e3785
Frage	bv_doc_id__40_d30e3788
der	bv_doc_id__40_d30e3790
Zusannensetzung	bv_doc_id__40_d30e3792
<g/>
,	
sondern	bv_doc_id__40_d30e3796
die	bv_doc_id__40_d30e3798
der	bv_doc_id__40_d30e3801
Krapetenz	bv_doc_id__40_d30e3803
besprechen	bv_doc_id__40_d30e3805
will	bv_doc_id__40_d30e3807
und	bv_doc_id__40_d30e3809
nach	bv_doc_id__40_d30e3811
einer	bv_doc_id__40_d30e3814
längeren	bv_doc_id__40_d30e3816
Auseinandersetzung	bv_doc_id__40_d30e3818
mit	bv_doc_id__40_d30e3820
dr	bv_doc_id__40_d30e3822
<g/>
.	
Seipel	bv_doc_id__40_d30e3827
feststellt	bv_doc_id__40_d30e3829
<g/>
,	
dass	bv_doc_id__40_d30e3833
nach	bv_doc_id__40_d30e3835
dem	bv_doc_id__40_d30e3837
Entwrfe	bv_doc_id__40_d30e3840
Nr	bv_doc_id__40_d30e3842
<g/>
.	
dub	bv_doc_id__40_d30e3846
der	bv_doc_id__40_d30e3848
Berl	bv_doc_id__40_d30e3850
<g/>
.	
<g/>
(	
rinziniell	bv_doc_id__40_d30e3857
jeder	bv_doc_id__40_d30e3859
Gesetzesbeschlues	bv_doc_id__40_d30e3861
die	bv_doc_id__40_d30e3863
Zustinnung	bv_doc_id__40_d30e3866
des	bv_doc_id__40_d30e3868
Fundesrates	bv_doc_id__40_d30e3870
erhalten	bv_doc_id__40_d30e3872
auss	bv_doc_id__40_d30e3874
(frt.14.	bv_doc_id__40_d30e3876
Ns	bv_doc_id__40_d30e3879
<g/>
.	
I	bv_doc_id__40_d30e3883
<g/>
).	
dass	bv_doc_id__40_d30e3887
skarch	bv_doc_id__40_d30e3889
genäss	bv_doc_id__40_d30e3892
eines	bv_doc_id__40_d30e3894
Antreges	bv_doc_id__40_d30e3896
des	bv_doc_id__40_d30e3898
Arg	bv_doc_id__40_d30e3900
<g/>
.	
Abram	bv_doc_id__40_d30e3905
diese	bv_doc_id__40_d30e3907
Zustimnung	bv_doc_id__40_d30e3909
befristet	bv_doc_id__40_d30e3911
werden	bv_doc_id__40_d30e3913
<g/>
.	
müsse	bv_doc_id__40_d30e3918
<g/>
.	
Der	bv_doc_id__40_d30e3922
Ausschuss	bv_doc_id__40_d30e3924
stimmt	bv_doc_id__40_d30e3926
dannn	bv_doc_id__40_d30e3928
überein	bv_doc_id__40_d30e3931
<g/>
,	
dass	bv_doc_id__40_d30e3935
eine	bv_doc_id__40_d30e3937
Frist	bv_doc_id__40_d30e3939
für	bv_doc_id__40_d30e3941
den	bv_doc_id__40_d30e3944
eiuaigen	bv_doc_id__40_d30e3946
Einspruen	bv_doc_id__40_d30e3948
des	bv_doc_id__40_d30e3950
bundesreies	bv_doc_id__40_d30e3952
festzuseizen	bv_doc_id__40_d30e3954
ser	bv_doc_id__40_d30e3957
<g/>
.	
Dehält	bv_doc_id__40_d30e3961
sich	bv_doc_id__40_d30e3963
ster	bv_doc_id__40_d30e3965
die	bv_doc_id__40_d30e3967
Bestinnung	bv_doc_id__40_d30e3970
der	bv_doc_id__40_d30e3972
lange	bv_doc_id__40_d30e3974
dieser	bv_doc_id__40_d30e3976
Frist	bv_doc_id__40_d30e3978
ver	bv_doc_id__40_d30e3980
<g/>
.	
Bri	bv_doc_id__40_d30e3985
Beratung	bv_doc_id__40_d30e3987
des	bv_doc_id__40_d30e3989
Abs	bv_doc_id__40_d30e3991
<g/>
.	
2	bv_doc_id__40_d30e3996
des	bv_doc_id__40_d30e3998
Art.	bv_doc_id__40_d30e4000
14	bv_doc_id__40_d30e4002
<g/>
(	
6s5	bv_doc_id__40_d30e4006
der	bv_doc_id__40_d30e4009
Beilagen	bv_doc_id__40_d30e4011
<g/>
)	
wird	bv_doc_id__40_d30e4015
die	bv_doc_id__40_d30e4017
Zverdrittelusjerität	bv_doc_id__40_d30e4019
bei	bv_doc_id__40_d30e4022
Niederhelung	bv_doc_id__40_d30e4024
des	bv_doc_id__40_d30e4026
Bundestagsbeschlässes	bv_doc_id__40_d30e4028
abgelenst	bv_doc_id__40_d30e4030
<g/>
.	
die	bv_doc_id__40_d30e4035
einfache	bv_doc_id__40_d30e4037
lehrueit	bv_doc_id__40_d30e4039
genügt	bv_doc_id__40_d30e4041
<g/>
(	
angenemmen	bv_doc_id__40_d30e4045
<g/>
).	
Im	bv_doc_id__40_d30e4050
3.	bv_doc_id__40_d30e4052
Abs	bv_doc_id__40_d30e4054
<g/>
.	
ist	bv_doc_id__40_d30e4058
eine	bv_doc_id__40_d30e4061
Hinigung	bv_doc_id__40_d30e4063
hinsichtlich	bv_doc_id__40_d30e4065
der	bv_doc_id__40_d30e4067
Staatsverträge	bv_doc_id__40_d30e4069
siaht	bv_doc_id__40_d30e4071
zu	bv_doc_id__40_d30e4074
erzielen	bv_doc_id__40_d30e4076
<g/>
:	
dog	bv_doc_id__40_d30e4080
<g/>
.	
Fi1k	bv_doc_id__40_d30e4084
will	bv_doc_id__40_d30e4087
für	bv_doc_id__40_d30e4089
Stastsverträge	bv_doc_id__40_d30e4091
eine	bv_doc_id__40_d30e4093
Vrlksatstimmung	bv_doc_id__40_d30e4095
zulassen	bv_doc_id__40_d30e4097
<g/>
,	
wenn	bv_doc_id__40_d30e4102
durch	bv_doc_id__40_d30e4104
den	bv_doc_id__40_d30e4106
Vertrag	bv_doc_id__40_d30e4108
de	bv_doc_id__40_d30e4110
Verfassung	bv_doc_id__40_d30e4113
geändert	bv_doc_id__40_d30e4115
wird	bv_doc_id__40_d30e4117
<g/>
.	
Nach	bv_doc_id__40_d30e4121
längerer	bv_doc_id__40_d30e4123
Debatte	bv_doc_id__40_d30e4126
über	bv_doc_id__40_d30e4128
die	bv_doc_id__40_d30e4130
Frage	bv_doc_id__40_d30e4132
<g/>
.	
inwefern	bv_doc_id__40_d30e4136
Staatsvertrüge	bv_doc_id__40_d30e4139
der	bv_doc_id__40_d30e4141
Velksabstimnung	bv_doc_id__40_d30e4143
zu	bv_doc_id__40_d30e4145
unterziehen	bv_doc_id__40_d30e4147
seien	bv_doc_id__40_d30e4149
<g/>
,	
an	bv_doc_id__40_d30e4154
der	bv_doc_id__40_d30e4156
sich	bv_doc_id__40_d30e4158
Min	bv_doc_id__40_d30e4160
<g/>
.	
Rat	bv_doc_id__40_d30e4165
Dr	bv_doc_id__40_d30e4167
<g/>
.	
Froehlicn	bv_doc_id__40_d30e4171
<g/>
,	
Sekt	bv_doc_id__40_d30e4175
<g/>
.	
Rat	bv_doc_id__40_d30e4180
Dr	bv_doc_id__40_d30e4182
<g/>
.	
Manalicher	bv_doc_id__40_d30e4186
<g/>
.	
Fr	bv_doc_id__40_d30e4191
<g/>
.	
Danneberg	bv_doc_id__40_d30e4195
<g/>
.	
Prof	bv_doc_id__40_d30e4199
<g/>
.	
Kelsen	bv_doc_id__40_d30e4204
und	bv_doc_id__40_d30e4206
Dr	bv_doc_id__40_d30e4208
<g/>
.	
Se	bv_doc_id__40_d30e4212
ipel	bv_doc_id__40_d30e4214
veterligen	bv_doc_id__40_d30e4217
<g/>
,	
werden	bv_doc_id__40_d30e4221
der	bv_doc_id__40_d30e4223
3.	bv_doc_id__40_d30e4225
und	bv_doc_id__40_d30e4227
4.	bv_doc_id__40_d30e4230
Ab647	bv_doc_id__40_d30e4232
8	bv_doc_id__40_d30e4236
setz	bv_doc_id__40_d30e4241
abgelehnt	bv_doc_id__40_d30e4243
und	bv_doc_id__40_d30e4245
von	bv_doc_id__40_d30e4247
tr	bv_doc_id__40_d30e4249
<g/>
.	
Se	bv_doc_id__40_d30e4254
i	bv_doc_id__40_d30e4256
p	bv_doc_id__40_d30e4258
el	bv_doc_id__40_d30e4260
sls	bv_doc_id__40_d30e4262
Mineritätsuetun	bv_doc_id__40_d30e4265
der	bv_doc_id__40_d30e4267
christlichsozialen	bv_doc_id__40_d30e4269
Partei	bv_doc_id__40_d30e4271
angemeldet	bv_doc_id__40_d30e4273
<g/>
.	
Aagehen	bv_doc_id__40_d30e4278
gelehnt	bv_doc_id__40_d30e4280
<g/>
,	
thagegen	bv_doc_id__40_d30e4284
wird	bv_doc_id__40_d30e4286
der	bv_doc_id__40_d30e4288
Absatz	bv_doc_id__40_d30e4291
5	bv_doc_id__40_d30e4293
des	bv_doc_id__40_d30e4295
Art.14	bv_doc_id__40_d30e4297
<g/>
(	
888	bv_doc_id__40_d30e4301
der	bv_doc_id__40_d30e4304
Beilage	bv_doc_id__40_d30e4306
<g/>
)	
»Die	bv_doc_id__40_d30e4310
jährliche	bv_doc_id__40_d30e4312
Berzl1igung	bv_doc_id__40_d30e4314
des	bv_doc_id__40_d30e4317
Bundesbudzets	bv_doc_id__40_d30e4319
und	bv_doc_id__40_d30e4321
die	bv_doc_id__40_d30e4323
jährliche	bv_doc_id__40_d30e4325
Genehrigung	bv_doc_id__40_d30e4327
der	bv_doc_id__40_d30e4330
Rechnunggabschlüsse	bv_doc_id__40_d30e4332
<g/>
,	
die	bv_doc_id__40_d30e4336
Aufnahme	bv_doc_id__40_d30e4338
und	bv_doc_id__40_d30e4340
Konvertierung	bv_doc_id__40_d30e4343
von	bv_doc_id__40_d30e4345
Bundesanleihen	bv_doc_id__40_d30e4347
und	bv_doc_id__40_d30e4349
die	bv_doc_id__40_d30e4351
Verfügung	bv_doc_id__40_d30e4353
über	bv_doc_id__40_d30e4356
des	bv_doc_id__40_d30e4358
Fundesverwogen	bv_doc_id__40_d30e4360
sind	bv_doc_id__40_d30e4362
ausschliedtien	bv_doc_id__40_d30e4364
Sache	bv_doc_id__40_d30e4366
des	bv_doc_id__40_d30e4369
Fundestogenangenomnen	bv_doc_id__40_d30e4371
<g/>
.	
Ueber	bv_doc_id__40_d30e4375
Antrag	bv_doc_id__40_d30e4377
Drs	bv_doc_id__40_d30e4379
<g/>
.	
Dannebergsind	bv_doc_id__40_d30e4384
auch	bv_doc_id__40_d30e4386
die	bv_doc_id__40_d30e4388
Bezeichnungen	bv_doc_id__40_d30e4390
aBundegrete	bv_doc_id__40_d30e4392
undrkundestage	bv_doc_id__40_d30e4395
durch	bv_doc_id__40_d30e4397
andere	bv_doc_id__40_d30e4399
leichter	bv_doc_id__40_d30e4401
<g/>
.	
unterscheidbare	bv_doc_id__40_d30e4405
Ausdrückg	bv_doc_id__40_d30e4408
zu	bv_doc_id__40_d30e4410
ersetzen	bv_doc_id__40_d30e4412
<g/>
(	
angenommen	bv_doc_id__40_d30e4416
<g/>
).	
Der	bv_doc_id__40_d30e4421
Versitzende	bv_doc_id__40_d30e4423
weniet	bv_doc_id__40_d30e4425
sich	bv_doc_id__40_d30e4427
hierauf	bv_doc_id__40_d30e4429
an	bv_doc_id__40_d30e4431
die	bv_doc_id__40_d30e4434
Vertreter	bv_doc_id__40_d30e4436
der	bv_doc_id__40_d30e4438
Stastskenzlei	bv_doc_id__40_d30e4440
mit	bv_doc_id__40_d30e4442
dem	bv_doc_id__40_d30e4444
Krauchen	bv_doc_id__40_d30e4447
<g/>
,	
die	bv_doc_id__40_d30e4451
heute	bv_doc_id__40_d30e4453
gefaßten	bv_doc_id__40_d30e4455
Beschlüsse	bv_doc_id__40_d30e4457
bis	bv_doc_id__40_d30e4460
zu	bv_doc_id__40_d30e4462
einer	bv_doc_id__40_d30e4464
der	bv_doc_id__40_d30e4466
nächsten	bv_doc_id__40_d30e4468
Sitzungen	bv_doc_id__40_d30e4470
entsprechend	bv_doc_id__40_d30e4473
zu	bv_doc_id__40_d30e4475
formulieren	bv_doc_id__40_d30e4477
<g/>
:	
Ministerialret	bv_doc_id__40_d30e4481
Dr	bv_doc_id__40_d30e4483
<g/>
.	
Freehlich	bv_doc_id__40_d30e4488
wird	bv_doc_id__40_d30e4490
als	bv_doc_id__40_d30e4492
Grundlage	bv_doc_id__40_d30e4494
die	bv_doc_id__40_d30e4496
Artikel	bv_doc_id__40_d30e4499
14	bv_doc_id__40_d30e4501
der	bv_doc_id__40_d30e4503
Brilage	bv_doc_id__40_d30e4505
56ß	bv_doc_id__40_d30e4507
und	bv_doc_id__40_d30e4509
38	bv_doc_id__40_d30e4512
der	bv_doc_id__40_d30e4514
Berlage	bv_doc_id__40_d30e4516
904	bv_doc_id__40_d30e4518
verwerted	bv_doc_id__40_d30e4520
<g/>
.	
Hierauf	bv_doc_id__40_d30e4525
wird	bv_doc_id__40_d30e4527
um	bv_doc_id__40_d30e4529
5	bv_doc_id__40_d30e4531
Uhr	bv_doc_id__40_d30e4533
abends	bv_doc_id__40_d30e4535
die	bv_doc_id__40_d30e4538
Sitzung	bv_doc_id__40_d30e4540
geschlossen	bv_doc_id__40_d30e4542
<g/>
.	
und	bv_doc_id__40_d30e4546
die	bv_doc_id__40_d30e4548
nächste	bv_doc_id__40_d30e4551
Beratung	bv_doc_id__40_d30e4553
für	bv_doc_id__40_d30e4555
Mittwach	bv_doc_id__40_d30e4557
den	bv_doc_id__40_d30e4559
18.August	bv_doc_id__40_d30e4561
2	bv_doc_id__40_d30e4564
Uhr	bv_doc_id__40_d30e4566
nachmittags	bv_doc_id__40_d30e4568
anbersumt	bv_doc_id__40_d30e4570
<g/>
.	
-cO-644	bv_doc_id__40_d30e4574
</doc>
