<doc id="bv_doc_id__9" attrs="word lemma type">
Zweite	bv_doc_id__9_d57e407
Förderung	bv_doc_id__9_d57e4785
des	bv_doc_id__9_d57e4787
wirtschaftlichen	bv_doc_id__9_d57e4789
und	bv_doc_id__9_d57e4791
kulturellen	bv_doc_id__9_d57e4793
Lebens	bv_doc_id__9_d57e4795
auf	bv_doc_id__9_d57e4798
allen	bv_doc_id__9_d57e4800
Gebieten	bv_doc_id__9_d57e4802
Unternehmungen	bv_doc_id__9_d57e4804
und	bv_doc_id__9_d57e4806
Einrichtungen	bv_doc_id__9_d57e4808
zu	bv_doc_id__9_d57e4811
schaffen	bv_doc_id__9_d57e4813
und	bv_doc_id__9_d57e4815
zu	bv_doc_id__9_d57e4817
erhalten	bv_doc_id__9_d57e4819
<g/>
,	
Veranstaltungen	bv_doc_id__9_d57e4824
zu	bv_doc_id__9_d57e4826
treffen	bv_doc_id__9_d57e4828
und	bv_doc_id__9_d57e4830
finanzielle	bv_doc_id__9_d57e4832
Mittel	bv_doc_id__9_d57e4834
zur	bv_doc_id__9_d57e4837
Verfügung	bv_doc_id__9_d57e4839
zu	bv_doc_id__9_d57e4841
stellen	bv_doc_id__9_d57e4843
<g/>
.	
<g/>
(	
2	bv_doc_id__9_d57e4760
<g/>
)	
<g/>
(	
3	bv_doc_id__9_d57e4854
<g/>
)	
Der	bv_doc_id__9_d57e4859
Bund	bv_doc_id__9_d57e4861
kann	bv_doc_id__9_d57e4863
in	bv_doc_id__9_d57e4865
allen	bv_doc_id__9_d57e4868
diesen	bv_doc_id__9_d57e4870
Rechtsbeziehungen	bv_doc_id__9_d57e4872
durch	bv_doc_id__9_d57e4874
die	bv_doc_id__9_d57e4876
Landesgesetzgebung	bv_doc_id__9_d57e4878
niemals	bv_doc_id__9_d57e4881
ungünstiger	bv_doc_id__9_d57e4883
gestellt	bv_doc_id__9_d57e4885
werden	bv_doc_id__9_d57e4887
als	bv_doc_id__9_d57e4889
das	bv_doc_id__9_d57e4891
betreffende	bv_doc_id__9_d57e4894
Land	bv_doc_id__9_d57e4896
selbst	bv_doc_id__9_d57e4898
<g/>
.	
<g/>
(	
3	bv_doc_id__9_d57e4854
<g/>
)	
Zweiter	bv_doc_id__9_d57e4910
Abschnitt	bv_doc_id__9_d57e4912
<g/>
.	
Von	bv_doc_id__9_d57e4919
der	bv_doc_id__9_d57e4921
Gesetzgebung	bv_doc_id__9_d57e4923
des	bv_doc_id__9_d57e4925
Bundes	bv_doc_id__9_d57e4927
<g/>
.	
A	bv_doc_id__9_d57e4937
<g/>
.	
Der	bv_doc_id__9_d57e4941
Bundestag	bv_doc_id__9_d57e4943
<g/>
.	
Artikel	bv_doc_id__9_d57e4952
15.	bv_doc_id__9_d57e4954
Die	bv_doc_id__9_d57e4959
gesetzgebende	bv_doc_id__9_d57e4961
Gewalt	bv_doc_id__9_d57e4963
des	bv_doc_id__9_d57e4965
Bundes	bv_doc_id__9_d57e4967
übt	bv_doc_id__9_d57e4970
der	bv_doc_id__9_d57e4972
vom	bv_doc_id__9_d57e4974
ganzen	bv_doc_id__9_d57e4976
Bundesvolk	bv_doc_id__9_d57e4978
gewählte	bv_doc_id__9_d57e4980
Bundestag	bv_doc_id__9_d57e4983
gemeinsam	bv_doc_id__9_d57e4985
mit	bv_doc_id__9_d57e4987
dem	bv_doc_id__9_d57e4989
von	bv_doc_id__9_d57e4991
den	bv_doc_id__9_d57e4993
Landtagen	bv_doc_id__9_d57e4996
gewählten	bv_doc_id__9_d57e4998
Bundesrate	bv_doc_id__9_d57e5000
aus	bv_doc_id__9_d57e5002
<g/>
.	
Artikel	bv_doc_id__9_d57e5012
16.	bv_doc_id__9_d57e5014
<g/>
(	
1	bv_doc_id__9_d57e5023
<g/>
)	
Der	bv_doc_id__9_d57e5028
Sitz	bv_doc_id__9_d57e5030
des	bv_doc_id__9_d57e5032
Bundestages	bv_doc_id__9_d57e5034
ist	bv_doc_id__9_d57e5037
die	bv_doc_id__9_d57e5039
Bundeshauptstadt	bv_doc_id__9_d57e5041
Wien	bv_doc_id__9_d57e5043
<g/>
.	
<g/>
(	
2	bv_doc_id__9_d57e5054
<g/>
)	
Für	bv_doc_id__9_d57e5059
die	bv_doc_id__9_d57e5061
Dauer	bv_doc_id__9_d57e5063
außerordentlicher	bv_doc_id__9_d57e5065
Verhältnisse	bv_doc_id__9_d57e5068
kann	bv_doc_id__9_d57e5070
der	bv_doc_id__9_d57e5072
Bundespräsident	bv_doc_id__9_d57e5074
auf	bv_doc_id__9_d57e5076
Antrag	bv_doc_id__9_d57e5078
der	bv_doc_id__9_d57e5081
Bundesregierung	bv_doc_id__9_d57e5083
den	bv_doc_id__9_d57e5085
Bundestag	bv_doc_id__9_d57e5087
in	bv_doc_id__9_d57e5089
einen	bv_doc_id__9_d57e5091
anderen	bv_doc_id__9_d57e5094
Ort	bv_doc_id__9_d57e5096
des	bv_doc_id__9_d57e5098
Bundesgebietes	bv_doc_id__9_d57e5100
berufen	bv_doc_id__9_d57e5102
<g/>
.	
Artikel	bv_doc_id__9_d57e5112
17.	bv_doc_id__9_d57e5114
<g/>
(	
1	bv_doc_id__9_d57e5123
<g/>
)	
Der	bv_doc_id__9_d57e5128
Bundestag	bv_doc_id__9_d57e5130
allein	bv_doc_id__9_d57e5132
hat	bv_doc_id__9_d57e5134
das	bv_doc_id__9_d57e5137
Recht	bv_doc_id__9_d57e5139
<g/>
,	
Krieg	bv_doc_id__9_d57e5143
zu	bv_doc_id__9_d57e5145
erklären	bv_doc_id__9_d57e5147
<g/>
.	
<g/>
(	
2	bv_doc_id__9_d57e5159
<g/>
)	
Der	bv_doc_id__9_d57e5164
Abschluß	bv_doc_id__9_d57e5166
von	bv_doc_id__9_d57e5168
Staatsverträgen	bv_doc_id__9_d57e5170
ist	bv_doc_id__9_d57e5173
Sache	bv_doc_id__9_d57e5175
des	bv_doc_id__9_d57e5177
Bundes	bv_doc_id__9_d57e5179
<g/>
.	
Beziehen	bv_doc_id__9_d57e5183
sie	bv_doc_id__9_d57e5186
sich	bv_doc_id__9_d57e5188
auf	bv_doc_id__9_d57e5190
Gegenstände	bv_doc_id__9_d57e5192
<g/>
,	
welche	bv_doc_id__9_d57e5196
der	bv_doc_id__9_d57e5199
Gesetzgebung	bv_doc_id__9_d57e5201
vorbehalten	bv_doc_id__9_d57e5203
sind	bv_doc_id__9_d57e5205
<g/>
,	
bedürfen	bv_doc_id__9_d57e5209
sie	bv_doc_id__9_d57e5212
der	bv_doc_id__9_d57e5214
Genehmigung	bv_doc_id__9_d57e5216
durch	bv_doc_id__9_d57e5218
den	bv_doc_id__9_d57e5220
Bundestag	bv_doc_id__9_d57e5222
und	bv_doc_id__9_d57e5225
den	bv_doc_id__9_d57e5227
Bundesrat	bv_doc_id__9_d57e5229
<g/>
.	
<g/>
(	
3	bv_doc_id__9_d57e5240
<g/>
)	
Wenn	bv_doc_id__9_d57e5245
zur	bv_doc_id__9_d57e5247
Durchführung	bv_doc_id__9_d57e5249
von	bv_doc_id__9_d57e5251
Staatsverträgen	bv_doc_id__9_d57e5254
gesetzliche	bv_doc_id__9_d57e5256
Maßnahmen	bv_doc_id__9_d57e5258
im	bv_doc_id__9_d57e5260
Wirkungskreise	bv_doc_id__9_d57e5262
der	bv_doc_id__9_d57e5264
Länder	bv_doc_id__9_d57e5267
erforderlich	bv_doc_id__9_d57e5269
sind	bv_doc_id__9_d57e5271
<g/>
,	
so	bv_doc_id__9_d57e5275
haben	bv_doc_id__9_d57e5277
die	bv_doc_id__9_d57e5280
Länder	bv_doc_id__9_d57e5282
die	bv_doc_id__9_d57e5284
betreffenden	bv_doc_id__9_d57e5286
Gesetze	bv_doc_id__9_d57e5288
zu	bv_doc_id__9_d57e5290
erlassen	bv_doc_id__9_d57e5293
<g/>
;	
kommt	bv_doc_id__9_d57e5297
ein	bv_doc_id__9_d57e5299
Land	bv_doc_id__9_d57e5301
dieser	bv_doc_id__9_d57e5303
Verpflichtung	bv_doc_id__9_d57e5306
nicht	bv_doc_id__9_d57e5308
rechtzeitig	bv_doc_id__9_d57e5310
nach	bv_doc_id__9_d57e5312
<g/>
,	
so	bv_doc_id__9_d57e5316
geht	bv_doc_id__9_d57e5319
die	bv_doc_id__9_d57e5321
Zuständigkeit	bv_doc_id__9_d57e5323
zur	bv_doc_id__9_d57e5325
Erlassung	bv_doc_id__9_d57e5327
des	bv_doc_id__9_d57e5329
Gesetzes	bv_doc_id__9_d57e5332
auf	bv_doc_id__9_d57e5334
den	bv_doc_id__9_d57e5336
Bund	bv_doc_id__9_d57e5338
über	bv_doc_id__9_d57e5340
<g/>
.	
<g/>
(	
4	bv_doc_id__9_d57e5351
<g/>
)	
Ebenso	bv_doc_id__9_d57e5356
hat	bv_doc_id__9_d57e5358
der	bv_doc_id__9_d57e5360
Bund	bv_doc_id__9_d57e5362
in	bv_doc_id__9_d57e5365
Durchführung	bv_doc_id__9_d57e5367
von	bv_doc_id__9_d57e5369
Verträgen	bv_doc_id__9_d57e5371
und	bv_doc_id__9_d57e5373
Übereinkommen	bv_doc_id__9_d57e5375
mit	bv_doc_id__9_d57e5378
fremden	bv_doc_id__9_d57e5380
Staaten	bv_doc_id__9_d57e5382
das	bv_doc_id__9_d57e5384
Überwachungsrecht	bv_doc_id__9_d57e5386
auch	bv_doc_id__9_d57e5388
in	bv_doc_id__9_d57e5391
solchen	bv_doc_id__9_d57e5393
Angelegenheiten	bv_doc_id__9_d57e5395
<g/>
,	
die	bv_doc_id__9_d57e5399
zum	bv_doc_id__9_d57e5401
selbständigen	bv_doc_id__9_d57e5404
Wirkungskreise	bv_doc_id__9_d57e5406
der	bv_doc_id__9_d57e5408
Länder	bv_doc_id__9_d57e5410
gehören	bv_doc_id__9_d57e5412
<g/>
.	
Hiebei	bv_doc_id__9_d57e5417
stehen	bv_doc_id__9_d57e5419
dem	bv_doc_id__9_d57e5421
Bunde	bv_doc_id__9_d57e5423
die	bv_doc_id__9_d57e5425
gleichen	bv_doc_id__9_d57e5427
Rechte	bv_doc_id__9_d57e5430
gegenüber	bv_doc_id__9_d57e5432
der	bv_doc_id__9_d57e5434
Landesverwaltung	bv_doc_id__9_d57e5436
zu	bv_doc_id__9_d57e5438
<g/>
,	
wie	bv_doc_id__9_d57e5443
bei	bv_doc_id__9_d57e5445
den	bv_doc_id__9_d57e5447
Angelegenheiten	bv_doc_id__9_d57e5449
des	bv_doc_id__9_d57e5451
übertragenen	bv_doc_id__9_d57e5453
Wirkungskreises	bv_doc_id__9_d57e5456
<g/>
.	
Artikel	bv_doc_id__9_d57e5468
18.	bv_doc_id__9_d57e5470
Dem	bv_doc_id__9_d57e5475
Bundestag	bv_doc_id__9_d57e5477
allein	bv_doc_id__9_d57e5479
obliegt	bv_doc_id__9_d57e5481
die	bv_doc_id__9_d57e5483
jährliche	bv_doc_id__9_d57e5486
Bewilligung	bv_doc_id__9_d57e5488
des	bv_doc_id__9_d57e5490
Bundesbudgets	bv_doc_id__9_d57e5492
<g/>
,	
die	bv_doc_id__9_d57e5496
Aufnahme	bv_doc_id__9_d57e5499
und	bv_doc_id__9_d57e5501
Konvertierung	bv_doc_id__9_d57e5503
von	bv_doc_id__9_d57e5505
Bundesanleihen	bv_doc_id__9_d57e5507
<g/>
,	
die	bv_doc_id__9_d57e5512
Erteilung	bv_doc_id__9_d57e5514
der	bv_doc_id__9_d57e5516
Entlastung	bv_doc_id__9_d57e5518
an	bv_doc_id__9_d57e5520
die	bv_doc_id__9_d57e5522
Bundesregierung	bv_doc_id__9_d57e5525
auf	bv_doc_id__9_d57e5527
Grund	bv_doc_id__9_d57e5529
des	bv_doc_id__9_d57e5531
geprüften	bv_doc_id__9_d57e5533
und	bv_doc_id__9_d57e5535
bewilligten	bv_doc_id__9_d57e5538
Bundesrechnungsabschlusses	bv_doc_id__9_d57e5540
<g/>
(	
Artikel	bv_doc_id__9_d57e5544
106	bv_doc_id__9_d57e5546
<g/>
)	
und	bv_doc_id__9_d57e5551
die	bv_doc_id__9_d57e5553
Verfügung	bv_doc_id__9_d57e5555
über	bv_doc_id__9_d57e5557
das	bv_doc_id__9_d57e5559
Bundesvermögen	bv_doc_id__9_d57e5561
<g/>
.	
Artikel	bv_doc_id__9_d57e5573
19.	bv_doc_id__9_d57e5575
<g/>
(	
1	bv_doc_id__9_d57e5584
<g/>
)	
Der	bv_doc_id__9_d57e5589
Bundestag	bv_doc_id__9_d57e5591
wird	bv_doc_id__9_d57e5593
vom	bv_doc_id__9_d57e5595
Bundesvolke	bv_doc_id__9_d57e5598
auf	bv_doc_id__9_d57e5600
Grund	bv_doc_id__9_d57e5602
des	bv_doc_id__9_d57e5604
gleichen	bv_doc_id__9_d57e5606
<g/>
,	
direkten	bv_doc_id__9_d57e5611
<g/>
,	
geheimen	bv_doc_id__9_d57e5615
und	bv_doc_id__9_d57e5617
persönlichen	bv_doc_id__9_d57e5619
Wahlrechtes	bv_doc_id__9_d57e5621
der	bv_doc_id__9_d57e5624
über	bv_doc_id__9_d57e5626
20	bv_doc_id__9_d57e5628
Jahre	bv_doc_id__9_d57e5630
alten	bv_doc_id__9_d57e5632
Männer	bv_doc_id__9_d57e5634
und	bv_doc_id__9_d57e5637
Frauen	bv_doc_id__9_d57e5639
nach	bv_doc_id__9_d57e5641
den	bv_doc_id__9_d57e5643
Grundsätzen	bv_doc_id__9_d57e5645
der	bv_doc_id__9_d57e5647
Verhältniswahl	bv_doc_id__9_d57e5650
gewählt	bv_doc_id__9_d57e5652
<g/>
.	
<g/>
(	
2	bv_doc_id__9_d57e5663
<g/>
)	
Der	bv_doc_id__9_d57e5668
Wahltag	bv_doc_id__9_d57e5670
muß	bv_doc_id__9_d57e5672
ein	bv_doc_id__9_d57e5674
Sonntag	bv_doc_id__9_d57e5677
oder	bv_doc_id__9_d57e5679
ein	bv_doc_id__9_d57e5681
anderer	bv_doc_id__9_d57e5683
öffentlicher	bv_doc_id__9_d57e5685
Ruhetag	bv_doc_id__9_d57e5687
sein	bv_doc_id__9_d57e5690
<g/>
.	
<g/>
(	
3	bv_doc_id__9_d57e5701
<g/>
)	
Wählbar	bv_doc_id__9_d57e5706
ist	bv_doc_id__9_d57e5708
jeder	bv_doc_id__9_d57e5710
Wahlberechtigte	bv_doc_id__9_d57e5712
<g/>
,	
der	bv_doc_id__9_d57e5717
das	bv_doc_id__9_d57e5719
29.	bv_doc_id__9_d57e5721
Lebensjahr	bv_doc_id__9_d57e5723
überschritten	bv_doc_id__9_d57e5725
hat	bv_doc_id__9_d57e5728
<g/>
.	
<g/>
(	
4	bv_doc_id__9_d57e5739
<g/>
)	
Alle	bv_doc_id__9_d57e5744
zum	bv_doc_id__9_d57e5746
Bundestag	bv_doc_id__9_d57e5748
Wahlberechtigten	bv_doc_id__9_d57e5750
sind	bv_doc_id__9_d57e5753
in	bv_doc_id__9_d57e5755
einer	bv_doc_id__9_d57e5757
Bürgerliste	bv_doc_id__9_d57e5759
zu	bv_doc_id__9_d57e5761
verzeichnen	bv_doc_id__9_d57e5763
<g/>
;	
die	bv_doc_id__9_d57e5768
Burgerliste	bv_doc_id__9_d57e5770
bildet	bv_doc_id__9_d57e5772
die	bv_doc_id__9_d57e5774
Grundlage	bv_doc_id__9_d57e5776
für	bv_doc_id__9_d57e5779
die	bv_doc_id__9_d57e5781
Wahl	bv_doc_id__9_d57e5783
zum	bv_doc_id__9_d57e5785
Bundestag	bv_doc_id__9_d57e5787
<g/>
,	
zu	bv_doc_id__9_d57e5792
den	bv_doc_id__9_d57e5794
Landtagen	bv_doc_id__9_d57e5796
und	bv_doc_id__9_d57e5798
zu	bv_doc_id__9_d57e5800
allen	bv_doc_id__9_d57e5802
anderen	bv_doc_id__9_d57e5805
allgemeinen	bv_doc_id__9_d57e5807
politischen	bv_doc_id__9_d57e5809
Vertretungskörpern	bv_doc_id__9_d57e5811
<g/>
.	
<g/>
(	
5	bv_doc_id__9_d57e5823
<g/>
)	
Das	bv_doc_id__9_d57e5828
Nähere	bv_doc_id__9_d57e5830
bestimmt	bv_doc_id__9_d57e5832
ein	bv_doc_id__9_d57e5834
Bundesgesetz	bv_doc_id__9_d57e5837
<g/>
.	
Artikel	bv_doc_id__9_d57e5847
20.	bv_doc_id__9_d57e5849
<g/>
(	
1	bv_doc_id__9_d57e5858
<g/>
)	
Die	bv_doc_id__9_d57e5863
Gesetzgebungsperiode	bv_doc_id__9_d57e5865
des	bv_doc_id__9_d57e5867
Bundestages	bv_doc_id__9_d57e5869
beträgt	bv_doc_id__9_d57e5872
vier	bv_doc_id__9_d57e5874
Jahre	bv_doc_id__9_d57e5876
<g/>
,	
vom	bv_doc_id__9_d57e5880
Tage	bv_doc_id__9_d57e5882
seiner	bv_doc_id__9_d57e5885
Einberufung	bv_doc_id__9_d57e5887
an	bv_doc_id__9_d57e5889
gerechnet	bv_doc_id__9_d57e5891
<g/>
.	
<g/>
(	
2	bv_doc_id__9_d57e5902
<g/>
)	
Der	bv_doc_id__9_d57e5907
Bundestag	bv_doc_id__9_d57e5909
ist	bv_doc_id__9_d57e5911
vom	bv_doc_id__9_d57e5913
Bundespräsidenten	bv_doc_id__9_d57e5916
alljährlich	bv_doc_id__9_d57e5918
<g/>
,	
und	bv_doc_id__9_d57e5922
zwar	bv_doc_id__9_d57e5924
im	bv_doc_id__9_d57e5926
Oktober	bv_doc_id__9_d57e5929
zu	bv_doc_id__9_d57e5931
einer	bv_doc_id__9_d57e5933
Sitzungsperiode	bv_doc_id__9_d57e5935
einzuberufen	bv_doc_id__9_d57e5937
<g/>
.	
<g/>
(	
3	bv_doc_id__9_d57e5948
<g/>
)	
Eine	bv_doc_id__9_d57e5953
Sitzungsperiode	bv_doc_id__9_d57e5955
darf	bv_doc_id__9_d57e5957
nicht	bv_doc_id__9_d57e5959
länger	bv_doc_id__9_d57e5962
als	bv_doc_id__9_d57e5964
ein	bv_doc_id__9_d57e5966
Jahr	bv_doc_id__9_d57e5968
betragen	bv_doc_id__9_d57e5970
<g/>
.	
Sie	bv_doc_id__9_d57e5975
wird	bv_doc_id__9_d57e5977
vom	bv_doc_id__9_d57e5979
Bundespräsidenten	bv_doc_id__9_d57e5981
auf	bv_doc_id__9_d57e5983
Vorschlag	bv_doc_id__9_d57e5985
der	bv_doc_id__9_d57e5988
Bundesregierung	bv_doc_id__9_d57e5990
geschlossen	bv_doc_id__9_d57e5992
<g/>
.	
Artikel	bv_doc_id__9_d57e6002
21.	bv_doc_id__9_d57e6004
<g/>
(	
1	bv_doc_id__9_d57e6013
<g/>
)	
Während	bv_doc_id__9_d57e6018
der	bv_doc_id__9_d57e6020
Sitzungsperiode	bv_doc_id__9_d57e6022
kann	bv_doc_id__9_d57e6024
der	bv_doc_id__9_d57e6027
Bundestag	bv_doc_id__9_d57e6029
durch	bv_doc_id__9_d57e6031
einen	bv_doc_id__9_d57e6033
Beschluß	bv_doc_id__9_d57e6035
des	bv_doc_id__9_d57e6037
Hauses	bv_doc_id__9_d57e6040
oder	bv_doc_id__9_d57e6042
auf	bv_doc_id__9_d57e6044
Vorschlag	bv_doc_id__9_d57e6046
der	bv_doc_id__9_d57e6048
Bundesregierung	bv_doc_id__9_d57e6050
durch	bv_doc_id__9_d57e6053
den	bv_doc_id__9_d57e6055
Bundespräsidenten	bv_doc_id__9_d57e6057
vertagt	bv_doc_id__9_d57e6059
werden	bv_doc_id__9_d57e6061
<g/>
.	
<g/>
(	
2	bv_doc_id__9_d57e6072
<g/>
)	
Die	bv_doc_id__9_d57e6077
Fertagung	bv_doc_id__9_d57e6079
ist	bv_doc_id__9_d57e6081
vor	bv_doc_id__9_d57e6083
Ablauf	bv_doc_id__9_d57e6086
der	bv_doc_id__9_d57e6088
Vertagungszeit	bv_doc_id__9_d57e6090
aufzuheben	bv_doc_id__9_d57e6092
<g/>
,	
wenn	bv_doc_id__9_d57e6096
wenigstens	bv_doc_id__9_d57e6099
ein	bv_doc_id__9_d57e6101
Viertel	bv_doc_id__9_d57e6103
der	bv_doc_id__9_d57e6105
Mitglieder	bv_doc_id__9_d57e6107
des	bv_doc_id__9_d57e6109
Bundestages	bv_doc_id__9_d57e6112
einen	bv_doc_id__9_d57e6114
schriftlichen	bv_doc_id__9_d57e6116
Antrag	bv_doc_id__9_d57e6118
beim	bv_doc_id__9_d57e6120
Präsidenten	bv_doc_id__9_d57e6122
des	bv_doc_id__9_d57e6125
Bundestages	bv_doc_id__9_d57e6127
gestellt	bv_doc_id__9_d57e6129
hat	bv_doc_id__9_d57e6131
<g/>
.	
Dieser	bv_doc_id__9_d57e6135
hat	bv_doc_id__9_d57e6138
die	bv_doc_id__9_d57e6140
Bundesregierung	bv_doc_id__9_d57e6142
von	bv_doc_id__9_d57e6144
dem	bv_doc_id__9_d57e6146
erfolgten	bv_doc_id__9_d57e6148
Antrag	bv_doc_id__9_d57e6151
zu	bv_doc_id__9_d57e6153
verständigen	bv_doc_id__9_d57e6155
<g/>
.	
Artikel	bv_doc_id__9_d57e6165
22.	bv_doc_id__9_d57e6167
Auf	bv_doc_id__9_d57e6172
Antrag	bv_doc_id__9_d57e6174
der	bv_doc_id__9_d57e6176
Bundesregierung	bv_doc_id__9_d57e6178
kann	bv_doc_id__9_d57e6180
der	bv_doc_id__9_d57e6183
Bundespräsident	bv_doc_id__9_d57e6185
den	bv_doc_id__9_d57e6187
Bundestag	bv_doc_id__9_d57e6189
<g/>
,	
jedoch	bv_doc_id__9_d57e6193
nur	bv_doc_id__9_d57e6196
einmal	bv_doc_id__9_d57e6198
aus	bv_doc_id__9_d57e6202
demselben	bv_doc_id__9_d57e6204
Anlaß	bv_doc_id__9_d57e6206
<g/>
,	
auflösen	bv_doc_id__9_d57e6211
<g/>
.	
In	bv_doc_id__9_d57e6215
diesem	bv_doc_id__9_d57e6217
Falle	bv_doc_id__9_d57e6219
hat	bv_doc_id__9_d57e6222
der	bv_doc_id__9_d57e6224
Bundespräsident	bv_doc_id__9_d57e6226
binnen	bv_doc_id__9_d57e6228
sechs	bv_doc_id__9_d57e6230
Wochen	bv_doc_id__9_d57e6232
nach	bv_doc_id__9_d57e6235
erfolgter	bv_doc_id__9_d57e6237
Auslösung	bv_doc_id__9_d57e6239
Neuwahlen	bv_doc_id__9_d57e6241
auszuschreiben	bv_doc_id__9_d57e6243
und	bv_doc_id__9_d57e6245
den	bv_doc_id__9_d57e6248
neugewählten	bv_doc_id__9_d57e6250
Bundestag	bv_doc_id__9_d57e6252
binnen	bv_doc_id__9_d57e6254
vier	bv_doc_id__9_d57e6256
Wochen	bv_doc_id__9_d57e6258
nach	bv_doc_id__9_d57e6261
durchgeführter	bv_doc_id__9_d57e6263
Wahl	bv_doc_id__9_d57e6265
einzuberufen	bv_doc_id__9_d57e6267
<g/>
.	
Artikel	bv_doc_id__9_d57e6277
23.	bv_doc_id__9_d57e6279
<g/>
(	
1	bv_doc_id__9_d57e6288
<g/>
)	
Der	bv_doc_id__9_d57e6293
Bundestag	bv_doc_id__9_d57e6295
wählt	bv_doc_id__9_d57e6297
aus	bv_doc_id__9_d57e6299
seiner	bv_doc_id__9_d57e6302
Mitte	bv_doc_id__9_d57e6304
auf	bv_doc_id__9_d57e6306
die	bv_doc_id__9_d57e6308
Dauer	bv_doc_id__9_d57e6310
der	bv_doc_id__9_d57e6312
Sitzungsperiode	bv_doc_id__9_d57e6315
einen	bv_doc_id__9_d57e6317
Präsidenten	bv_doc_id__9_d57e6319
sowie	bv_doc_id__9_d57e6321
einen	bv_doc_id__9_d57e6323
ersten	bv_doc_id__9_d57e6325
und	bv_doc_id__9_d57e6328
zweiten	bv_doc_id__9_d57e6330
Stellvertreter	bv_doc_id__9_d57e6332
des	bv_doc_id__9_d57e6334
Präsidenten	bv_doc_id__9_d57e6336
<g/>
.	
<g/>
(	
2	bv_doc_id__9_d57e6347
<g/>
)	
Nach	bv_doc_id__9_d57e6352
Auflösung	bv_doc_id__9_d57e6354
des	bv_doc_id__9_d57e6356
Bundestages	bv_doc_id__9_d57e6358
oder	bv_doc_id__9_d57e6361
nach	bv_doc_id__9_d57e6363
Ablauf	bv_doc_id__9_d57e6365
der	bv_doc_id__9_d57e6367
Gesetzgebungsperiode	bv_doc_id__9_d57e6369
bleiben	bv_doc_id__9_d57e6371
der	bv_doc_id__9_d57e6374
Präsident	bv_doc_id__9_d57e6376
und	bv_doc_id__9_d57e6378
seine	bv_doc_id__9_d57e6380
Stellvertreter	bv_doc_id__9_d57e6382
so	bv_doc_id__9_d57e6384
lange	bv_doc_id__9_d57e6387
im	bv_doc_id__9_d57e6389
Amte	bv_doc_id__9_d57e6391
<g/>
,	
bis	bv_doc_id__9_d57e6395
der	bv_doc_id__9_d57e6397
neugewählte	bv_doc_id__9_d57e6400
Bundestag	bv_doc_id__9_d57e6402
das	bv_doc_id__9_d57e6404
Präsidium	bv_doc_id__9_d57e6406
wählt	bv_doc_id__9_d57e6408
hat	bv_doc_id__9_d57e6410
<g/>
.	
<g/>
(	
3	bv_doc_id__9_d57e6422
<g/>
)	
Die	bv_doc_id__9_d57e6427
Geschäftsführung	bv_doc_id__9_d57e6429
des	bv_doc_id__9_d57e6431
Bundestages	bv_doc_id__9_d57e6433
erfolgt	bv_doc_id__9_d57e6436
auf	bv_doc_id__9_d57e6438
Grund	bv_doc_id__9_d57e6440
eines	bv_doc_id__9_d57e6442
besonderen	bv_doc_id__9_d57e6444
Gesetzes	bv_doc_id__9_d57e6446
<g/>
,	
das	bv_doc_id__9_d57e6451
einen	bv_doc_id__9_d57e6453
Bestandteil	bv_doc_id__9_d57e6455
der	bv_doc_id__9_d57e6457
Bundesverfassung	bv_doc_id__9_d57e6459
bildet	bv_doc_id__9_d57e6462
<g/>
,	
und	bv_doc_id__9_d57e6466
einer	bv_doc_id__9_d57e6468
im	bv_doc_id__9_d57e6470
Rahmen	bv_doc_id__9_d57e6472
dieses	bv_doc_id__9_d57e6475
Gesetzes	bv_doc_id__9_d57e6477
vom	bv_doc_id__9_d57e6479
Bundestag	bv_doc_id__9_d57e6481
zu	bv_doc_id__9_d57e6483
beschließenden	bv_doc_id__9_d57e6485
autonomen	bv_doc_id__9_d57e6488
Geschäftsordnung	bv_doc_id__9_d57e6490
<g/>
.	
Artikel	bv_doc_id__9_d57e6500
24.	bv_doc_id__9_d57e6502
<g/>
(	
1	bv_doc_id__9_d57e6511
<g/>
)	
Die	bv_doc_id__9_d57e6516
Sitzungen	bv_doc_id__9_d57e6518
des	bv_doc_id__9_d57e6520
Bundestages	bv_doc_id__9_d57e6522
sind	bv_doc_id__9_d57e6525
öffentlich	bv_doc_id__9_d57e6527
<g/>
.	
<g/>
(	
2	bv_doc_id__9_d57e6538
<g/>
)	
Dem	bv_doc_id__9_d57e6543
Hause	bv_doc_id__9_d57e6545
steht	bv_doc_id__9_d57e6547
das	bv_doc_id__9_d57e6549
Recht	bv_doc_id__9_d57e6552
zu	bv_doc_id__9_d57e6554
<g/>
,	
ausnahmsweise	bv_doc_id__9_d57e6558
die	bv_doc_id__9_d57e6560
Öffentlichkeit	bv_doc_id__9_d57e6562
auszuschließen	bv_doc_id__9_d57e6565
<g/>
,	
wenn	bv_doc_id__9_d57e6569
es	bv_doc_id__9_d57e6571
vom	bv_doc_id__9_d57e6573
Vorsitzenden	bv_doc_id__9_d57e6575
oder	bv_doc_id__9_d57e6578
einem	bv_doc_id__9_d57e6580
Fünftel	bv_doc_id__9_d57e6582
der	bv_doc_id__9_d57e6584
anwesenden	bv_doc_id__9_d57e6586
Mitglieder	bv_doc_id__9_d57e6588
verlangt	bv_doc_id__9_d57e6591
und	bv_doc_id__9_d57e6593
vom	bv_doc_id__9_d57e6595
Hause	bv_doc_id__9_d57e6597
