<doc id="bv_doc_id__68" attrs="word lemma type">
Vorentwurf	bv_doc_id__68_d52e312
unter	bv_doc_id__68_d52e7378
dem	bv_doc_id__68_d52e7380
Schutze	bv_doc_id__68_d52e7383
der	bv_doc_id__68_d52e7385
Gesetze	bv_doc_id__68_d52e7387
<g/>
.	
Jeder	bv_doc_id__68_d52e7391
Staatsbürger	bv_doc_id__68_d52e7393
<g/>
,	
der	bv_doc_id__68_d52e7398
zur	bv_doc_id__68_d52e7400
körperlichen	bv_doc_id__68_d52e7402
oder	bv_doc_id__68_d52e7404
geistigen	bv_doc_id__68_d52e7406
Arbeit	bv_doc_id__68_d52e7409
fähig	bv_doc_id__68_d52e7411
ist	bv_doc_id__68_d52e7413
<g/>
,	
ist	bv_doc_id__68_d52e7417
ohne	bv_doc_id__68_d52e7419
Rücksicht	bv_doc_id__68_d52e7422
auf	bv_doc_id__68_d52e7424
seinen	bv_doc_id__68_d52e7426
Besitz	bv_doc_id__68_d52e7428
zur	bv_doc_id__68_d52e7430
Arbeit	bv_doc_id__68_d52e7432
verpflichtet	bv_doc_id__68_d52e7435
In	bv_doc_id__68_d52e7437
welcher	bv_doc_id__68_d52e7439
Weise	bv_doc_id__68_d52e7441
unbenützte	bv_doc_id__68_d52e7443
Arbeitskräfte	bv_doc_id__68_d52e7445
im	bv_doc_id__68_d52e7448
Interesse	bv_doc_id__68_d52e7450
der	bv_doc_id__68_d52e7452
Gesamtheit	bv_doc_id__68_d52e7454
nutzbar	bv_doc_id__68_d52e7456
zu	bv_doc_id__68_d52e7458
machen	bv_doc_id__68_d52e7461
sind	bv_doc_id__68_d52e7463
<g/>
,	
ist	bv_doc_id__68_d52e7467
durch	bv_doc_id__68_d52e7469
besonderes	bv_doc_id__68_d52e7471
Gesetz	bv_doc_id__68_d52e7474
zu	bv_doc_id__68_d52e7476
bestimmen	bv_doc_id__68_d52e7478
<g/>
.	
Die	bv_doc_id__68_d52e7482
Arbeitsnachweisung	bv_doc_id__68_d52e7484
und	bv_doc_id__68_d52e7487
die	bv_doc_id__68_d52e7489
gesellschaftliche	bv_doc_id__68_d52e7491
Versicherung	bv_doc_id__68_d52e7493
für	bv_doc_id__68_d52e7495
den	bv_doc_id__68_d52e7497
Fall	bv_doc_id__68_d52e7500
unverschuldeter	bv_doc_id__68_d52e7502
Arbeitslosigkeit	bv_doc_id__68_d52e7504
ist	bv_doc_id__68_d52e7506
durch	bv_doc_id__68_d52e7508
Gesetz	bv_doc_id__68_d52e7510
zu	bv_doc_id__68_d52e7513
regeln	bv_doc_id__68_d52e7515
<g/>
.	
Art.	bv_doc_id__68_d52e7525
36.	bv_doc_id__68_d52e7527
Schutz	bv_doc_id__68_d52e7534
der	bv_doc_id__68_d52e7536
Arbeitskraft	bv_doc_id__68_d52e7538
<g/>
.	
Für	bv_doc_id__68_d52e7543
den	bv_doc_id__68_d52e7545
Fall	bv_doc_id__68_d52e7547
der	bv_doc_id__68_d52e7549
Krankheit	bv_doc_id__68_d52e7552
und	bv_doc_id__68_d52e7554
der	bv_doc_id__68_d52e7556
Arbeitsunfähigkeit	bv_doc_id__68_d52e7558
zum	bv_doc_id__68_d52e7560
Schutz	bv_doc_id__68_d52e7562
der	bv_doc_id__68_d52e7565
Mutterschaft	bv_doc_id__68_d52e7567
<g/>
,	
zur	bv_doc_id__68_d52e7571
Fürsorge	bv_doc_id__68_d52e7573
gegen	bv_doc_id__68_d52e7575
die	bv_doc_id__68_d52e7578
wirtschaftlichen	bv_doc_id__68_d52e7580
Folgen	bv_doc_id__68_d52e7582
des	bv_doc_id__68_d52e7584
Alters	bv_doc_id__68_d52e7586
und	bv_doc_id__68_d52e7588
der	bv_doc_id__68_d52e7591
Wechselfälle	bv_doc_id__68_d52e7593
des	bv_doc_id__68_d52e7595
Lebens	bv_doc_id__68_d52e7597
ist	bv_doc_id__68_d52e7599
ein	bv_doc_id__68_d52e7601
Versicherungswesen	bv_doc_id__68_d52e7604
unter	bv_doc_id__68_d52e7606
Mitwirkung	bv_doc_id__68_d52e7608
der	bv_doc_id__68_d52e7610
Versicherten	bv_doc_id__68_d52e7612
zu	bv_doc_id__68_d52e7614
schaffen	bv_doc_id__68_d52e7617
<g/>
(	
Sozialversicherung	bv_doc_id__68_d52e7621
<g/>
).	
Für	bv_doc_id__68_d52e7625
den	bv_doc_id__68_d52e7627
selbständigen	bv_doc_id__68_d52e7630
Mittelstand	bv_doc_id__68_d52e7632
in	bv_doc_id__68_d52e7634
Landwirtschaft	bv_doc_id__68_d52e7636
<g/>
,	
Handel	bv_doc_id__68_d52e7640
und	bv_doc_id__68_d52e7643
Gewerbe	bv_doc_id__68_d52e7645
ist	bv_doc_id__68_d52e7647
eine	bv_doc_id__68_d52e7649
fakultative	bv_doc_id__68_d52e7651
Versicherung	bv_doc_id__68_d52e7653
gegen	bv_doc_id__68_d52e7656
die	bv_doc_id__68_d52e7658
Folgen	bv_doc_id__68_d52e7660
des	bv_doc_id__68_d52e7662
Alters	bv_doc_id__68_d52e7664
<g/>
,	
der	bv_doc_id__68_d52e7669
Krankheit	bv_doc_id__68_d52e7671
und	bv_doc_id__68_d52e7673
Erwerbsunfähigkeit	bv_doc_id__68_d52e7675
zu	bv_doc_id__68_d52e7677
errichten	bv_doc_id__68_d52e7679
<g/>
.	
Art.	bv_doc_id__68_d52e7690
37.	bv_doc_id__68_d52e7692
Die	bv_doc_id__68_d52e7699
Vertragsfreiheit	bv_doc_id__68_d52e7701
<g/>
.	
Im	bv_doc_id__68_d52e7706
wirtschaftlichen	bv_doc_id__68_d52e7708
Verkehr	bv_doc_id__68_d52e7710
gilt	bv_doc_id__68_d52e7712
Vertragsfreiheit	bv_doc_id__68_d52e7715
<g/>
.	
Wucher	bv_doc_id__68_d52e7719
ist	bv_doc_id__68_d52e7721
verboten	bv_doc_id__68_d52e7723
<g/>
.	
Rechtsgeschäfte	bv_doc_id__68_d52e7728
<g/>
,	
die	bv_doc_id__68_d52e7732
gegen	bv_doc_id__68_d52e7734
die	bv_doc_id__68_d52e7736
guten	bv_doc_id__68_d52e7738
Sitten	bv_doc_id__68_d52e7741
verstoßen	bv_doc_id__68_d52e7743
<g/>
,	
sind	bv_doc_id__68_d52e7747
nichtig	bv_doc_id__68_d52e7749
<g/>
.	
<g/>
-	
8	bv_doc_id__68_d52e7758
<g/>
-	
Die	bv_doc_id__68_d52e7764
Arbeitnehmer	bv_doc_id__68_d52e7767
einerseits	bv_doc_id__68_d52e7769
<g/>
,	
die	bv_doc_id__68_d52e7773
Arbeitgeber	bv_doc_id__68_d52e7775
anderseits	bv_doc_id__68_d52e7777
sind	bv_doc_id__68_d52e7780
berufen	bv_doc_id__68_d52e7782
<g/>
,	
sich	bv_doc_id__68_d52e7786
zu	bv_doc_id__68_d52e7788
Verbänden	bv_doc_id__68_d52e7790
zusammenzuschließen	bv_doc_id__68_d52e7793
<g/>
,	
welche	bv_doc_id__68_d52e7797
in	bv_doc_id__68_d52e7799
gemeinsamer	bv_doc_id__68_d52e7801
Arbeit	bv_doc_id__68_d52e7803
an	bv_doc_id__68_d52e7806
der	bv_doc_id__68_d52e7808
Regelung	bv_doc_id__68_d52e7810
der	bv_doc_id__68_d52e7812
Lohn=	bv_doc_id__68_d52e7814
und	bv_doc_id__68_d52e7816
Arbeitsbedingungen	bv_doc_id__68_d52e7819
mitzuwirken	bv_doc_id__68_d52e7821
haben	bv_doc_id__68_d52e7823
<g/>
.	
Diese	bv_doc_id__68_d52e7827
Verbände	bv_doc_id__68_d52e7829
und	bv_doc_id__68_d52e7832
ihre	bv_doc_id__68_d52e7834
Vereinbarungen	bv_doc_id__68_d52e7836
werden	bv_doc_id__68_d52e7838
staatlich	bv_doc_id__68_d52e7840
anerkannt	bv_doc_id__68_d52e7842
<g/>
.	
Art.	bv_doc_id__68_d52e7853
38.	bv_doc_id__68_d52e7855
Vereinigungsfreiheit	bv_doc_id__68_d52e7862
<g/>
.	
Die	bv_doc_id__68_d52e7867
Vereinigungsfreiheit	bv_doc_id__68_d52e7869
zur	bv_doc_id__68_d52e7871
Wahrung	bv_doc_id__68_d52e7873
und	bv_doc_id__68_d52e7876
Förderung	bv_doc_id__68_d52e7878
der	bv_doc_id__68_d52e7880
Arbeits-	bv_doc_id__68_d52e7882
und	bv_doc_id__68_d52e7884
Wirtschaftsbedingungen	bv_doc_id__68_d52e7886
ist	bv_doc_id__68_d52e7889
gewährleistet	bv_doc_id__68_d52e7891
<g/>
.	
Durch	bv_doc_id__68_d52e7895
Bundesgesetz	bv_doc_id__68_d52e7897
kann	bv_doc_id__68_d52e7899
das	bv_doc_id__68_d52e7902
Recht	bv_doc_id__68_d52e7904
der	bv_doc_id__68_d52e7906
Arbeitgeber	bv_doc_id__68_d52e7908
zur	bv_doc_id__68_d52e7910
Stilllegung	bv_doc_id__68_d52e7912
oder	bv_doc_id__68_d52e7915
Beschränkung	bv_doc_id__68_d52e7917
ihrer	bv_doc_id__68_d52e7919
Betriebe	bv_doc_id__68_d52e7921
<g/>
(	
Aussperrung	bv_doc_id__68_d52e7925
<g/>
)	
und	bv_doc_id__68_d52e7930
das	bv_doc_id__68_d52e7932
Recht	bv_doc_id__68_d52e7934
der	bv_doc_id__68_d52e7936
Arbeitnehmer	bv_doc_id__68_d52e7938
auf	bv_doc_id__68_d52e7941
Arbeitsniederlegung	bv_doc_id__68_d52e7943
<g/>
(	
Streik	bv_doc_id__68_d52e7947
<g/>
)	
geregelt	bv_doc_id__68_d52e7951
und	bv_doc_id__68_d52e7954
<g/>
,	
sofern	bv_doc_id__68_d52e7958
eine	bv_doc_id__68_d52e7960
Schädigung	bv_doc_id__68_d52e7962
der	bv_doc_id__68_d52e7964
Gesamtheit	bv_doc_id__68_d52e7967
zu	bv_doc_id__68_d52e7969
befürchten	bv_doc_id__68_d52e7971
ist	bv_doc_id__68_d52e7973
<g/>
,	
eingeschränkt	bv_doc_id__68_d52e7977
werden	bv_doc_id__68_d52e7980
<g/>
.	
Einschränkende	bv_doc_id__68_d52e7984
Abreden	bv_doc_id__68_d52e7986
und	bv_doc_id__68_d52e7988
Maßnahmen	bv_doc_id__68_d52e7990
sind	bv_doc_id__68_d52e7993
rechtswidrig	bv_doc_id__68_d52e7995
<g/>
.	
Art.	bv_doc_id__68_d52e8006
39.	bv_doc_id__68_d52e8008
Pflichten	bv_doc_id__68_d52e8015
der	bv_doc_id__68_d52e8017
Staatsbürger	bv_doc_id__68_d52e8019
<g/>
.	
Jeder	bv_doc_id__68_d52e8024
Staatsbürger	bv_doc_id__68_d52e8026
ist	bv_doc_id__68_d52e8028
zur	bv_doc_id__68_d52e8030
Ausübung	bv_doc_id__68_d52e8033
der	bv_doc_id__68_d52e8035
ihm	bv_doc_id__68_d52e8037
zukommenden	bv_doc_id__68_d52e8039
politischen	bv_doc_id__68_d52e8041
Rechte	bv_doc_id__68_d52e8043
<g/>
,	
zur	bv_doc_id__68_d52e8048
Teilnahme	bv_doc_id__68_d52e8050
an	bv_doc_id__68_d52e8052
der	bv_doc_id__68_d52e8054
Verwaltung	bv_doc_id__68_d52e8056
nach	bv_doc_id__68_d52e8059
Maßgabe	bv_doc_id__68_d52e8061
der	bv_doc_id__68_d52e8063
Gesetze	bv_doc_id__68_d52e8065
verpflichtet	bv_doc_id__68_d52e8067
<g/>
.	
Des	bv_doc_id__68_d52e8072
weiteren	bv_doc_id__68_d52e8074
besteht	bv_doc_id__68_d52e8076
die	bv_doc_id__68_d52e8078
Pflicht	bv_doc_id__68_d52e8080
zur	bv_doc_id__68_d52e8082
Arbeit	bv_doc_id__68_d52e8085
<g/>
,	
die	bv_doc_id__68_d52e8089
Pficht	bv_doc_id__68_d52e8091
zum	bv_doc_id__68_d52e8093
öffentlichen	bv_doc_id__68_d52e8095
Dienst	bv_doc_id__68_d52e8098
<g/>
,	
zur	bv_doc_id__68_d52e8102
Beitragsleistung	bv_doc_id__68_d52e8104
nach	bv_doc_id__68_d52e8106
den	bv_doc_id__68_d52e8108
besonderen	bv_doc_id__68_d52e8111
Gesetzen	bv_doc_id__68_d52e8113
und	bv_doc_id__68_d52e8115
zur	bv_doc_id__68_d52e8117
Beobachtung	bv_doc_id__68_d52e8119
der	bv_doc_id__68_d52e8121
verfassungsmäßig	bv_doc_id__68_d52e8124
zustande	bv_doc_id__68_d52e8126
gekommenen	bv_doc_id__68_d52e8128
Gesetze	bv_doc_id__68_d52e8130
<g/>
.	
Der	bv_doc_id__68_d52e8134
Arbeitnehmer	bv_doc_id__68_d52e8137
und	bv_doc_id__68_d52e8139
der	bv_doc_id__68_d52e8141
öffentliche	bv_doc_id__68_d52e8143
Angestellte	bv_doc_id__68_d52e8145
hat	bv_doc_id__68_d52e8147
das	bv_doc_id__68_d52e8150
Recht	bv_doc_id__68_d52e8152
auf	bv_doc_id__68_d52e8154
die	bv_doc_id__68_d52e8156
freie	bv_doc_id__68_d52e8158
Zeit	bv_doc_id__68_d52e8160
<g/>
,	
die	bv_doc_id__68_d52e8165
zur	bv_doc_id__68_d52e8167
Wahrnehmung	bv_doc_id__68_d52e8169
seiner	bv_doc_id__68_d52e8171
politischen	bv_doc_id__68_d52e8173
Rechte	bv_doc_id__68_d52e8176
und	bv_doc_id__68_d52e8178
zur	bv_doc_id__68_d52e8180
Ausübung	bv_doc_id__68_d52e8182
öffentlicher	bv_doc_id__68_d52e8184
Ämter	bv_doc_id__68_d52e8186
nötig	bv_doc_id__68_d52e8189
ist	bv_doc_id__68_d52e8191
<g/>
,	
eine	bv_doc_id__68_d52e8195
Aus	bv_doc_id__68_d52e8197
nahme	bv_doc_id__68_d52e8199
kann	bv_doc_id__68_d52e8202
durch	bv_doc_id__68_d52e8204
Gesetz	bv_doc_id__68_d52e8206
nur	bv_doc_id__68_d52e8208
soweit	bv_doc_id__68_d52e8210
festgelegt	bv_doc_id__68_d52e8212
werden	bv_doc_id__68_d52e8215
<g/>
,	
als	bv_doc_id__68_d52e8219
durch	bv_doc_id__68_d52e8221
dieses	bv_doc_id__68_d52e8223
Recht	bv_doc_id__68_d52e8225
der	bv_doc_id__68_d52e8228
Betrieb	bv_doc_id__68_d52e8230
erheblich	bv_doc_id__68_d52e8232
geschädigt	bv_doc_id__68_d52e8234
würde	bv_doc_id__68_d52e8236
<g/>
.	
Art.	bv_doc_id__68_d52e8246
40.	bv_doc_id__68_d52e8248
Ausnahmszustand	bv_doc_id__68_d52e8255
<g/>
.	
Wird	bv_doc_id__68_d52e8260
die	bv_doc_id__68_d52e8262
öffentliche	bv_doc_id__68_d52e8264
Sicherheit	bv_doc_id__68_d52e8266
und	bv_doc_id__68_d52e8269
Ordnung	bv_doc_id__68_d52e8271
erheblich	bv_doc_id__68_d52e8273
gestört	bv_doc_id__68_d52e8275
oder	bv_doc_id__68_d52e8277
gefährdet	bv_doc_id__68_d52e8279
<g/>
,	
so	bv_doc_id__68_d52e8284
kann	bv_doc_id__68_d52e8286
zu	bv_doc_id__68_d52e8288
ihrer	bv_doc_id__68_d52e8290
Wiederherstellung	bv_doc_id__68_d52e8292
der	bv_doc_id__68_d52e8295
Bundesprä	bv_doc_id__68_d52e8297
sident	bv_doc_id__68_d52e8299
mit	bv_doc_id__68_d52e8301
Zustimmung	bv_doc_id__68_d52e8303
des	bv_doc_id__68_d52e8305
Bundesrates	bv_doc_id__68_d52e8308
für	bv_doc_id__68_d52e8310
das	bv_doc_id__68_d52e8312
Staatsgebiet	bv_doc_id__68_d52e8314
<g/>
,	
bei	bv_doc_id__68_d52e8318
augenblicklicher	bv_doc_id__68_d52e8321
Gefahr	bv_doc_id__68_d52e8323
eine	bv_doc_id__68_d52e8325
Landesregierung	bv_doc_id__68_d52e8327
für	bv_doc_id__68_d52e8329
das	bv_doc_id__68_d52e8331
betreffende	bv_doc_id__68_d52e8334
Land	bv_doc_id__68_d52e8336
die	bv_doc_id__68_d52e8338
Art.	bv_doc_id__68_d52e8340
13	bv_doc_id__68_d52e8342
<g/>
,	
14	bv_doc_id__68_d52e8347
<g/>
,	
15	bv_doc_id__68_d52e8351
<g/>
,	
16	bv_doc_id__68_d52e8355
<g/>
,	
17	bv_doc_id__68_d52e8360
<g/>
,	
19	bv_doc_id__68_d52e8364
<g/>
,	
20	bv_doc_id__68_d52e8368
<g/>
,	
21	bv_doc_id__68_d52e8373
<g/>
,	
23	bv_doc_id__68_d52e8377
<g/>
,	
38	bv_doc_id__68_d52e8381
vorübergehend	bv_doc_id__68_d52e8383
außer	bv_doc_id__68_d52e8386
Kraft	bv_doc_id__68_d52e8388
setzen	bv_doc_id__68_d52e8390
<g/>
.	
Diese	bv_doc_id__68_d52e8394
Maßnahmen	bv_doc_id__68_d52e8396
sind	bv_doc_id__68_d52e8399
aufzuheben	bv_doc_id__68_d52e8401
<g/>
,	
sobald	bv_doc_id__68_d52e8405
es	bv_doc_id__68_d52e8407
der	bv_doc_id__68_d52e8409
Bundestag	bv_doc_id__68_d52e8412
verlangt	bv_doc_id__68_d52e8414
<g/>
.	
Das	bv_doc_id__68_d52e8418
Nähere	bv_doc_id__68_d52e8420
bestimmt	bv_doc_id__68_d52e8422
ein	bv_doc_id__68_d52e8425
besonderes	bv_doc_id__68_d52e8427
Gesetz	bv_doc_id__68_d52e8429
<g/>
.	
III	bv_doc_id__68_d52e8435
<g/>
.	
Hauptteil	bv_doc_id__68_d52e8439
<g/>
.	
Politische	bv_doc_id__68_d52e8446
Organisation	bv_doc_id__68_d52e8448
der	bv_doc_id__68_d52e8450
Bundesgewalt	bv_doc_id__68_d52e8452
<g/>
.	
I	bv_doc_id__68_d52e8458
<g/>
.	
Kapitel	bv_doc_id__68_d52e8462
<g/>
.	
Die	bv_doc_id__68_d52e8468
Organe	bv_doc_id__68_d52e8470
der	bv_doc_id__68_d52e8472
Bundesgewalt	bv_doc_id__68_d52e8474
<g/>
.	
I	bv_doc_id__68_d52e8481
<g/>
.	
Art.	bv_doc_id__68_d52e8492
41.	bv_doc_id__68_d52e8494
Der	bv_doc_id__68_d52e8501
Bundespräsident	bv_doc_id__68_d52e8503
<g/>
.	
Der	bv_doc_id__68_d52e8508
Bundespräsident	bv_doc_id__68_d52e8510
wird	bv_doc_id__68_d52e8512
von	bv_doc_id__68_d52e8514
allen	bv_doc_id__68_d52e8517
wahlberechtigten	bv_doc_id__68_d52e8519
(Art.	bv_doc_id__68_d52e8521
22.)	bv_doc_id__68_d52e8523
Staatsbürgern	bv_doc_id__68_d52e8525
mit	bv_doc_id__68_d52e8527
absoluter	bv_doc_id__68_d52e8530
Mehrheit	bv_doc_id__68_d52e8532
für	bv_doc_id__68_d52e8534
die	bv_doc_id__68_d52e8536
Dauer	bv_doc_id__68_d52e8538
von	bv_doc_id__68_d52e8540
fün	bv_doc_id__68_d52e8543
Jahren	bv_doc_id__68_d52e8545
gewählt	bv_doc_id__68_d52e8547
<g/>
.	
Wiederwahl	bv_doc_id__68_d52e8551
ist	bv_doc_id__68_d52e8553
zulässig	bv_doc_id__68_d52e8556
<g/>
.	
Der	bv_doc_id__68_d52e8560
Bundespräsident	bv_doc_id__68_d52e8562
kann	bv_doc_id__68_d52e8564
nicht	bv_doc_id__68_d52e8566
gleichzeitig	bv_doc_id__68_d52e8569
Mitglied	bv_doc_id__68_d52e8571
des	bv_doc_id__68_d52e8573
Bundestages	bv_doc_id__68_d52e8575
oder	bv_doc_id__68_d52e8577
Bundesrates	bv_doc_id__68_d52e8579
sein	bv_doc_id__68_d52e8582
<g/>
.	
Das	bv_doc_id__68_d52e8586
Nähere	bv_doc_id__68_d52e8588
bestimmt	bv_doc_id__68_d52e8590
ein	bv_doc_id__68_d52e8592
besonderes	bv_doc_id__68_d52e8595
Gesetz	bv_doc_id__68_d52e8597
<g/>
.	
<g/>
-	
9	bv_doc_id__68_d52e8606
<g/>
-	
Art.	bv_doc_id__68_d52e8618
42.	bv_doc_id__68_d52e8620
Wirkungskreis	bv_doc_id__68_d52e8627
des	bv_doc_id__68_d52e8629
Bundespräsidenten	bv_doc_id__68_d52e8631
<g/>
.	
1.	bv_doc_id__68_d52e8641
Er	bv_doc_id__68_d52e8644
vertritt	bv_doc_id__68_d52e8646
den	bv_doc_id__68_d52e8648
Bund	bv_doc_id__68_d52e8650
nach	bv_doc_id__68_d52e8653
außen	bv_doc_id__68_d52e8655
und	bv_doc_id__68_d52e8657
beglaubigt	bv_doc_id__68_d52e8659
die	bv_doc_id__68_d52e8661
Gesandten	bv_doc_id__68_d52e8663
<g/>
;	
mit	bv_doc_id__68_d52e8668
Zustimmung	bv_doc_id__68_d52e8670
des	bv_doc_id__68_d52e8672
Bundestages	bv_doc_id__68_d52e8674
erklärt	bv_doc_id__68_d52e8676
er	bv_doc_id__68_d52e8679
Krieg	bv_doc_id__68_d52e8681
und	bv_doc_id__68_d52e8683
schließt	bv_doc_id__68_d52e8685
Staatsverträge	bv_doc_id__68_d52e8687
ab	bv_doc_id__68_d52e8689
<g/>
,	
mit	bv_doc_id__68_d52e8694
Zustimmung	bv_doc_id__68_d52e8696
des	bv_doc_id__68_d52e8698
Volkes	bv_doc_id__68_d52e8700
schließt	bv_doc_id__68_d52e8702
er	bv_doc_id__68_d52e8705
Frieden	bv_doc_id__68_d52e8707
<g/>
;	
2.	bv_doc_id__68_d52e8716
er	bv_doc_id__68_d52e8719
hat	bv_doc_id__68_d52e8721
den	bv_doc_id__68_d52e8723
Oberbefehl	bv_doc_id__68_d52e8725
über	bv_doc_id__68_d52e8728
das	bv_doc_id__68_d52e8730
Heer	bv_doc_id__68_d52e8732
<g/>
;	
3.	bv_doc_id__68_d52e8741
er	bv_doc_id__68_d52e8744
ernennt	bv_doc_id__68_d52e8746
die	bv_doc_id__68_d52e8748
Offiziere	bv_doc_id__68_d52e8750
<g/>
,	
Richter	bv_doc_id__68_d52e8755
und	bv_doc_id__68_d52e8757
Bundesangestellten	bv_doc_id__68_d52e8759
selbst	bv_doc_id__68_d52e8761
oder	bv_doc_id__68_d52e8763
durch	bv_doc_id__68_d52e8766
die	bv_doc_id__68_d52e8768
Regierung	bv_doc_id__68_d52e8770
<g/>
;	
4.	bv_doc_id__68_d52e8780
er	bv_doc_id__68_d52e8783
ernennt	bv_doc_id__68_d52e8785
über	bv_doc_id__68_d52e8787
Vorschlag	bv_doc_id__68_d52e8789
des	bv_doc_id__68_d52e8792
Bundestages	bv_doc_id__68_d52e8794
den	bv_doc_id__68_d52e8796
Bundeskanzler	bv_doc_id__68_d52e8798
und	bv_doc_id__68_d52e8800
über	bv_doc_id__68_d52e8802
Vorschlag	bv_doc_id__68_d52e8805
des	bv_doc_id__68_d52e8807
Bundeskanzlers	bv_doc_id__68_d52e8809
die	bv_doc_id__68_d52e8811
Bundesminister	bv_doc_id__68_d52e8813
<g/>
,	
ferner	bv_doc_id__68_d52e8818
über	bv_doc_id__68_d52e8820
Vorschlag	bv_doc_id__68_d52e8822
der	bv_doc_id__68_d52e8824
Landtage	bv_doc_id__68_d52e8826
die	bv_doc_id__68_d52e8828
Landeshauptleute	bv_doc_id__68_d52e8831
und	bv_doc_id__68_d52e8833
ihre	bv_doc_id__68_d52e8835
beiden	bv_doc_id__68_d52e8837
Stellvertreter	bv_doc_id__68_d52e8839
<g/>
;	
5.	bv_doc_id__68_d52e8848
er	bv_doc_id__68_d52e8851
genehmigt	bv_doc_id__68_d52e8853
und	bv_doc_id__68_d52e8855
veröffentlicht	bv_doc_id__68_d52e8857
die	bv_doc_id__68_d52e8860
Beschlüsse	bv_doc_id__68_d52e8862
des	bv_doc_id__68_d52e8864
Bundestages	bv_doc_id__68_d52e8866
<g/>
,	
er	bv_doc_id__68_d52e8870
kann	bv_doc_id__68_d52e8873
mit	bv_doc_id__68_d52e8875
Zustimmung	bv_doc_id__68_d52e8877
des	bv_doc_id__68_d52e8879
Bundesrates	bv_doc_id__68_d52e8881
einem	bv_doc_id__68_d52e8883
Beschluß	bv_doc_id__68_d52e8886
des	bv_doc_id__68_d52e8888
Bundestages	bv_doc_id__68_d52e8890
die	bv_doc_id__68_d52e8892
Genehmigung	bv_doc_id__68_d52e8894
versagen	bv_doc_id__68_d52e8896
und	bv_doc_id__68_d52e8899
den	bv_doc_id__68_d52e8901
Bundestag	bv_doc_id__68_d52e8903
<g/>
,	
falls	bv_doc_id__68_d52e8907
er	bv_doc_id__68_d52e8909
auf	bv_doc_id__68_d52e8912
seinem	bv_doc_id__68_d52e8914
Beschluß	bv_doc_id__68_d52e8916
verharrt	bv_doc_id__68_d52e8918
<g/>
,	
auflösen	bv_doc_id__68_d52e8922
<g/>
.	
Kommt	bv_doc_id__68_d52e8927
der	bv_doc_id__68_d52e8929
neugewählte	bv_doc_id__68_d52e8931
Bundestag	bv_doc_id__68_d52e8933
zum	bv_doc_id__68_d52e8935
gleichen	bv_doc_id__68_d52e8938
Beschluß	bv_doc_id__68_d52e8940
<g/>
,	
so	bv_doc_id__68_d52e8944
erhält	bv_doc_id__68_d52e8946
dieser	bv_doc_id__68_d52e8948
ohne	bv_doc_id__68_d52e8951
Genehmigung	bv_doc_id__68_d52e8953
des	bv_doc_id__68_d52e8955
Bundespräsidenten	bv_doc_id__68_d52e8957
Gesetzes	bv_doc_id__68_d52e8959
<g/>
;	
6.	bv_doc_id__68_d52e8968
er	bv_doc_id__68_d52e8971
ordnet	bv_doc_id__68_d52e8973
die	bv_doc_id__68_d52e8975
Wahlen	bv_doc_id__68_d52e8977
für	bv_doc_id__68_d52e8980
den	bv_doc_id__68_d52e8982
Bundesrat	bv_doc_id__68_d52e8984
und	bv_doc_id__68_d52e8986
Bundestag	bv_doc_id__68_d52e8988
an	bv_doc_id__68_d52e8990
leitet	bv_doc_id__68_d52e8993
den	bv_doc_id__68_d52e8995
Volksentscheid	bv_doc_id__68_d52e8997
<g/>
,	
beruft	bv_doc_id__68_d52e9001
die	bv_doc_id__68_d52e9003
Sitzungen	bv_doc_id__68_d52e9006
des	bv_doc_id__68_d52e9008
Bundesrates	bv_doc_id__68_d52e9010
ein	bv_doc_id__68_d52e9012
<g/>
,	
ihm	bv_doc_id__68_d52e9016
obliegt	bv_doc_id__68_d52e9019
ferner	bv_doc_id__68_d52e9021
die	bv_doc_id__68_d52e9023
Einberufung	bv_doc_id__68_d52e9025
<g/>
,	
die	bv_doc_id__68_d52e9029
Vertagung	bv_doc_id__68_d52e9032
und	bv_doc_id__68_d52e9034
die	bv_doc_id__68_d52e9036
Schließung	bv_doc_id__68_d52e9038
der	bv_doc_id__68_d52e9040
Sitzungsperiode	bv_doc_id__68_d52e9042
des	bv_doc_id__68_d52e9045
Bundestages	bv_doc_id__68_d52e9047
<g/>
;	
7.	bv_doc_id__68_d52e9056
er	bv_doc_id__68_d52e9059
übt	bv_doc_id__68_d52e9061
das	bv_doc_id__68_d52e9063
dem	bv_doc_id__68_d52e9065
Bund	bv_doc_id__68_d52e9068
zustehende	bv_doc_id__68_d52e9070
Aufsichtsrecht	bv_doc_id__68_d52e9072
über	bv_doc_id__68_d52e9074
die	bv_doc_id__68_d52e9076
Verwaltung	bv_doc_id__68_d52e9078
der	bv_doc_id__68_d52e9081
Länder	bv_doc_id__68_d52e9083
aus	bv_doc_id__68_d52e9085
<g/>
;	
8.	bv_doc_id__68_d52e9094
er	bv_doc_id__68_d52e9097
hat	bv_doc_id__68_d52e9099
das	bv_doc_id__68_d52e9101
Recht	bv_doc_id__68_d52e9103
der	bv_doc_id__68_d52e9106
Begnadigung	bv_doc_id__68_d52e9108
in	bv_doc_id__68_d52e9110
Einzelfällen	bv_doc_id__68_d52e9112
<g/>
;	
9.	bv_doc_id__68_d52e9121
er	bv_doc_id__68_d52e9124
verfügt	bv_doc_id__68_d52e9126
mit	bv_doc_id__68_d52e9128
