<doc id="bv_doc_id__69" attrs="word lemma type">
Deutscher	bv_doc_id__69_d53e299
vertritt	bv_doc_id__69_d53e7871
den	bv_doc_id__69_d53e7873
Bund	bv_doc_id__69_d53e7875
nach	bv_doc_id__69_d53e7878
außen	bv_doc_id__69_d53e7880
<g/>
,	
mit	bv_doc_id__69_d53e7884
Zustimmung	bv_doc_id__69_d53e7886
des	bv_doc_id__69_d53e7888
Bundestages	bv_doc_id__69_d53e7891
erklärt	bv_doc_id__69_d53e7893
er	bv_doc_id__69_d53e7895
Krieg	bv_doc_id__69_d53e7897
und	bv_doc_id__69_d53e7899
schließt	bv_doc_id__69_d53e7901
Staatsverträge	bv_doc_id__69_d53e7904
ab	bv_doc_id__69_d53e7906
<g/>
,	
mit	bv_doc_id__69_d53e7910
Zustimmung	bv_doc_id__69_d53e7912
des	bv_doc_id__69_d53e7914
Volkes	bv_doc_id__69_d53e7917
schließt	bv_doc_id__69_d53e7919
er	bv_doc_id__69_d53e7921
Frieden	bv_doc_id__69_d53e7923
<g/>
;	
2.	bv_doc_id__69_d53e7932
er	bv_doc_id__69_d53e7935
hat	bv_doc_id__69_d53e7937
den	bv_doc_id__69_d53e7939
Oberbefehl	bv_doc_id__69_d53e7941
über	bv_doc_id__69_d53e7944
das	bv_doc_id__69_d53e7946
Heer	bv_doc_id__69_d53e7948
<g/>
;	
3.	bv_doc_id__69_d53e7957
er	bv_doc_id__69_d53e7960
ernennt	bv_doc_id__69_d53e7962
die	bv_doc_id__69_d53e7964
Offiziere	bv_doc_id__69_d53e7966
und	bv_doc_id__69_d53e7969
Bundesangestellten	bv_doc_id__69_d53e7971
selbst	bv_doc_id__69_d53e7973
oder	bv_doc_id__69_d53e7975
durch	bv_doc_id__69_d53e7977
die	bv_doc_id__69_d53e7979
Regierung	bv_doc_id__69_d53e7982
<g/>
;	
4.	bv_doc_id__69_d53e7992
er	bv_doc_id__69_d53e7995
ernennt	bv_doc_id__69_d53e7997
über	bv_doc_id__69_d53e7999
Vorschlag	bv_doc_id__69_d53e8001
des	bv_doc_id__69_d53e8004
Bundestages	bv_doc_id__69_d53e8006
den	bv_doc_id__69_d53e8008
Bundeskanzler	bv_doc_id__69_d53e8010
und	bv_doc_id__69_d53e8012
über	bv_doc_id__69_d53e8014
Vorschlag	bv_doc_id__69_d53e8017
des	bv_doc_id__69_d53e8019
Bundeskanzlers	bv_doc_id__69_d53e8021
die	bv_doc_id__69_d53e8023
Bundesminister	bv_doc_id__69_d53e8025
ferner	bv_doc_id__69_d53e8027
über	bv_doc_id__69_d53e8030
Vorschlag	bv_doc_id__69_d53e8032
der	bv_doc_id__69_d53e8034
Landtage	bv_doc_id__69_d53e8036
die	bv_doc_id__69_d53e8038
Landeshauptleute	bv_doc_id__69_d53e8040
und	bv_doc_id__69_d53e8043
ihre	bv_doc_id__69_d53e8045
beiden	bv_doc_id__69_d53e8047
Stellvertreter	bv_doc_id__69_d53e8049
<g/>
;	
5.	bv_doc_id__69_d53e8058
er	bv_doc_id__69_d53e8061
genehmigt	bv_doc_id__69_d53e8063
und	bv_doc_id__69_d53e8065
veröffentlicht	bv_doc_id__69_d53e8067
die	bv_doc_id__69_d53e8070
Beschlüsse	bv_doc_id__69_d53e8072
des	bv_doc_id__69_d53e8074
Bundes	bv_doc_id__69_d53e8076
tages	bv_doc_id__69_d53e8078
<g/>
,	
er	bv_doc_id__69_d53e8083
kann	bv_doc_id__69_d53e8085
mit	bv_doc_id__69_d53e8087
Zustimmung	bv_doc_id__69_d53e8089
des	bv_doc_id__69_d53e8091
Bundesrates	bv_doc_id__69_d53e8093
einem	bv_doc_id__69_d53e8096
Beschluß	bv_doc_id__69_d53e8098
des	bv_doc_id__69_d53e8100
Bundestages	bv_doc_id__69_d53e8102
die	bv_doc_id__69_d53e8104
Genehmigung	bv_doc_id__69_d53e8106
versagen	bv_doc_id__69_d53e8109
und	bv_doc_id__69_d53e8111
den	bv_doc_id__69_d53e8113
Bundestag	bv_doc_id__69_d53e8115
<g/>
,	
falls	bv_doc_id__69_d53e8119
er	bv_doc_id__69_d53e8122
auf	bv_doc_id__69_d53e8124
seinem	bv_doc_id__69_d53e8126
Beschluß	bv_doc_id__69_d53e8128
verharrt	bv_doc_id__69_d53e8130
<g/>
,	
auflösen	bv_doc_id__69_d53e8135
<g/>
.	
Kommt	bv_doc_id__69_d53e8139
der	bv_doc_id__69_d53e8141
neu	bv_doc_id__69_d53e8143
gewählte	bv_doc_id__69_d53e8148
Bundestag	bv_doc_id__69_d53e8150
zum	bv_doc_id__69_d53e8152
gleichen	bv_doc_id__69_d53e8154
Beschluß	bv_doc_id__69_d53e8156
<g/>
,	
so	bv_doc_id__69_d53e8161
erhält	bv_doc_id__69_d53e8163
dieser	bv_doc_id__69_d53e8165
ohne	bv_doc_id__69_d53e8167
Genehmigung	bv_doc_id__69_d53e8169
des	bv_doc_id__69_d53e8172
Bundespräsidenten	bv_doc_id__69_d53e8174
Gesetzeskraft	bv_doc_id__69_d53e8176
<g/>
;	
6.	bv_doc_id__69_d53e8185
er	bv_doc_id__69_d53e8188
ordnet	bv_doc_id__69_d53e8190
die	bv_doc_id__69_d53e8192
Wahlen	bv_doc_id__69_d53e8194
für	bv_doc_id__69_d53e8197
den	bv_doc_id__69_d53e8199
Bundesrat	bv_doc_id__69_d53e8201
und	bv_doc_id__69_d53e8203
Bundestag	bv_doc_id__69_d53e8205
an	bv_doc_id__69_d53e8207
leitet	bv_doc_id__69_d53e8210
den	bv_doc_id__69_d53e8212
Volksentscheid	bv_doc_id__69_d53e8214
<g/>
,	
beruft	bv_doc_id__69_d53e8218
die	bv_doc_id__69_d53e8220
Sitzungen	bv_doc_id__69_d53e8223
des	bv_doc_id__69_d53e8225
Bundesrates	bv_doc_id__69_d53e8227
ein	bv_doc_id__69_d53e8229
<g/>
,	
ihm	bv_doc_id__69_d53e8233
obliegt	bv_doc_id__69_d53e8236
ferner	bv_doc_id__69_d53e8238
die	bv_doc_id__69_d53e8240
Einberufung	bv_doc_id__69_d53e8242
<g/>
,	
die	bv_doc_id__69_d53e8246
Vertagung	bv_doc_id__69_d53e8249
und	bv_doc_id__69_d53e8251
die	bv_doc_id__69_d53e8253
Schließung	bv_doc_id__69_d53e8255
der	bv_doc_id__69_d53e8257
Sitzungsperiode	bv_doc_id__69_d53e8259
des	bv_doc_id__69_d53e8262
Bundestages	bv_doc_id__69_d53e8264
<g/>
.	
Er	bv_doc_id__69_d53e8268
kann	bv_doc_id__69_d53e8270
auch	bv_doc_id__69_d53e8272
außer	bv_doc_id__69_d53e8275
dem	bv_doc_id__69_d53e8277
Falle	bv_doc_id__69_d53e8279
der	bv_doc_id__69_d53e8281
Ziffer	bv_doc_id__69_d53e8283
5	bv_doc_id__69_d53e8285
<g/>
,	
jedoch	bv_doc_id__69_d53e8290
nur	bv_doc_id__69_d53e8292
einmal	bv_doc_id__69_d53e8294
aus	bv_doc_id__69_d53e8296
dem	bv_doc_id__69_d53e8298
gleichen	bv_doc_id__69_d53e8301
Anlasse	bv_doc_id__69_d53e8303
den	bv_doc_id__69_d53e8305
Bundestag	bv_doc_id__69_d53e8307
auflösen	bv_doc_id__69_d53e8309
<g/>
,	
muß	bv_doc_id__69_d53e8314
aber	bv_doc_id__69_d53e8316
gleichzeitig	bv_doc_id__69_d53e8318
Neuwahlen	bv_doc_id__69_d53e8320
ausschreiben	bv_doc_id__69_d53e8322
<g/>
.	
7.	bv_doc_id__69_d53e8331
er	bv_doc_id__69_d53e8334
hat	bv_doc_id__69_d53e8336
das	bv_doc_id__69_d53e8338
Verordnungsrecht	bv_doc_id__69_d53e8340
auf	bv_doc_id__69_d53e8343
Grund	bv_doc_id__69_d53e8345
der	bv_doc_id__69_d53e8347
Bundesgesetze	bv_doc_id__69_d53e8349
<g/>
;	
8.	bv_doc_id__69_d53e8358
er	bv_doc_id__69_d53e8361
übt	bv_doc_id__69_d53e8363
das	bv_doc_id__69_d53e8365
dem	bv_doc_id__69_d53e8367
Bund	bv_doc_id__69_d53e8370
zustehende	bv_doc_id__69_d53e8372
Aufsichtsrecht	bv_doc_id__69_d53e8374
über	bv_doc_id__69_d53e8376
die	bv_doc_id__69_d53e8378
Verwaltung	bv_doc_id__69_d53e8380
der	bv_doc_id__69_d53e8383
Länder	bv_doc_id__69_d53e8385
aus	bv_doc_id__69_d53e8387
<g/>
;	
9.	bv_doc_id__69_d53e8397
er	bv_doc_id__69_d53e8400
hat	bv_doc_id__69_d53e8402
das	bv_doc_id__69_d53e8404
Recht	bv_doc_id__69_d53e8406
der	bv_doc_id__69_d53e8409
Begnadigung	bv_doc_id__69_d53e8411
in	bv_doc_id__69_d53e8413
Einzelfällen	bv_doc_id__69_d53e8415
<g/>
;	
10.	bv_doc_id__69_d53e8424
er	bv_doc_id__69_d53e8427
verfügt	bv_doc_id__69_d53e8429
mit	bv_doc_id__69_d53e8431
Zustimmung	bv_doc_id__69_d53e8433
des	bv_doc_id__69_d53e8436
Bundesrates	bv_doc_id__69_d53e8438
den	bv_doc_id__69_d53e8440
Ausnahmszustand	bv_doc_id__69_d53e8442
<g/>
.	
Art.	bv_doc_id__69_d53e8452
43.	bv_doc_id__69_d53e8454
Der	bv_doc_id__69_d53e8459
Bundespräsident	bv_doc_id__69_d53e8461
kann	bv_doc_id__69_d53e8463
über	bv_doc_id__69_d53e8465
einen	bv_doc_id__69_d53e8467
qualifizierten	bv_doc_id__69_d53e8470
Beschluß	bv_doc_id__69_d53e8472
des	bv_doc_id__69_d53e8474
Bundestages	bv_doc_id__69_d53e8476
wegen	bv_doc_id__69_d53e8478
Verletzung	bv_doc_id__69_d53e8480
der	bv_doc_id__69_d53e8483
Verfassung	bv_doc_id__69_d53e8485
vor	bv_doc_id__69_d53e8487
dem	bv_doc_id__69_d53e8489
Bundesverfassungsgericht	bv_doc_id__69_d53e8491
unter	bv_doc_id__69_d53e8493
Anklage	bv_doc_id__69_d53e8496
gestellt	bv_doc_id__69_d53e8498
werden	bv_doc_id__69_d53e8500
<g/>
.	
Über	bv_doc_id__69_d53e8504
qualifizierten	bv_doc_id__69_d53e8506
Beschluß	bv_doc_id__69_d53e8509
des	bv_doc_id__69_d53e8511
Bundestages	bv_doc_id__69_d53e8513
muß	bv_doc_id__69_d53e8515
vom	bv_doc_id__69_d53e8517
Präsidenten	bv_doc_id__69_d53e8519
des	bv_doc_id__69_d53e8522
Bundestages	bv_doc_id__69_d53e8524
ein	bv_doc_id__69_d53e8526
Volksentscheid	bv_doc_id__69_d53e8528
eingeholt	bv_doc_id__69_d53e8530
werden	bv_doc_id__69_d53e8532
<g/>
,	
welcher	bv_doc_id__69_d53e8537
die	bv_doc_id__69_d53e8539
Absetzung	bv_doc_id__69_d53e8541
des	bv_doc_id__69_d53e8543
Bundespräsidenten	bv_doc_id__69_d53e8545
mit	bv_doc_id__69_d53e8548
einfacher	bv_doc_id__69_d53e8550
Mehrheit	bv_doc_id__69_d53e8552
aussprechen	bv_doc_id__69_d53e8554
kann	bv_doc_id__69_d53e8556
<g/>
.	
Durch	bv_doc_id__69_d53e8561
einen	bv_doc_id__69_d53e8563
derartigen	bv_doc_id__69_d53e8565
Volksentscheid	bv_doc_id__69_d53e8567
verliert	bv_doc_id__69_d53e8569
der	bv_doc_id__69_d53e8571
Bundespräsident	bv_doc_id__69_d53e8574
sein	bv_doc_id__69_d53e8576
Amt	bv_doc_id__69_d53e8578
und	bv_doc_id__69_d53e8580
die	bv_doc_id__69_d53e8582
Fähigkeit	bv_doc_id__69_d53e8584
<g/>
,	
bei	bv_doc_id__69_d53e8589
der	bv_doc_id__69_d53e8591
nächsten	bv_doc_id__69_d53e8593
Wahlperiode	bv_doc_id__69_d53e8595
gewählt	bv_doc_id__69_d53e8597
zu	bv_doc_id__69_d53e8600
werden	bv_doc_id__69_d53e8602
<g/>
.	
Im	bv_doc_id__69_d53e8606
Falle	bv_doc_id__69_d53e8608
der	bv_doc_id__69_d53e8610
Amtsentsetzung	bv_doc_id__69_d53e8613
oder	bv_doc_id__69_d53e8615
sonstiger	bv_doc_id__69_d53e8617
Verhinderung	bv_doc_id__69_d53e8619
wird	bv_doc_id__69_d53e8621
der	bv_doc_id__69_d53e8623
Bundespräsident	bv_doc_id__69_d53e8626
durch	bv_doc_id__69_d53e8628
seinen	bv_doc_id__69_d53e8630
Stellvertreter	bv_doc_id__69_d53e8632
vertreten	bv_doc_id__69_d53e8634
<g/>
.	
Scheidet	bv_doc_id__69_d53e8639
auch	bv_doc_id__69_d53e8641
dieser	bv_doc_id__69_d53e8643
aus	bv_doc_id__69_d53e8645
<g/>
,	
führt	bv_doc_id__69_d53e8649
der	bv_doc_id__69_d53e8652
Bundeskanzler	bv_doc_id__69_d53e8654
die	bv_doc_id__69_d53e8656
Geschäfte	bv_doc_id__69_d53e8658
<g/>
.	
II	bv_doc_id__69_d53e8667
<g/>
.	
Der	bv_doc_id__69_d53e8671
Bundesrat	bv_doc_id__69_d53e8673
<g/>
.	
Art.	bv_doc_id__69_d53e8684
44.	bv_doc_id__69_d53e8686
Vertretung	bv_doc_id__69_d53e8693
der	bv_doc_id__69_d53e8695
Länder	bv_doc_id__69_d53e8697
<g/>
.	
Zur	bv_doc_id__69_d53e8702
Vertretung	bv_doc_id__69_d53e8704
der	bv_doc_id__69_d53e8706
Länder	bv_doc_id__69_d53e8708
bei	bv_doc_id__69_d53e8711
der	bv_doc_id__69_d53e8713
Gesetzgebung	bv_doc_id__69_d53e8715
und	bv_doc_id__69_d53e8717
Verwaltung	bv_doc_id__69_d53e8719
des	bv_doc_id__69_d53e8721
Bundes	bv_doc_id__69_d53e8724
dient	bv_doc_id__69_d53e8726
der	bv_doc_id__69_d53e8728
Bundesrat	bv_doc_id__69_d53e8730
<g/>
.	
Jedes	bv_doc_id__69_d53e8734
Land	bv_doc_id__69_d53e8737
entsendet	bv_doc_id__69_d53e8739
einen	bv_doc_id__69_d53e8741
mit	bv_doc_id__69_d53e8743
einfacher	bv_doc_id__69_d53e8745
Mehrheit	bv_doc_id__69_d53e8747
vom	bv_doc_id__69_d53e8750
Landtage	bv_doc_id__69_d53e8752
für	bv_doc_id__69_d53e8754
die	bv_doc_id__69_d53e8756
Dauer	bv_doc_id__69_d53e8758
von	bv_doc_id__69_d53e8760
4	bv_doc_id__69_d53e8763
Jahren	bv_doc_id__69_d53e8765
gewählten	bv_doc_id__69_d53e8767
Vertreter	bv_doc_id__69_d53e8769
<g/>
;	
jedes	bv_doc_id__69_d53e8773
Land	bv_doc_id__69_d53e8776
hat	bv_doc_id__69_d53e8778
mindestens	bv_doc_id__69_d53e8780
eine	bv_doc_id__69_d53e8782
Stimme	bv_doc_id__69_d53e8784
<g/>
.	
Wenn	bv_doc_id__69_d53e8789
die	bv_doc_id__69_d53e8791
Bevölkerungszahl	bv_doc_id__69_d53e8793
nach	bv_doc_id__69_d53e8795
der	bv_doc_id__69_d53e8797
letzten	bv_doc_id__69_d53e8799
amtlichen	bv_doc_id__69_d53e8802
Volkszählung	bv_doc_id__69_d53e8804
400.000	bv_doc_id__69_d53e8806
überschreitet	bv_doc_id__69_d53e8808
<g/>
,	
so	bv_doc_id__69_d53e8812
gebührt	bv_doc_id__69_d53e8815
dem	bv_doc_id__69_d53e8817
Land	bv_doc_id__69_d53e8819
für	bv_doc_id__69_d53e8821
je	bv_doc_id__69_d53e8823
weitere	bv_doc_id__69_d53e8825
400.000	bv_doc_id__69_d53e8828
Einwohner	bv_doc_id__69_d53e8830
eine	bv_doc_id__69_d53e8832
weitere	bv_doc_id__69_d53e8834
Stimme	bv_doc_id__69_d53e8836
<g/>
.	
Beträgt	bv_doc_id__69_d53e8841
der	bv_doc_id__69_d53e8843
Überschuß	bv_doc_id__69_d53e8845
nicht	bv_doc_id__69_d53e8847
volle	bv_doc_id__69_d53e8849
400.000,	bv_doc_id__69_d53e8851
ist	bv_doc_id__69_d53e8854
er	bv_doc_id__69_d53e8856
aber	bv_doc_id__69_d53e8858
so	bv_doc_id__69_d53e8860
groß	bv_doc_id__69_d53e8862
als	bv_doc_id__69_d53e8864
die	bv_doc_id__69_d53e8867
Einwohnerzahl	bv_doc_id__69_d53e8869
des	bv_doc_id__69_d53e8871
kleinsten	bv_doc_id__69_d53e8873
Landes	bv_doc_id__69_d53e8875
<g/>
,	
so	bv_doc_id__69_d53e8880
gilt	bv_doc_id__69_d53e8882
er	bv_doc_id__69_d53e8884
für	bv_doc_id__69_d53e8886
volle	bv_doc_id__69_d53e8888
400.000	bv_doc_id__69_d53e8890
Kein	bv_doc_id__69_d53e8893
Land	bv_doc_id__69_d53e8895
kann	bv_doc_id__69_d53e8897
mehr	bv_doc_id__69_d53e8899
als	bv_doc_id__69_d53e8901
½	bv_doc_id__69_d53e8903
aller	bv_doc_id__69_d53e8906
Stimmen	bv_doc_id__69_d53e8908
haben	bv_doc_id__69_d53e8910
<g/>
,	
gleichgiltig	bv_doc_id__69_d53e8914
wie	bv_doc_id__69_d53e8916
groß	bv_doc_id__69_d53e8919
die	bv_doc_id__69_d53e8921
Zahl	bv_doc_id__69_d53e8923
seiner	bv_doc_id__69_d53e8925
Einwohner	bv_doc_id__69_d53e8927
ist	bv_doc_id__69_d53e8929
Art.	bv_doc_id__69_d53e8937
45.	bv_doc_id__69_d53e8939
Zuständigkeit	bv_doc_id__69_d53e8946
des	bv_doc_id__69_d53e8948
Bundesrates	bv_doc_id__69_d53e8950
<g/>
.	
1.	bv_doc_id__69_d53e8960
Über	bv_doc_id__69_d53e8963
Verlangen	bv_doc_id__69_d53e8965
des	bv_doc_id__69_d53e8967
Bundesrates	bv_doc_id__69_d53e8969
hat	bv_doc_id__69_d53e8972
vor	bv_doc_id__69_d53e8974
ihm	bv_doc_id__69_d53e8976
die	bv_doc_id__69_d53e8978
Bundesregierung	bv_doc_id__69_d53e8980
zur	bv_doc_id__69_d53e8982
Erteilung	bv_doc_id__69_d53e8985
aller	bv_doc_id__69_d53e8987
begehrten	bv_doc_id__69_d53e8989
Auskünfte	bv_doc_id__69_d53e8991
über	bv_doc_id__69_d53e8993
Regierungsgeschäfte	bv_doc_id__69_d53e8995
zu	bv_doc_id__69_d53e8998
erscheinen	bv_doc_id__69_d53e9000
<g/>
.	
2.	bv_doc_id__69_d53e9009
Regierungsvorlagen	bv_doc_id__69_d53e9012
können	bv_doc_id__69_d53e9014
nur	bv_doc_id__69_d53e9016
mit	bv_doc_id__69_d53e9018
Zustimmung	bv_doc_id__69_d53e9021
des	bv_doc_id__69_d53e9023
Bundesrates	bv_doc_id__69_d53e9025
eingebracht	bv_doc_id__69_d53e9027
werden	bv_doc_id__69_d53e9029
<g/>
.	
3.	bv_doc_id__69_d53e9038
Beschlüsse	bv_doc_id__69_d53e9041
des	bv_doc_id__69_d53e9043
Bundestages	bv_doc_id__69_d53e9045
sind	bv_doc_id__69_d53e9047
dem	bv_doc_id__69_d53e9050
Bundesrate	bv_doc_id__69_d53e9052
vorzulegen	bv_doc_id__69_d53e9054
<g/>
.	
Der	bv_doc_id__69_d53e9058
Bundespräsident	bv_doc_id__69_d53e9060
bedarf	bv_doc_id__69_d53e9063
der	bv_doc_id__69_d53e9065
Zustimmung	bv_doc_id__69_d53e9067
des	bv_doc_id__69_d53e9069
Bundesrates	bv_doc_id__69_d53e9071
<g/>
,	
falls	bv_doc_id__69_d53e9076
er	bv_doc_id__69_d53e9078
einem	bv_doc_id__69_d53e9080
Beschluß	bv_doc_id__69_d53e9082
des	bv_doc_id__69_d53e9084
Bundestages	bv_doc_id__69_d53e9086
die	bv_doc_id__69_d53e9089
Genehmigung	bv_doc_id__69_d53e9091
verweigert	bv_doc_id__69_d53e9093
<g/>
.	
4.	bv_doc_id__69_d53e9103
Die	bv_doc_id__69_d53e9106
Verhängung	bv_doc_id__69_d53e9108
des	bv_doc_id__69_d53e9110
Ausnahmszustandes	bv_doc_id__69_d53e9112
bedarf	bv_doc_id__69_d53e9115
der	bv_doc_id__69_d53e9117
Zustimmung	bv_doc_id__69_d53e9119
des	bv_doc_id__69_d53e9121
Bundesrates	bv_doc_id__69_d53e9123
<g/>
.	
5.	bv_doc_id__69_d53e9132
Die	bv_doc_id__69_d53e9135
Auflösung	bv_doc_id__69_d53e9137
des	bv_doc_id__69_d53e9139
Bundestages	bv_doc_id__69_d53e9141
kann	bv_doc_id__69_d53e9144
vom	bv_doc_id__69_d53e9146
Bundespräsidenten	bv_doc_id__69_d53e9148
nur	bv_doc_id__69_d53e9150
mit	bv_doc_id__69_d53e9152
Zustimmung	bv_doc_id__69_d53e9154
des	bv_doc_id__69_d53e9157
Bundesrates	bv_doc_id__69_d53e9159
verfügt	bv_doc_id__69_d53e9161
werden	bv_doc_id__69_d53e9163
<g/>
.	
Art.	bv_doc_id__69_d53e9174
46.	bv_doc_id__69_d53e9176
Der	bv_doc_id__69_d53e9181
Bundesrat	bv_doc_id__69_d53e9183
gibt	bv_doc_id__69_d53e9185
sich	bv_doc_id__69_d53e9187
eine	bv_doc_id__69_d53e9189
eigene	bv_doc_id__69_d53e9192
Geschäftsordnung	bv_doc_id__69_d53e9194
<g/>
,	
seine	bv_doc_id__69_d53e9198
Sitzungen	bv_doc_id__69_d53e9200
sind	bv_doc_id__69_d53e9202
öffentlich	bv_doc_id__69_d53e9205
<g/>
.	
Die	bv_doc_id__69_d53e9209
Öfftentlichkeit	bv_doc_id__69_d53e9211
kann	bv_doc_id__69_d53e9213
gemäß	bv_doc_id__69_d53e9215
der	bv_doc_id__69_d53e9218
Geschäftsordnung	bv_doc_id__69_d53e9220
bei	bv_doc_id__69_d53e9222
einzelnen	bv_doc_id__69_d53e9224
Gegenständen	bv_doc_id__69_d53e9226
ausgeschlossen	bv_doc_id__69_d53e9228
werden	bv_doc_id__69_d53e9231
<g/>
.	
Den	bv_doc_id__69_d53e9235
Vorsitz	bv_doc_id__69_d53e9237
im	bv_doc_id__69_d53e9239
Bundesrate	bv_doc_id__69_d53e9241
führt	bv_doc_id__69_d53e9244
der	bv_doc_id__69_d53e9246
Bundeskanzler	bv_doc_id__69_d53e9248
oder	bv_doc_id__69_d53e9250
sein	bv_doc_id__69_d53e9252
Stellvertreter	bv_doc_id__69_d53e9254
<g/>
.	
Art.	bv_doc_id__69_d53e9265
47.	bv_doc_id__69_d53e9267
Wahrheitsgetreue	bv_doc_id__69_d53e9272
Berichte	bv_doc_id__69_d53e9274
über	bv_doc_id__69_d53e9276
die	bv_doc_id__69_d53e9278
Verhandlungen	bv_doc_id__69_d53e9280
in	bv_doc_id__69_d53e9283
den	bv_doc_id__69_d53e9285
öffentlichen	bv_doc_id__69_d53e9287
Sitzungen	bv_doc_id__69_d53e9289
des	bv_doc_id__69_d53e9291
Bundesrates	bv_doc_id__69_d53e9293
sind	bv_doc_id__69_d53e9296
von	bv_doc_id__69_d53e9298
jeder	bv_doc_id__69_d53e9300
Verantwortung	bv_doc_id__69_d53e9302
frei	bv_doc_id__69_d53e9304
Art	bv_doc_id__69_d53e9312
48.	bv_doc_id__69_d53e9314
Die	bv_doc_id__69_d53e9319
Mitglieder	bv_doc_id__69_d53e9321
des	bv_doc_id__69_d53e9323
Bundesrates	bv_doc_id__69_d53e9325
können	bv_doc_id__69_d53e9327
wegen	bv_doc_id__69_d53e9330
der	bv_doc_id__69_d53e9332
in	bv_doc_id__69_d53e9334
Ausübung	bv_doc_id__69_d53e9336
dieses	bv_doc_id__69_d53e9338
Berufes	bv_doc_id__69_d53e9340
geschehenen	bv_doc_id__69_d53e9343
Abstimmungen	bv_doc_id__69_d53e9345
niemals	bv_doc_id__69_d53e9347
<g/>
,	
wegen	bv_doc_id__69_d53e9351
der	bv_doc_id__69_d53e9353
in	bv_doc_id__69_d53e9356
diesem	bv_doc_id__69_d53e9358
Berufe	bv_doc_id__69_d53e9360
gemachten	bv_doc_id__69_d53e9362
Äußerungen	bv_doc_id__69_d53e9364
nur	bv_doc_id__69_d53e9366
vom	bv_doc_id__69_d53e9369
Bundesrate	bv_doc_id__69_d53e9371
verantwortlich	bv_doc_id__69_d53e9373
gemacht	bv_doc_id__69_d53e9375
werden	bv_doc_id__69_d53e9377
<g/>
.	
Kein	bv_doc_id__69_d53e9382
Mitglied	bv_doc_id__69_d53e9384
des	bv_doc_id__69_d53e9386
Bundesrates	bv_doc_id__69_d53e9388
darf	bv_doc_id__69_d53e9390
während	bv_doc_id__69_d53e9392
der	bv_doc_id__69_d53e9395
Dauer	bv_doc_id__69_d53e9397
der	bv_doc_id__69_d53e9399
Sitzungsperiode	bv_doc_id__69_d53e9401
wegen	bv_doc_id__69_d53e9403
einer	bv_doc_id__69_d53e9405
strafbaren	bv_doc_id__69_d53e9408
Handlung	bv_doc_id__69_d53e9410
—	bv_doc_id__69_d53e9412
den	bv_doc_id__69_d53e9414
Fall	bv_doc_id__69_d53e9416
der	bv_doc_id__69_d53e9418
Ergreifung	bv_doc_id__69_d53e9421
auf	bv_doc_id__69_d53e9423
frischer	bv_doc_id__69_d53e9425
Tat	bv_doc_id__69_d53e9427
ausgenommen	bv_doc_id__69_d53e9429
—	bv_doc_id__69_d53e9431
ohne	bv_doc_id__69_d53e9434
Zustimmung	bv_doc_id__69_d53e9436
des	bv_doc_id__69_d53e9438
Bundesrates	bv_doc_id__69_d53e9440
verhaftet	bv_doc_id__69_d53e9442
oder	bv_doc_id__69_d53e9444
behördlich	bv_doc_id__69_d53e9447
verfolgt	bv_doc_id__69_d53e9449
werden	bv_doc_id__69_d53e9451
<g/>
.	
Selbst	bv_doc_id__69_d53e9455
in	bv_doc_id__69_d53e9457
dem	bv_doc_id__69_d53e9460
Falle	bv_doc_id__69_d53e9462
der	bv_doc_id__69_d53e9464
Ergreifung	bv_doc_id__69_d53e9466
auf	bv_doc_id__69_d53e9468
frischer	bv_doc_id__69_d53e9470
Tat	bv_doc_id__69_d53e9473
hat	bv_doc_id__69_d53e9475
die	bv_doc_id__69_d53e9477
Behörde	bv_doc_id__69_d53e9479
dem	bv_doc_id__69_d53e9481
Bundesrate	bv_doc_id__69_d53e9483
sogleich	bv_doc_id__69_d53e9486
die	bv_doc_id__69_d53e9488
geschehene	bv_doc_id__69_d53e9490
Verhaftung	bv_doc_id__69_d53e9492
bekanntzugeben	bv_doc_id__69_d53e9494
<g/>
.	
Wenn	bv_doc_id__69_d53e9499
es	bv_doc_id__69_d53e9501
der	bv_doc_id__69_d53e9503
Bundesrat	bv_doc_id__69_d53e9505
verlangt	bv_doc_id__69_d53e9507
<g/>
,	
muß	bv_doc_id__69_d53e9512
die	bv_doc_id__69_d53e9514
Haft	bv_doc_id__69_d53e9516
aufgehoben	bv_doc_id__69_d53e9518
und	bv_doc_id__69_d53e9520
die	bv_doc_id__69_d53e9522
Verfolgung	bv_doc_id__69_d53e9525
für	bv_doc_id__69_d53e9527
die	bv_doc_id__69_d53e9529
ganze	bv_doc_id__69_d53e9531
Sitzungsperiode	bv_doc_id__69_d53e9533
aufgeschoben	bv_doc_id__69_d53e9535
werden	bv_doc_id__69_d53e9538
<g/>
.	
Art.	bv_doc_id__69_d53e9548
49	bv_doc_id__69_d53e9550
Die	bv_doc_id__69_d53e9555
Mitglieder	bv_doc_id__69_d53e9557
des	bv_doc_id__69_d53e9559
Bundesrates	bv_doc_id__69_d53e9561
sind	bv_doc_id__69_d53e9563
berechtigt	bv_doc_id__69_d53e9566
<g/>
,	
über	bv_doc_id__69_d53e9570
Personen	bv_doc_id__69_d53e9572
die	bv_doc_id__69_d53e9574
ihnen	bv_doc_id__69_d53e9576
in	bv_doc_id__69_d53e9579
ihrer	bv_doc_id__69_d53e9581
Eigenschaft	bv_doc_id__69_d53e9583
als	bv_doc_id__69_d53e9585
Mitglieder	bv_doc_id__69_d53e9587
