<doc id="bv_doc_id__50" attrs="word lemma type">
Protokollder	bv_doc_id__50_d39e271
der	bv_doc_id__50_d39e2137
stastlichen	bv_doc_id__50_d39e2139
Privatwirtschaft	bv_doc_id__50_d39e2141
sind	bv_doc_id__50_d39e2143
<g/>
,	
daber	bv_doc_id__50_d39e2148
müßte	bv_doc_id__50_d39e2150
die	bv_doc_id__50_d39e2152
allgemeine	bv_doc_id__50_d39e2154
Fassung	bv_doc_id__50_d39e2156
des	bv_doc_id__50_d39e2159
Artikels	bv_doc_id__50_d39e2161
32	bv_doc_id__50_d39e2163
a	bv_doc_id__50_d39e2165
gewählt	bv_doc_id__50_d39e2167
werden	bv_doc_id__50_d39e2169
<g/>
.	
Erläuternd	bv_doc_id__50_d39e2174
bemerkt	bv_doc_id__50_d39e2176
Sekt	bv_doc_id__50_d39e2178
<g/>
.	
Rat	bv_doc_id__50_d39e2182
Dr	bv_doc_id__50_d39e2185
<g/>
.	
Mannlicher	bv_doc_id__50_d39e2189
<g/>
,	
daß	bv_doc_id__50_d39e2193
die	bv_doc_id__50_d39e2195
Forste	bv_doc_id__50_d39e2198
nicht	bv_doc_id__50_d39e2200
aufgezählt	bv_doc_id__50_d39e2202
sind	bv_doc_id__50_d39e2204
<g/>
.	
Die	bv_doc_id__50_d39e2208
bezüglichen	bv_doc_id__50_d39e2211
Angelegenheiten	bv_doc_id__50_d39e2213
gehören	bv_doc_id__50_d39e2215
als	bv_doc_id__50_d39e2217
technische	bv_doc_id__50_d39e2219
<g/>
,	
ebenso	bv_doc_id__50_d39e2224
wie	bv_doc_id__50_d39e2226
die	bv_doc_id__50_d39e2228
Bauangelegenheiten	bv_doc_id__50_d39e2230
<g/>
,	
der	bv_doc_id__50_d39e2234
Gesundheite-	bv_doc_id__50_d39e2237
<g/>
,	
Veterinär-	bv_doc_id__50_d39e2241
<g/>
,	
Archiv-	bv_doc_id__50_d39e2245
und	bv_doc_id__50_d39e2247
Biblintheksdienst	bv_doc_id__50_d39e2250
zum	bv_doc_id__50_d39e2252
Wirkungskreis	bv_doc_id__50_d39e2254
der	bv_doc_id__50_d39e2256
politischen	bv_doc_id__50_d39e2258
Verwaltung	bv_doc_id__50_d39e2260
<g/>
.	
Prof	bv_doc_id__50_d39e2265
<g/>
.	
Dr	bv_doc_id__50_d39e2269
<g/>
.	
Seipel	bv_doc_id__50_d39e2273
wünscht	bv_doc_id__50_d39e2276
Feststellung	bv_doc_id__50_d39e2278
<g/>
,	
welche	bv_doc_id__50_d39e2282
Organe	bv_doc_id__50_d39e2284
die	bv_doc_id__50_d39e2286
finanziellen	bv_doc_id__50_d39e2289
Angelegenheiten	bv_doc_id__50_d39e2291
zwischen	bv_doc_id__50_d39e2293
Bund	bv_doc_id__50_d39e2295
und	bv_doc_id__50_d39e2297
Ländern	bv_doc_id__50_d39e2299
zu	bv_doc_id__50_d39e2302
regeln	bv_doc_id__50_d39e2304
haben	bv_doc_id__50_d39e2306
<g/>
,	
würde	bv_doc_id__50_d39e2310
es	bv_doc_id__50_d39e2312
auch	bv_doc_id__50_d39e2315
verziehen	bv_doc_id__50_d39e2317
<g/>
,	
von	bv_doc_id__50_d39e2321
Justizwesen	bv_doc_id__50_d39e2323
zu	bv_doc_id__50_d39e2325
reden	bv_doc_id__50_d39e2328
und	bv_doc_id__50_d39e2330
nicht	bv_doc_id__50_d39e2332
von	bv_doc_id__50_d39e2334
Justizpflege	bv_doc_id__50_d39e2336
<g/>
.	
Er	bv_doc_id__50_d39e2341
ersucht	bv_doc_id__50_d39e2343
endlich	bv_doc_id__50_d39e2345
um	bv_doc_id__50_d39e2347
Aufklärung	bv_doc_id__50_d39e2349
zu	bv_doc_id__50_d39e2351
einzelnen	bv_doc_id__50_d39e2354
Punkten	bv_doc_id__50_d39e2356
<g/>
,	
welche	bv_doc_id__50_d39e2360
Beaute	bv_doc_id__50_d39e2362
mit	bv_doc_id__50_d39e2364
diesen	bv_doc_id__50_d39e2367
Angelegenheiten	bv_doc_id__50_d39e2369
befaßt	bv_doc_id__50_d39e2371
sind	bv_doc_id__50_d39e2373
<g/>
.	
Zum	bv_doc_id__50_d39e2377
Beispiel	bv_doc_id__50_d39e2380
MHaren	bv_doc_id__50_d39e2382
und	bv_doc_id__50_d39e2384
Viehverkehr	bv_doc_id__50_d39e2386
mit	bv_doc_id__50_d39e2388
dem	bv_doc_id__50_d39e2390
Ausland«	bv_doc_id__50_d39e2393
<g/>
,	
Sehr	bv_doc_id__50_d39e2397
allgemein	bv_doc_id__50_d39e2399
ist	bv_doc_id__50_d39e2401
auch	bv_doc_id__50_d39e2403
die	bv_doc_id__50_d39e2406
Wendung	bv_doc_id__50_d39e2408
»Arbeiterrecht	bv_doc_id__50_d39e2410
und	bv_doc_id__50_d39e2412
Arbeiter-	bv_doc_id__50_d39e2414
und	bv_doc_id__50_d39e2416
Angestelltenschutze	bv_doc_id__50_d39e2419
<g/>
,	
auf	bv_doc_id__50_d39e2423
5	bv_doc_id__50_d39e2427
Grund	bv_doc_id__50_d39e2432
deren	bv_doc_id__50_d39e2434
viste	bv_doc_id__50_d39e2436
neus	bv_doc_id__50_d39e2438
Ergans	bv_doc_id__50_d39e2440
eingeführt	bv_doc_id__50_d39e2443
werden	bv_doc_id__50_d39e2445
könnten	bv_doc_id__50_d39e2447
<g/>
,	
wäh	bv_doc_id__50_d39e2451
rend	bv_doc_id__50_d39e2453
jetzt	bv_doc_id__50_d39e2456
nur	bv_doc_id__50_d39e2458
die	bv_doc_id__50_d39e2460
Geverbeinspektoren	bv_doc_id__50_d39e2462
vorhanden	bv_doc_id__50_d39e2464
sind	bv_doc_id__50_d39e2466
<g/>
.	
Tekt	bv_doc_id__50_d39e2471
<g/>
,	
Tat	bv_doc_id__50_d39e2475
Dr	bv_doc_id__50_d39e2477
<g/>
.	
Wernlicher	bv_doc_id__50_d39e2482
sraähnt	bv_doc_id__50_d39e2484
<g/>
,	
daß	bv_doc_id__50_d39e2488
das	bv_doc_id__50_d39e2490
Slaabsan	bv_doc_id__50_d39e2492
<g/>
?	
für	bv_doc_id__50_d39e2497
Land	bv_doc_id__50_d39e2499
und	bv_doc_id__50_d39e2501
Verstwirtschaft	bv_doc_id__50_d39e2503
großes	bv_doc_id__50_d39e2505
Gericht	bv_doc_id__50_d39e2508
auf	bv_doc_id__50_d39e2510
die	bv_doc_id__50_d39e2512
Aufnahme	bv_doc_id__50_d39e2514
des	bv_doc_id__50_d39e2516
Vaterinärdienstes	bv_doc_id__50_d39e2518
gelegt	bv_doc_id__50_d39e2521
hat	bv_doc_id__50_d39e2523
<g/>
,	
die	bv_doc_id__50_d39e2527
aber	bv_doc_id__50_d39e2529
ne	bv_doc_id__50_d39e2531
gen	bv_doc_id__50_d39e2534
des	bv_doc_id__50_d39e2536
sugen	bv_doc_id__50_d39e2538
Zusannenhanges	bv_doc_id__50_d39e2540
mit	bv_doc_id__50_d39e2542
der	bv_doc_id__50_d39e2544
politischen	bv_doc_id__50_d39e2547
Verwaltung	bv_doc_id__50_d39e2549
unterblieben	bv_doc_id__50_d39e2551
sei	bv_doc_id__50_d39e2553
<g/>
.	
Man	bv_doc_id__50_d39e2557
müsse	bv_doc_id__50_d39e2560
darauf	bv_doc_id__50_d39e2562
bedacht	bv_doc_id__50_d39e2564
sein	bv_doc_id__50_d39e2566
<g/>
,	
die	bv_doc_id__50_d39e2570
Verhandlungsfähigkeit	bv_doc_id__50_d39e2573
mit	bv_doc_id__50_d39e2575
dem	bv_doc_id__50_d39e2577
Ausland	bv_doc_id__50_d39e2579
nicht	bv_doc_id__50_d39e2581
zu	bv_doc_id__50_d39e2583
gefährden	bv_doc_id__50_d39e2586
<g/>
.	
Es	bv_doc_id__50_d39e2590
wurde	bv_doc_id__50_d39e2592
an	bv_doc_id__50_d39e2594
nicht	bv_doc_id__50_d39e2596
mehr	bv_doc_id__50_d39e2599
gedacht	bv_doc_id__50_d39e2601
<g/>
,	
als	bv_doc_id__50_d39e2605
im	bv_doc_id__50_d39e2607
Bedarfsfalle	bv_doc_id__50_d39e2609
an	bv_doc_id__50_d39e2612
den	bv_doc_id__50_d39e2614
Grenzen	bv_doc_id__50_d39e2616
auch	bv_doc_id__50_d39e2618
Veterinärergane	bv_doc_id__50_d39e2620
anzustellen	bv_doc_id__50_d39e2622
<g/>
,	
wie	bv_doc_id__50_d39e2627
dies	bv_doc_id__50_d39e2629
schon	bv_doc_id__50_d39e2631
früher	bv_doc_id__50_d39e2633
ander	bv_doc_id__50_d39e2635
russischen	bv_doc_id__50_d39e2638
und	bv_doc_id__50_d39e2640
serbischen	bv_doc_id__50_d39e2642
Grenze	bv_doc_id__50_d39e2644
gewesen	bv_doc_id__50_d39e2646
sei	bv_doc_id__50_d39e2648
<g/>
.	
Der	bv_doc_id__50_d39e2653
Ausdruck	bv_doc_id__50_d39e2655
Justizpflege	bv_doc_id__50_d39e2657
sei	bv_doc_id__50_d39e2659
vom	bv_doc_id__50_d39e2661
Stestsamt	bv_doc_id__50_d39e2664
für	bv_doc_id__50_d39e2666
Justiz	bv_doc_id__50_d39e2668
gewünscht	bv_doc_id__50_d39e2670
werden	bv_doc_id__50_d39e2672
<g/>
.	
Auf	bv_doc_id__50_d39e2677
dem	bv_doc_id__50_d39e2679
Gebiete	bv_doc_id__50_d39e2681
des	bv_doc_id__50_d39e2683
Arbeiterrechtes	bv_doc_id__50_d39e2685
kommen	bv_doc_id__50_d39e2687
derzeit	bv_doc_id__50_d39e2690
nur	bv_doc_id__50_d39e2692
die	bv_doc_id__50_d39e2694
Feverbeiapsaktoren	bv_doc_id__50_d39e2696
in	bv_doc_id__50_d39e2698
Bstracht	bv_doc_id__50_d39e2700
<g/>
,	
Der	bv_doc_id__50_d39e2705
Varsitzende	bv_doc_id__50_d39e2707
erwähnt	bv_doc_id__50_d39e2709
auch	bv_doc_id__50_d39e2711
die	bv_doc_id__50_d39e2713
neu	bv_doc_id__50_d39e2716
errichteten	bv_doc_id__50_d39e2718
Einigungsämer	bv_doc_id__50_d39e2720
und	bv_doc_id__50_d39e2722
die	bv_doc_id__50_d39e2724
Gewerbegerichte	bv_doc_id__50_d39e2726
als	bv_doc_id__50_d39e2729
Bundesergane	bv_doc_id__50_d39e2731
auf	bv_doc_id__50_d39e2733
dem	bv_doc_id__50_d39e2735
Gebiate	bv_doc_id__50_d39e2737
des	bv_doc_id__50_d39e2739
Arbeiterrechtes	bv_doc_id__50_d39e2742
<g/>
.	
Staatssekretär	bv_doc_id__50_d39e2746
Praf	bv_doc_id__50_d39e2748
<g/>
.	
Dr	bv_doc_id__50_d39e2752
<g/>
.	
Mayr	bv_doc_id__50_d39e2757
erklärt	bv_doc_id__50_d39e2759
<g/>
,	
daß	bv_doc_id__50_d39e2763
an	bv_doc_id__50_d39e2765
eine	bv_doc_id__50_d39e2768
weitere	bv_doc_id__50_d39e2770
Ausgestaltung	bv_doc_id__50_d39e2772
nicht	bv_doc_id__50_d39e2774
gedacht	bv_doc_id__50_d39e2776
sei	bv_doc_id__50_d39e2778
<g/>
.	
Auch	bv_doc_id__50_d39e2783
werden	bv_doc_id__50_d39e2785
die	bv_doc_id__50_d39e2787
Länder	bv_doc_id__50_d39e2789
kaum	bv_doc_id__50_d39e2791
Wert	bv_doc_id__50_d39e2794
auf	bv_doc_id__50_d39e2796
Selbständigkeit	bv_doc_id__50_d39e2798
legen	bv_doc_id__50_d39e2800
<g/>
,	
da	bv_doc_id__50_d39e2804
es	bv_doc_id__50_d39e2807
ihnen	bv_doc_id__50_d39e2809
an	bv_doc_id__50_d39e2811
geeigneten	bv_doc_id__50_d39e2813
Leuten	bv_doc_id__50_d39e2815
mangelt	bv_doc_id__50_d39e2817
<g/>
.	
Abgeordneter	bv_doc_id__50_d39e2822
Fi	bv_doc_id__50_d39e2824
ak	bv_doc_id__50_d39e2826
wünscht	bv_doc_id__50_d39e2828
im	bv_doc_id__50_d39e2830
Berichte	bv_doc_id__50_d39e2833
ein«	bv_doc_id__50_d39e2835
authentische	bv_doc_id__50_d39e2837
Erklärung	bv_doc_id__50_d39e2839
über	bv_doc_id__50_d39e2841
die	bv_doc_id__50_d39e2843
Kampetenz	bv_doc_id__50_d39e2846
in	bv_doc_id__50_d39e2848
Frazen	bv_doc_id__50_d39e2850
des	bv_doc_id__50_d39e2852
Arbeiterrechtes	bv_doc_id__50_d39e2854
und	bv_doc_id__50_d39e2856
Arbeiterschutzes	bv_doc_id__50_d39e2859
<g/>
,	
Artikel	bv_doc_id__50_d39e2863
92	bv_doc_id__50_d39e2865
und	bv_doc_id__50_d39e2867
92	bv_doc_id__50_d39e2869
a	bv_doc_id__50_d39e2872
werden	bv_doc_id__50_d39e2874
nun	bv_doc_id__50_d39e2876
in	bv_doc_id__50_d39e2878
folgender	bv_doc_id__50_d39e2880
Form	bv_doc_id__50_d39e2882
beschlassen	bv_doc_id__50_d39e2885
<g/>
:	
Ax	bv_doc_id__50_d39e2889
3	bv_doc_id__50_d39e2891
n	bv_doc_id__50_d39e2893
<g/>
(	
1	bv_doc_id__50_d39e2898
<g/>
)	
Im	bv_doc_id__50_d39e2902
Bereiche	bv_doc_id__50_d39e2904
der	bv_doc_id__50_d39e2906
Länder	bv_doc_id__50_d39e2908
wird	bv_doc_id__50_d39e2911
die	bv_doc_id__50_d39e2913
vollziehende	bv_doc_id__50_d39e2915
Gewalt	bv_doc_id__50_d39e2917
des	bv_doc_id__50_d39e2919
Fundes	bv_doc_id__50_d39e2921
entweder	bv_doc_id__50_d39e2924
durch	bv_doc_id__50_d39e2926
eigene	bv_doc_id__50_d39e2928
Bundesbehörden	bv_doc_id__50_d39e2930
<g/>
(	
unmittelbare	bv_doc_id__50_d39e2934
Zunäesverwaltung	bv_doc_id__50_d39e2937
<g/>
)	
oder	bv_doc_id__50_d39e2941
durch	bv_doc_id__50_d39e2943
die	bv_doc_id__50_d39e2945
Landesregierungen	bv_doc_id__50_d39e2947
und	bv_doc_id__50_d39e2950
die	bv_doc_id__50_d39e2952
ihnen	bv_doc_id__50_d39e2954
unterstellten	bv_doc_id__50_d39e2956
Landesbehörden	bv_doc_id__50_d39e2958
<g/>
(	
miltelbare	bv_doc_id__50_d39e2963
Bundesverwaitung	bv_doc_id__50_d39e2965
<g/>
)	
ausgrüht	bv_doc_id__50_d39e2969
<g/>
.	
<g/>
(	
2	bv_doc_id__50_d39e2976
<g/>
)	
Frlgende	bv_doc_id__50_d39e2980
Angelegenheiten	bv_doc_id__50_d39e2982
können	bv_doc_id__50_d39e2984
im	bv_doc_id__50_d39e2986
Rahmen	bv_doc_id__50_d39e2989
des	bv_doc_id__50_d39e2991
durch	bv_doc_id__50_d39e2993
das	bv_doc_id__50_d39e2995
Bunderverfassungsgesetz	bv_doc_id__50_d39e2997
festgestelllen	bv_doc_id__50_d39e2999
Hirkungsbereiches	bv_doc_id__50_d39e3002
des	bv_doc_id__50_d39e3004
Biodes	bv_doc_id__50_d39e3006
nat	bv_doc_id__50_d39e3008
unmittehteg	bv_doc_id__50_d39e3010
ahren	bv_doc_id__50_d39e3012
Kindestshördes	bv_doc_id__50_d39e3015
ver	bv_doc_id__50_d39e3017
z16	bv_doc_id__50_d39e3019
6	bv_doc_id__50_d39e3023
gehen	bv_doc_id__50_d39e3028
werden	bv_doc_id__50_d39e3030
<g/>
.	
Beren-	bv_doc_id__50_d39e3034
und	bv_doc_id__50_d39e3036
Vichverkehr	bv_doc_id__50_d39e3039
mit	bv_doc_id__50_d39e3041
dem	bv_doc_id__50_d39e3043
Auslande	bv_doc_id__50_d39e3045
<g/>
.	
Granzver	bv_doc_id__50_d39e3049
werkung	bv_doc_id__50_d39e3052
<g/>
:	
Zsllregen-	bv_doc_id__50_d39e3056
Birdesfinzuzen	bv_doc_id__50_d39e3058
<g/>
,	
Pranpslrsser	bv_doc_id__50_d39e3062
<g/>
,	
best	bv_doc_id__50_d39e3067
<g/>
,	
Gerichts-	bv_doc_id__50_d39e3071
<g/>
,	
Wormen-	bv_doc_id__50_d39e3075
und	bv_doc_id__50_d39e3078
Kunzigrungswegen	bv_doc_id__50_d39e3080
<g/>
,	
Justizzosen	bv_doc_id__50_d39e3084
<g/>
,	
Verkehre	bv_doc_id__50_d39e3088
regen	bv_doc_id__50_d39e3091
<g/>
.	
Bundesstrafen	bv_doc_id__50_d39e3095
<g/>
,	
Siren	bv_doc_id__50_d39e3099
und	bv_doc_id__50_d39e3101
Schiffalirtapolizei	bv_doc_id__50_d39e3104
<g/>
,	
fesiTelsgraphen-	bv_doc_id__50_d39e3108
und	bv_doc_id__50_d39e3110
Fernsprochwegen	bv_doc_id__50_d39e3112
<g/>
,	
Vergwesen	bv_doc_id__50_d39e3117
<g/>
,	
Militdrischr	bv_doc_id__50_d39e3121
Angelegenheiten	bv_doc_id__50_d39e3123
<g/>
,	
werlegenherten	bv_doc_id__50_d39e3127
des	bv_doc_id__50_d39e3130
Geverhes	bv_doc_id__50_d39e3132
und	bv_doc_id__50_d39e3134
der	bv_doc_id__50_d39e3136
Lidistrie	bv_doc_id__50_d39e3138
<g/>
,	
Eatentwesen	bv_doc_id__50_d39e3143
<g/>
,	
Ingenieur-	bv_doc_id__50_d39e3147
und	bv_doc_id__50_d39e3149
Zitzltochsikornesen	bv_doc_id__50_d39e3151
<g/>
,	
dsrulierung	bv_doc_id__50_d39e3156
und	bv_doc_id__50_d39e3158
Instandhaltung	bv_doc_id__50_d39e3160
von	bv_doc_id__50_d39e3162
Gerässern	bv_doc_id__50_d39e3164
<g/>
,	
Erbauung	bv_doc_id__50_d39e3169
und	bv_doc_id__50_d39e3171
Erhaltung	bv_doc_id__50_d39e3173
von	bv_doc_id__50_d39e3175
Masserstraßen	bv_doc_id__50_d39e3177
<g/>
.	
Vermegsungswegen	bv_doc_id__50_d39e3182
<g/>
,	
Arbeiterrecht	bv_doc_id__50_d39e3186
<g/>
,	
Arbeiler-	bv_doc_id__50_d39e3190
und	bv_doc_id__50_d39e3192
Angestalltenschutz	bv_doc_id__50_d39e3195
<g/>
,	
3ozialversicherungswesen	bv_doc_id__50_d39e3199
<g/>
,	
Eür	bv_doc_id__50_d39e3203
sorge	bv_doc_id__50_d39e3205
für	bv_doc_id__50_d39e3208
Kriegsteilnehmer	bv_doc_id__50_d39e3210
und	bv_doc_id__50_d39e3212
deren	bv_doc_id__50_d39e3214
Hinterbliebens	bv_doc_id__50_d39e3216
<g/>
,	
Schul-	bv_doc_id__50_d39e3221
und	bv_doc_id__50_d39e3223
Erziehungswegen	bv_doc_id__50_d39e3225
<g/>
,	
Vriksbildungswesen	bv_doc_id__50_d39e3229
<g/>
,	
Denkmalschutz	bv_doc_id__50_d39e3234
<g/>
.	
<g/>
(	
3	bv_doc_id__50_d39e3240
<g/>
)	
Dem	bv_doc_id__50_d39e3244
Bunde	bv_doc_id__50_d39e3247
bleibt	bv_doc_id__50_d39e3249
es	bv_doc_id__50_d39e3251
vorbehalten	bv_doc_id__50_d39e3253
<g/>
,	
auch	bv_doc_id__50_d39e3257
in	bv_doc_id__50_d39e3260
den	bv_doc_id__50_d39e3262
im	bv_doc_id__50_d39e3264
Absatz	bv_doc_id__50_d39e3266
2	bv_doc_id__50_d39e3268
aufgezählten	bv_doc_id__50_d39e3270
Angelegenheiten	bv_doc_id__50_d39e3273
die	bv_doc_id__50_d39e3275
Landesregierungen	bv_doc_id__50_d39e3277
mit	bv_doc_id__50_d39e3279
der	bv_doc_id__50_d39e3281
vallziehenden	bv_doc_id__50_d39e3283
Gewalt	bv_doc_id__50_d39e3286
des	bv_doc_id__50_d39e3288
Bundes	bv_doc_id__50_d39e3290
zu	bv_doc_id__50_d39e3292
beauftragen	bv_doc_id__50_d39e3294
<g/>
.	
<g/>
(	
43	bv_doc_id__50_d39e3301
Dis	bv_doc_id__50_d39e3303
Errichtung	bv_doc_id__50_d39e3305
von	bv_doc_id__50_d39e3307
eigenen	bv_doc_id__50_d39e3309
Bundesbehörden	bv_doc_id__50_d39e3312
für	bv_doc_id__50_d39e3314
audere	bv_doc_id__50_d39e3316
als	bv_doc_id__50_d39e3318
die	bv_doc_id__50_d39e3320
im	bv_doc_id__50_d39e3322
Absatz	bv_doc_id__50_d39e3325
2	bv_doc_id__50_d39e3327
bezeichnsten	bv_doc_id__50_d39e3329
Angelegenheiten	bv_doc_id__50_d39e3331
kann	bv_doc_id__50_d39e3333
<g/>
.	
nur	bv_doc_id__50_d39e3338
mit	bv_doc_id__50_d39e3340
Zustimmung	bv_doc_id__50_d39e3342
der	bv_doc_id__50_d39e3344
beteiligten	bv_doc_id__50_d39e3346
Länder	bv_doc_id__50_d39e3348
erfolgen	bv_doc_id__50_d39e3351
<g/>
.	
<g/>
(	
5	bv_doc_id__50_d39e3357
<g/>
)	
In	bv_doc_id__50_d39e3361
den	bv_doc_id__50_d39e3364
Angelegenheiten	bv_doc_id__50_d39e3366
der	bv_doc_id__50_d39e3368
mittelbaren	bv_doc_id__50_d39e3370
Bundesverwaltung	bv_doc_id__50_d39e3372
sind	bv_doc_id__50_d39e3374
die	bv_doc_id__50_d39e3377
Landesregierungen	bv_doc_id__50_d39e3379
an	bv_doc_id__50_d39e3381
die	bv_doc_id__50_d39e3383
Weisungen	bv_doc_id__50_d39e3385
der	bv_doc_id__50_d39e3387
Bundesregierung	bv_doc_id__50_d39e3390
sowie	bv_doc_id__50_d39e3392
der	bv_doc_id__50_d39e3394
einzelnen	bv_doc_id__50_d39e3396
Bundesministerien	bv_doc_id__50_d39e3398
gebunden	bv_doc_id__50_d39e3400
<g/>
.	
der	bv_doc_id__50_d39e3405
administrative	bv_doc_id__50_d39e3407
Instanzenzug	bv_doc_id__50_d39e3409
geht	bv_doc_id__50_d39e3411
in	bv_doc_id__50_d39e3413
diesen	bv_doc_id__50_d39e3416
Angelegenheiten	bv_doc_id__50_d39e3418
<g/>
-	
wenn	bv_doc_id__50_d39e3422
nicht	bv_doc_id__50_d39e3424
durch	bv_doc_id__50_d39e3426
Bundesgesetz	bv_doc_id__50_d39e3429
ausdrücklich	bv_doc_id__50_d39e3431
andrs	bv_doc_id__50_d39e3433
bestimmt	bv_doc_id__50_d39e3435
ist	bv_doc_id__50_d39e3437
<g/>
-	
bis	bv_doc_id__50_d39e3442
zu	bv_doc_id__50_d39e3444
den	bv_doc_id__50_d39e3446
zuständigen	bv_doc_id__50_d39e3448
Bundesministerien	bv_doc_id__50_d39e3450
<g/>
.	
Art.	bv_doc_id__50_d39e3455
92	bv_doc_id__50_d39e3457
8.	bv_doc_id__50_d39e3459
Die	bv_doc_id__50_d39e3461
Bestimmungen	bv_doc_id__50_d39e3463
des	bv_doc_id__50_d39e3465
Artikels	bv_doc_id__50_d39e3468
92	bv_doc_id__50_d39e3470
<g/>
,	
Absatz	bv_doc_id__50_d39e3474
2	bv_doc_id__50_d39e3476
und	bv_doc_id__50_d39e3478
4.	bv_doc_id__50_d39e3481
finden	bv_doc_id__50_d39e3483
nicht	bv_doc_id__50_d39e3485
Anwendung	bv_doc_id__50_d39e3487
auf	bv_doc_id__50_d39e3489
Einrichtungen	bv_doc_id__50_d39e3491
zur	bv_doc_id__50_d39e3494
Besorgung	bv_doc_id__50_d39e3496
der	bv_doc_id__50_d39e3498
Geschäfte	bv_doc_id__50_d39e3500
des	bv_doc_id__50_d39e3502
Bundes	bv_doc_id__50_d39e3504
als	bv_doc_id__50_d39e3507
Träger	bv_doc_id__50_d39e3509
von	bv_doc_id__50_d39e3511
Privatrechten	bv_doc_id__50_d39e3513
<g/>
(	
Artikel	bv_doc_id__50_d39e3517
74	bv_doc_id__50_d39e3520
<g/>
).	
jedoch	bv_doc_id__50_d39e3524
behält	bv_doc_id__50_d39e3526
sich	bv_doc_id__50_d39e3528
jede	bv_doc_id__50_d39e3530
Partei	bv_doc_id__50_d39e3533
noch	bv_doc_id__50_d39e3535
nähere	bv_doc_id__50_d39e3537
Durchsicht	bv_doc_id__50_d39e3539
vor	bv_doc_id__50_d39e3541
<g/>
.	
Ein	bv_doc_id__50_d39e3546
soz	bv_doc_id__50_d39e3548
<g/>
,	
dem	bv_doc_id__50_d39e3552
<g/>
.	
Minderheitsantrag	bv_doc_id__50_d39e3556
zu	bv_doc_id__50_d39e3559
Artikel	bv_doc_id__50_d39e3561
97	bv_doc_id__50_d39e3563
wird	bv_doc_id__50_d39e3565
der	bv_doc_id__50_d39e3567
Abstimmung	bv_doc_id__50_d39e3569
überlassen	bv_doc_id__50_d39e3572
<g/>
.	
Zum	bv_doc_id__50_d39e3576
folgenden	bv_doc_id__50_d39e3578
5.	bv_doc_id__50_d39e3580
Hauptstück	bv_doc_id__50_d39e3582
bemerkt	bv_doc_id__50_d39e3585
der	bv_doc_id__50_d39e3587
Vargitzende	bv_doc_id__50_d39e3589
<g/>
.	
daß	bv_doc_id__50_d39e3593
prinzipielle	bv_doc_id__50_d39e3595
Fragen	bv_doc_id__50_d39e3598
offen	bv_doc_id__50_d39e3600
geblieben	bv_doc_id__50_d39e3602
seien	bv_doc_id__50_d39e3604
<g/>
:	
Die	bv_doc_id__50_d39e3608
Einführung	bv_doc_id__50_d39e3611
7	bv_doc_id__50_d39e3615
von	bv_doc_id__50_d39e3621
Kreisen	bv_doc_id__50_d39e3623
überhaupt	bv_doc_id__50_d39e3625
<g/>
,	
da	bv_doc_id__50_d39e3629
die	bv_doc_id__50_d39e3632
Vertreter	bv_doc_id__50_d39e3634
der	bv_doc_id__50_d39e3636
christlichsozielen	bv_doc_id__50_d39e3638
Partei	bv_doc_id__50_d39e3640
gegen	bv_doc_id__50_d39e3642
die	bv_doc_id__50_d39e3645
Einführung	bv_doc_id__50_d39e3647
vpn	bv_doc_id__50_d39e3649
Kreisen	bv_doc_id__50_d39e3651
in	bv_doc_id__50_d39e3653
den	bv_doc_id__50_d39e3655
größeren	bv_doc_id__50_d39e3658
Ländern	bv_doc_id__50_d39e3660
Stellung	bv_doc_id__50_d39e3662
genommen	bv_doc_id__50_d39e3664
habrn	bv_doc_id__50_d39e3666
<g/>
;	
ferner	bv_doc_id__50_d39e3671
wünscht	bv_doc_id__50_d39e3673
die	bv_doc_id__50_d39e3675
soz	bv_doc_id__50_d39e3677
<g/>
.	
den	bv_doc_id__50_d39e3681
<g/>
.	
Partei	bv_doc_id__50_d39e3686
<g/>
,	
daß	bv_doc_id__50_d39e3690
die	bv_doc_id__50_d39e3692
Leiter	bv_doc_id__50_d39e3694
der	bv_doc_id__50_d39e3697
Bezirks-	bv_doc_id__50_d39e3699
und	bv_doc_id__50_d39e3701
Kreisänter	bv_doc_id__50_d39e3703
zuer	bv_doc_id__50_d39e3705
rechtskundige	bv_doc_id__50_d39e3707
Verwaltungsbeamte	bv_doc_id__50_d39e3710
<g/>
,	
aber	bv_doc_id__50_d39e3714
Organe	bv_doc_id__50_d39e3716
des	bv_doc_id__50_d39e3718
Bezirkes	bv_doc_id__50_d39e3720
oder	bv_doc_id__50_d39e3723
Kreises	bv_doc_id__50_d39e3725
sein	bv_doc_id__50_d39e3727
<g/>
,	
von	bv_doc_id__50_d39e3731
den	bv_doc_id__50_d39e3733
Vertretungen	bv_doc_id__50_d39e3736
erwählt	bv_doc_id__50_d39e3738
und	bv_doc_id__50_d39e3740
vom	bv_doc_id__50_d39e3742
Versitzenden	bv_doc_id__50_d39e3744
und	bv_doc_id__50_d39e3746
einem	bv_doc_id__50_d39e3749
Ausschuß	bv_doc_id__50_d39e3751
ernannt	bv_doc_id__50_d39e3753
werden	bv_doc_id__50_d39e3755
sollen	bv_doc_id__50_d39e3757
<g/>
,	
die	bv_doc_id__50_d39e3762
christlichsozials	bv_doc_id__50_d39e3764
Partei	bv_doc_id__50_d39e3766
wünscht	bv_doc_id__50_d39e3768
