<doc id="bv_doc_id__21" attrs="word lemma type">
Fassung	bv_doc_id__21_d12e331
die	bv_doc_id__21_d12e14277
Bundesregierung	bv_doc_id__21_d12e14280
oder	bv_doc_id__21_d12e14282
der	bv_doc_id__21_d12e14284
zuständige	bv_doc_id__21_d12e14286
Bundesminister	bv_doc_id__21_d12e14288
hiebei	bv_doc_id__21_d12e14290
selbst	bv_doc_id__21_d12e14293
an	bv_doc_id__21_d12e14295
Vorschläge	bv_doc_id__21_d12e14297
anderer	bv_doc_id__21_d12e14299
Stellen	bv_doc_id__21_d12e14301
gebunden	bv_doc_id__21_d12e14303
ist	bv_doc_id__21_d12e14306
<g/>
,	
bestimmt	bv_doc_id__21_d12e14310
das	bv_doc_id__21_d12e14312
Gesetz	bv_doc_id__21_d12e14314
<g/>
.	
<g/>
(	
2	bv_doc_id__21_d12e14325
<g/>
)	
Alle	bv_doc_id__21_d12e14330
Akte	bv_doc_id__21_d12e14332
des	bv_doc_id__21_d12e14334
Bundespräsidenten	bv_doc_id__21_d12e14336
bedürfen	bv_doc_id__21_d12e14339
zu	bv_doc_id__21_d12e14341
ihrer	bv_doc_id__21_d12e14343
Gültigkeit	bv_doc_id__21_d12e14345
der	bv_doc_id__21_d12e14347
Gegenzeichnung	bv_doc_id__21_d12e14349
des	bv_doc_id__21_d12e14352
Bundeskanzlers	bv_doc_id__21_d12e14354
oder	bv_doc_id__21_d12e14356
der	bv_doc_id__21_d12e14358
ressortmäßig	bv_doc_id__21_d12e14360
zuständigen	bv_doc_id__21_d12e14362
Bundesminister	bv_doc_id__21_d12e14365
<g/>
.	
Artikel	bv_doc_id__21_d12e14377
57.	bv_doc_id__21_d12e14379
Der	bv_doc_id__21_d12e14384
Bundespräsident	bv_doc_id__21_d12e14386
ist	bv_doc_id__21_d12e14388
für	bv_doc_id__21_d12e14390
die	bv_doc_id__21_d12e14392
Ausübung	bv_doc_id__21_d12e14395
der	bv_doc_id__21_d12e14397
Regierungsgewalt	bv_doc_id__21_d12e14399
der	bv_doc_id__21_d12e14401
Bundesversammlung	bv_doc_id__21_d12e14403
gemäß	bv_doc_id__21_d12e14405
Artikel	bv_doc_id__21_d12e14408
152	bv_doc_id__21_d12e14410
verantwortlich	bv_doc_id__21_d12e14412
<g/>
.	
2.	bv_doc_id__21_d12e14423
Die	bv_doc_id__21_d12e14425
Bundesregierung	bv_doc_id__21_d12e14427
<g/>
.	
Artikel	bv_doc_id__21_d12e14436
58.	bv_doc_id__21_d12e14438
<g/>
(	
1	bv_doc_id__21_d12e14447
<g/>
)	
Mit	bv_doc_id__21_d12e14452
der	bv_doc_id__21_d12e14454
Regierungsgewalt	bv_doc_id__21_d12e14456
des	bv_doc_id__21_d12e14458
Bundes	bv_doc_id__21_d12e14461
sind	bv_doc_id__21_d12e14463
<g/>
,	
soweit	bv_doc_id__21_d12e14467
diese	bv_doc_id__21_d12e14469
nicht	bv_doc_id__21_d12e14471
dem	bv_doc_id__21_d12e14474
Bundespräsidenten	bv_doc_id__21_d12e14476
übertragen	bv_doc_id__21_d12e14478
ist	bv_doc_id__21_d12e14480
<g/>
,	
der	bv_doc_id__21_d12e14484
Bundeskanzler	bv_doc_id__21_d12e14487
<g/>
,	
der	bv_doc_id__21_d12e14491
Vizekanzler	bv_doc_id__21_d12e14493
und	bv_doc_id__21_d12e14495
die	bv_doc_id__21_d12e14497
übrigen	bv_doc_id__21_d12e14500
Bundesminister	bv_doc_id__21_d12e14502
betraut	bv_doc_id__21_d12e14504
<g/>
.	
Sie	bv_doc_id__21_d12e14508
bilden	bv_doc_id__21_d12e14510
in	bv_doc_id__21_d12e14513
ihrer	bv_doc_id__21_d12e14515
Gesamtheit	bv_doc_id__21_d12e14517
die	bv_doc_id__21_d12e14519
Bundesregierung	bv_doc_id__21_d12e14521
unter	bv_doc_id__21_d12e14523
dem	bv_doc_id__21_d12e14526
Vorsitze	bv_doc_id__21_d12e14528
des	bv_doc_id__21_d12e14530
Bundeskanzlers	bv_doc_id__21_d12e14532
<g/>
.	
<g/>
(	
2	bv_doc_id__21_d12e14543
<g/>
)	
Der	bv_doc_id__21_d12e14548
Vizekanzler	bv_doc_id__21_d12e14550
ist	bv_doc_id__21_d12e14552
zur	bv_doc_id__21_d12e14554
Vertretung	bv_doc_id__21_d12e14557
des	bv_doc_id__21_d12e14559
Bundeskanzlers	bv_doc_id__21_d12e14561
in	bv_doc_id__21_d12e14563
dessen	bv_doc_id__21_d12e14565
gesamtem	bv_doc_id__21_d12e14567
Wirkungskreis	bv_doc_id__21_d12e14570
berufen	bv_doc_id__21_d12e14572
<g/>
.	
Artikel	bv_doc_id__21_d12e14582
59.	bv_doc_id__21_d12e14584
<g/>
(	
1	bv_doc_id__21_d12e14593
<g/>
)	
Die	bv_doc_id__21_d12e14598
Regierungsgewalt	bv_doc_id__21_d12e14600
des	bv_doc_id__21_d12e14602
Bundes	bv_doc_id__21_d12e14604
darf	bv_doc_id__21_d12e14607
nur	bv_doc_id__21_d12e14609
auf	bv_doc_id__21_d12e14611
Grund	bv_doc_id__21_d12e14613
der	bv_doc_id__21_d12e14615
Bundesverfassung	bv_doc_id__21_d12e14617
und	bv_doc_id__21_d12e14620
der	bv_doc_id__21_d12e14622
Bundesgesetze	bv_doc_id__21_d12e14624
ausgeübt	bv_doc_id__21_d12e14626
werden	bv_doc_id__21_d12e14628
<g/>
.	
<g/>
(	
2	bv_doc_id__21_d12e14639
<g/>
)	
Jede	bv_doc_id__21_d12e14644
Behörde	bv_doc_id__21_d12e14646
kann	bv_doc_id__21_d12e14648
im	bv_doc_id__21_d12e14650
Rahmen	bv_doc_id__21_d12e14653
der	bv_doc_id__21_d12e14655
Gesetze	bv_doc_id__21_d12e14657
innerhalb	bv_doc_id__21_d12e14659
ihres	bv_doc_id__21_d12e14661
Wirkungskreises	bv_doc_id__21_d12e14663
Verordnungen	bv_doc_id__21_d12e14666
erlassen	bv_doc_id__21_d12e14668
<g/>
.	
Artikel	bv_doc_id__21_d12e14678
60.	bv_doc_id__21_d12e14680
<g/>
(	
1	bv_doc_id__21_d12e14689
<g/>
)	
Die	bv_doc_id__21_d12e14694
Bundesregierung	bv_doc_id__21_d12e14696
wird	bv_doc_id__21_d12e14698
vom	bv_doc_id__21_d12e14700
Nationalrate	bv_doc_id__21_d12e14703
gewählt	bv_doc_id__21_d12e14705
<g/>
.	
In	bv_doc_id__21_d12e14709
die	bv_doc_id__21_d12e14711
Bundesregierung	bv_doc_id__21_d12e14713
kann	bv_doc_id__21_d12e14716
nur	bv_doc_id__21_d12e14718
gewöhlt	bv_doc_id__21_d12e14720
werden	bv_doc_id__21_d12e14722
<g/>
,	
wer	bv_doc_id__21_d12e14726
zum	bv_doc_id__21_d12e14729
Nationalrat	bv_doc_id__21_d12e14731
wählbar	bv_doc_id__21_d12e14733
ist	bv_doc_id__21_d12e14735
<g/>
;	
die	bv_doc_id__21_d12e14739
Mitglieder	bv_doc_id__21_d12e14742
der	bv_doc_id__21_d12e14744
Bundesregierung	bv_doc_id__21_d12e14746
müssen	bv_doc_id__21_d12e14748
nicht	bv_doc_id__21_d12e14750
dem	bv_doc_id__21_d12e14752
Nationalrat	bv_doc_id__21_d12e14755
angehören	bv_doc_id__21_d12e14757
<g/>
.	
<g/>
(	
2	bv_doc_id__21_d12e14768
<g/>
)	
Zur	bv_doc_id__21_d12e14773
Erstattung	bv_doc_id__21_d12e14775
eines	bv_doc_id__21_d12e14777
Vorschlages	bv_doc_id__21_d12e14779
für	bv_doc_id__21_d12e14782
die	bv_doc_id__21_d12e14784
Wahl	bv_doc_id__21_d12e14786
der	bv_doc_id__21_d12e14788
Bundesregierung	bv_doc_id__21_d12e14790
ist	bv_doc_id__21_d12e14792
der	bv_doc_id__21_d12e14795
vom	bv_doc_id__21_d12e14797
Nationalrat	bv_doc_id__21_d12e14799
aus	bv_doc_id__21_d12e14801
seiner	bv_doc_id__21_d12e14803
Mitte	bv_doc_id__21_d12e14805
nach	bv_doc_id__21_d12e14808
dem	bv_doc_id__21_d12e14810
Verhältniswahlrechte	bv_doc_id__21_d12e14812
gewählte	bv_doc_id__21_d12e14814
Hauptausschuß	bv_doc_id__21_d12e14816
berufen	bv_doc_id__21_d12e14818
<g/>
.	
<g/>
(	
3	bv_doc_id__21_d12e14830
<g/>
)	
Der	bv_doc_id__21_d12e14835
Nationalrat	bv_doc_id__21_d12e14837
nimmt	bv_doc_id__21_d12e14839
die	bv_doc_id__21_d12e14841
Wahl	bv_doc_id__21_d12e14844
der	bv_doc_id__21_d12e14846
Bundesregierung	bv_doc_id__21_d12e14848
durch	bv_doc_id__21_d12e14850
namentliche	bv_doc_id__21_d12e14852
Abstimmung	bv_doc_id__21_d12e14854
über	bv_doc_id__21_d12e14857
den	bv_doc_id__21_d12e14859
Gesamtvorschlag	bv_doc_id__21_d12e14861
des	bv_doc_id__21_d12e14863
Hauptausschusses	bv_doc_id__21_d12e14865
vor	bv_doc_id__21_d12e14867
<g/>
.	
<g/>
(	
4	bv_doc_id__21_d12e14879
<g/>
)	
Ist	bv_doc_id__21_d12e14884
der	bv_doc_id__21_d12e14886
Nationalrat	bv_doc_id__21_d12e14888
nicht	bv_doc_id__21_d12e14890
versammelt	bv_doc_id__21_d12e14893
<g/>
,	
so	bv_doc_id__21_d12e14897
wird	bv_doc_id__21_d12e14899
die	bv_doc_id__21_d12e14901
Bundesregierung	bv_doc_id__21_d12e14903
bis	bv_doc_id__21_d12e14906
zum	bv_doc_id__21_d12e14908
Zusammentritte	bv_doc_id__21_d12e14910
des	bv_doc_id__21_d12e14912
Nationalrates	bv_doc_id__21_d12e14914
vom	bv_doc_id__21_d12e14916
Hauptausschusse	bv_doc_id__21_d12e14919
bestellt	bv_doc_id__21_d12e14921
<g/>
.	
<g/>
(	
5	bv_doc_id__21_d12e14933
<g/>
)	
Auf	bv_doc_id__21_d12e14938
die	bv_doc_id__21_d12e14940
Bestellung	bv_doc_id__21_d12e14942
einzelner	bv_doc_id__21_d12e14944
Mitglieder	bv_doc_id__21_d12e14947
der	bv_doc_id__21_d12e14949
Bundesregierung	bv_doc_id__21_d12e14951
finden	bv_doc_id__21_d12e14953
die	bv_doc_id__21_d12e14955
Bestimmungen	bv_doc_id__21_d12e14957
der	bv_doc_id__21_d12e14960
Absätze	bv_doc_id__21_d12e14962
2	bv_doc_id__21_d12e14964
bis	bv_doc_id__21_d12e14966
4	bv_doc_id__21_d12e14968
sinngemäße	bv_doc_id__21_d12e14970
Anwendung	bv_doc_id__21_d12e14973
<g/>
.	
Artikel	bv_doc_id__21_d12e14983
61.	bv_doc_id__21_d12e14985
Ist	bv_doc_id__21_d12e14990
die	bv_doc_id__21_d12e14992
Bundesregierung	bv_doc_id__21_d12e14994
zurückgetreten	bv_doc_id__21_d12e14996
<g/>
,	
so	bv_doc_id__21_d12e15001
hat	bv_doc_id__21_d12e15003
der	bv_doc_id__21_d12e15005
Bundespräsident	bv_doc_id__21_d12e15007
bis	bv_doc_id__21_d12e15009
zur	bv_doc_id__21_d12e15011
Bildung	bv_doc_id__21_d12e15014
der	bv_doc_id__21_d12e15016
neuen	bv_doc_id__21_d12e15018
Bundesregierung	bv_doc_id__21_d12e15020
Mitglieder	bv_doc_id__21_d12e15022
der	bv_doc_id__21_d12e15024
scheidenden	bv_doc_id__21_d12e15027
Regierung	bv_doc_id__21_d12e15029
oder	bv_doc_id__21_d12e15031
leitende	bv_doc_id__21_d12e15033
Beamte	bv_doc_id__21_d12e15035
der	bv_doc_id__21_d12e15037
Bundesämter	bv_doc_id__21_d12e15040
mit	bv_doc_id__21_d12e15042
der	bv_doc_id__21_d12e15044
Führung	bv_doc_id__21_d12e15046
der	bv_doc_id__21_d12e15048
Verwaltung	bv_doc_id__21_d12e15050
und	bv_doc_id__21_d12e15053
einen	bv_doc_id__21_d12e15055
von	bv_doc_id__21_d12e15057
ihnen	bv_doc_id__21_d12e15059
mit	bv_doc_id__21_d12e15061
dem	bv_doc_id__21_d12e15063
Vorsitz	bv_doc_id__21_d12e15066
in	bv_doc_id__21_d12e15068
der	bv_doc_id__21_d12e15070
einstweiligen	bv_doc_id__21_d12e15072
Bundesregierung	bv_doc_id__21_d12e15074
zu	bv_doc_id__21_d12e15076
betrauen	bv_doc_id__21_d12e15079
<g/>
.	
Diese	bv_doc_id__21_d12e15083
Bestimmung	bv_doc_id__21_d12e15085
findet	bv_doc_id__21_d12e15087
sinngemäß	bv_doc_id__21_d12e15089
Anwendung	bv_doc_id__21_d12e15092
<g/>
,	
wenn	bv_doc_id__21_d12e15096
einzelne	bv_doc_id__21_d12e15098
Mitglieder	bv_doc_id__21_d12e15100
aus	bv_doc_id__21_d12e15102
der	bv_doc_id__21_d12e15105
Bundesregierung	bv_doc_id__21_d12e15107
ausgeschieden	bv_doc_id__21_d12e15109
sind	bv_doc_id__21_d12e15111
<g/>
.	
<g/>
.	
Artikel	bv_doc_id__21_d12e15124
61	bv_doc_id__21_d12e15126
a	bv_doc_id__21_d12e15128
<g/>
.	
<g/>
(	
1	bv_doc_id__21_d12e15139
<g/>
)	
Die	bv_doc_id__21_d12e15144
Mitglieder	bv_doc_id__21_d12e15146
der	bv_doc_id__21_d12e15148
Bundesregierung	bv_doc_id__21_d12e15150
werden	bv_doc_id__21_d12e15153
vor	bv_doc_id__21_d12e15155
Antritt	bv_doc_id__21_d12e15157
ihres	bv_doc_id__21_d12e15159
Amtes	bv_doc_id__21_d12e15161
vom	bv_doc_id__21_d12e15163
Bundespräsidenten	bv_doc_id__21_d12e15166
angelobt	bv_doc_id__21_d12e15168
<g/>
.	
<g/>
(	
2	bv_doc_id__21_d12e15179
<g/>
)	
Die	bv_doc_id__21_d12e15184
Bestallungsurkunden	bv_doc_id__21_d12e15186
des	bv_doc_id__21_d12e15188
Bundeskanzlers	bv_doc_id__21_d12e15190
des	bv_doc_id__21_d12e15193
Vizekanzlers	bv_doc_id__21_d12e15195
und	bv_doc_id__21_d12e15197
der	bv_doc_id__21_d12e15199
übrigen	bv_doc_id__21_d12e15201
Bundesminister	bv_doc_id__21_d12e15203
werden	bv_doc_id__21_d12e15206
vom	bv_doc_id__21_d12e15208
Bundespräsidenten	bv_doc_id__21_d12e15210
mit	bv_doc_id__21_d12e15212
dem	bv_doc_id__21_d12e15214
Datum	bv_doc_id__21_d12e15216
des	bv_doc_id__21_d12e15219
Tages	bv_doc_id__21_d12e15221
der	bv_doc_id__21_d12e15223
Angelobung	bv_doc_id__21_d12e15225
ausgefertigt	bv_doc_id__21_d12e15227
und	bv_doc_id__21_d12e15229
vom	bv_doc_id__21_d12e15232
neu	bv_doc_id__21_d12e15234
bestellten	bv_doc_id__21_d12e15236
Bundeskanzler	bv_doc_id__21_d12e15238
gegengezeichnet	bv_doc_id__21_d12e15240
<g/>
.	
<g/>
(	
3	bv_doc_id__21_d12e15251
<g/>
)	
Diese	bv_doc_id__21_d12e15256
Bestimmungen	bv_doc_id__21_d12e15258
finden	bv_doc_id__21_d12e15260
auch	bv_doc_id__21_d12e15262
auf	bv_doc_id__21_d12e15265
die	bv_doc_id__21_d12e15267
Fälle	bv_doc_id__21_d12e15269
des	bv_doc_id__21_d12e15271
Artikels	bv_doc_id__21_d12e15273
61	bv_doc_id__21_d12e15275
sinngemäß	bv_doc_id__21_d12e15278
Anwendung	bv_doc_id__21_d12e15280
<g/>
.	
Artikel	bv_doc_id__21_d12e15290
61	bv_doc_id__21_d12e15292
b	bv_doc_id__21_d12e15294
<g/>
.	
Im	bv_doc_id__21_d12e15301
Falle	bv_doc_id__21_d12e15303
der	bv_doc_id__21_d12e15305
zeitweiligen	bv_doc_id__21_d12e15307
Verhinderung	bv_doc_id__21_d12e15309
eines	bv_doc_id__21_d12e15312
Bundesministers	bv_doc_id__21_d12e15314
betraut	bv_doc_id__21_d12e15316
der	bv_doc_id__21_d12e15318
Bundespräsident	bv_doc_id__21_d12e15320
einen	bv_doc_id__21_d12e15322
der	bv_doc_id__21_d12e15325
Bundesminister	bv_doc_id__21_d12e15327
oder	bv_doc_id__21_d12e15329
einen	bv_doc_id__21_d12e15331
leitenden	bv_doc_id__21_d12e15333
Beamten	bv_doc_id__21_d12e15335
eines	bv_doc_id__21_d12e15338
Bundesamtes	bv_doc_id__21_d12e15340
mit	bv_doc_id__21_d12e15342
der	bv_doc_id__21_d12e15344
Vertretung	bv_doc_id__21_d12e15346
<g/>
.	
Dieser	bv_doc_id__21_d12e15351
Vertreter	bv_doc_id__21_d12e15353
trägt	bv_doc_id__21_d12e15355
die	bv_doc_id__21_d12e15357
gleiche	bv_doc_id__21_d12e15359
Verantwortung	bv_doc_id__21_d12e15361
wie	bv_doc_id__21_d12e15364
ein	bv_doc_id__21_d12e15366
Bundesminister	bv_doc_id__21_d12e15368
<g/>
(	
Artikel	bv_doc_id__21_d12e15372
63	bv_doc_id__21_d12e15374
<g/>
).	
Artikel	bv_doc_id__21_d12e15385
62.	bv_doc_id__21_d12e15387
<g/>
(	
1	bv_doc_id__21_d12e15396
<g/>
)	
Versagt	bv_doc_id__21_d12e15401
der	bv_doc_id__21_d12e15403
Nationalrat	bv_doc_id__21_d12e15405
der	bv_doc_id__21_d12e15407
Bundesregierung	bv_doc_id__21_d12e15410
oder	bv_doc_id__21_d12e15412
einzelnen	bv_doc_id__21_d12e15414
ihrer	bv_doc_id__21_d12e15416
Mitglieder	bv_doc_id__21_d12e15418
durch	bv_doc_id__21_d12e15420
ausdrückliche	bv_doc_id__21_d12e15423
Entschließung	bv_doc_id__21_d12e15427
das	bv_doc_id__21_d12e15429
Vertrauen	bv_doc_id__21_d12e15431
<g/>
,	
so	bv_doc_id__21_d12e15436
ist	bv_doc_id__21_d12e15438
die	bv_doc_id__21_d12e15440
Bundesregierung	bv_doc_id__21_d12e15442
oder	bv_doc_id__21_d12e15444
der	bv_doc_id__21_d12e15446
betreffende	bv_doc_id__21_d12e15449
Bundesminister	bv_doc_id__21_d12e15451
des	bv_doc_id__21_d12e15453
Amtes	bv_doc_id__21_d12e15455
zu	bv_doc_id__21_d12e15457
entheben	bv_doc_id__21_d12e15459
<g/>
.	
<g/>
(	
2	bv_doc_id__21_d12e15471
<g/>
)	
Zu	bv_doc_id__21_d12e15476
einem	bv_doc_id__21_d12e15478
Beschlusse	bv_doc_id__21_d12e15480
des	bv_doc_id__21_d12e15482
Nationalrates	bv_doc_id__21_d12e15485
<g/>
,	
mit	bv_doc_id__21_d12e15489
dem	bv_doc_id__21_d12e15491
das	bv_doc_id__21_d12e15493
Vertrauen	bv_doc_id__21_d12e15495
versagt	bv_doc_id__21_d12e15498
wird	bv_doc_id__21_d12e15500
<g/>
,	
ist	bv_doc_id__21_d12e15504
die	bv_doc_id__21_d12e15506
Anwesenheit	bv_doc_id__21_d12e15508
der	bv_doc_id__21_d12e15511
Hälfte	bv_doc_id__21_d12e15513
der	bv_doc_id__21_d12e15515
Mitglieder	bv_doc_id__21_d12e15517
des	bv_doc_id__21_d12e15519
Nationalrates	bv_doc_id__21_d12e15521
erforderlich	bv_doc_id__21_d12e15524
<g/>
.	
Doch	bv_doc_id__21_d12e15528
ist	bv_doc_id__21_d12e15530
<g/>
,	
wenn	bv_doc_id__21_d12e15534
es	bv_doc_id__21_d12e15537
ein	bv_doc_id__21_d12e15539
Fünftel	bv_doc_id__21_d12e15541
der	bv_doc_id__21_d12e15543
anwesenden	bv_doc_id__21_d12e15545
Mitglieder	bv_doc_id__21_d12e15547
verlangt	bv_doc_id__21_d12e15550
<g/>
,	
die	bv_doc_id__21_d12e15554
Abstimmung	bv_doc_id__21_d12e15556
auf	bv_doc_id__21_d12e15558
den	bv_doc_id__21_d12e15560
zweitnächsten	bv_doc_id__21_d12e15563
Werktag	bv_doc_id__21_d12e15565
zu	bv_doc_id__21_d12e15567
vertagen	bv_doc_id__21_d12e15569
<g/>
.	
Eine	bv_doc_id__21_d12e15573
neuerliche	bv_doc_id__21_d12e15576
Vertagung	bv_doc_id__21_d12e15578
der	bv_doc_id__21_d12e15580
Abstimmung	bv_doc_id__21_d12e15582
kann	bv_doc_id__21_d12e15584
nur	bv_doc_id__21_d12e15586
auf	bv_doc_id__21_d12e15589
Beschluß	bv_doc_id__21_d12e15591
des	bv_doc_id__21_d12e15593
Nationalrates	bv_doc_id__21_d12e15595
erfolgen	bv_doc_id__21_d12e15597
<g/>
.	
<g/>
(	
3	bv_doc_id__21_d12e15608
<g/>
)	
Die	bv_doc_id__21_d12e15613
gesamte	bv_doc_id__21_d12e15615
Bundesregierung	bv_doc_id__21_d12e15617
und	bv_doc_id__21_d12e15619
ihre	bv_doc_id__21_d12e15622
einzelnen	bv_doc_id__21_d12e15624
Mitglieder	bv_doc_id__21_d12e15626
werden	bv_doc_id__21_d12e15628
in	bv_doc_id__21_d12e15630
den	bv_doc_id__21_d12e15632
gesetzlich	bv_doc_id__21_d12e15635
bestimmten	bv_doc_id__21_d12e15637
Fällen	bv_doc_id__21_d12e15639
oder	bv_doc_id__21_d12e15641
auf	bv_doc_id__21_d12e15643
ihren	bv_doc_id__21_d12e15645
Wunsch	bv_doc_id__21_d12e15648
vom	bv_doc_id__21_d12e15650
Bundespräsidenten	bv_doc_id__21_d12e15652
ihres	bv_doc_id__21_d12e15654
Amtes	bv_doc_id__21_d12e15656
enthoben	bv_doc_id__21_d12e15658
<g/>
.	
Artikel	bv_doc_id__21_d12e15669
63.	bv_doc_id__21_d12e15671
Die	bv_doc_id__21_d12e15676
Mitglieder	bv_doc_id__21_d12e15678
der	bv_doc_id__21_d12e15680
Bundesregierung	bv_doc_id__21_d12e15682
<g/>
(	
Artikel	bv_doc_id__21_d12e15687
60	bv_doc_id__21_d12e15689
und	bv_doc_id__21_d12e15691
61	bv_doc_id__21_d12e15693
<g/>
)	
sind	bv_doc_id__21_d12e15697
gemäß	bv_doc_id__21_d12e15700
Artikel	bv_doc_id__21_d12e15702
152	bv_doc_id__21_d12e15704
dem	bv_doc_id__21_d12e15706
Nationalrate	bv_doc_id__21_d12e15708
verantwortlich	bv_doc_id__21_d12e15710
<g/>
.	
Artikel	bv_doc_id__21_d12e15721
64.	bv_doc_id__21_d12e15723
<g/>
(	
1	bv_doc_id__21_d12e15732
<g/>
)	
Zur	bv_doc_id__21_d12e15737
Besorgung	bv_doc_id__21_d12e15739
der	bv_doc_id__21_d12e15741
Geschäfte	bv_doc_id__21_d12e15743
der	bv_doc_id__21_d12e15746
Bundesverwaltung	bv_doc_id__21_d12e15748
sind	bv_doc_id__21_d12e15750
die	bv_doc_id__21_d12e15752
Bundesministerien	bv_doc_id__21_d12e15754
und	bv_doc_id__21_d12e15756
die	bv_doc_id__21_d12e15759
ihnen	bv_doc_id__21_d12e15761
unterstellten	bv_doc_id__21_d12e15763
Ämter	bv_doc_id__21_d12e15765
berufen	bv_doc_id__21_d12e15767
<g/>
.	
<g/>
(	
2	bv_doc_id__21_d12e15778
<g/>
)	
Die	bv_doc_id__21_d12e15783
Zahl	bv_doc_id__21_d12e15785
der	bv_doc_id__21_d12e15787
Bundesministerien	bv_doc_id__21_d12e15789
<g/>
,	
ihr	bv_doc_id__21_d12e15794
Wirkungskreis	bv_doc_id__21_d12e15796
und	bv_doc_id__21_d12e15798
ihre	bv_doc_id__21_d12e15800
Einrichtung	bv_doc_id__21_d12e15802
werden	bv_doc_id__21_d12e15805
durch	bv_doc_id__21_d12e15807
Bundesgesetz	bv_doc_id__21_d12e15809
bestimmt	bv_doc_id__21_d12e15811
<g/>
.	
<g/>
(	
3	bv_doc_id__21_d12e15822
<g/>
)	
Der	bv_doc_id__21_d12e15827
Bundeskanzler	bv_doc_id__21_d12e15829
und	bv_doc_id__21_d12e15831
die	bv_doc_id__21_d12e15833
Bundesminister	bv_doc_id__21_d12e15836
können	bv_doc_id__21_d12e15838
ausnahmsweise	bv_doc_id__21_d12e15840
auch	bv_doc_id__21_d12e15842
mit	bv_doc_id__21_d12e15844
der	bv_doc_id__21_d12e15846
Führung	bv_doc_id__21_d12e15849
eines	bv_doc_id__21_d12e15851
zweiten	bv_doc_id__21_d12e15853
Bundesministeriums	bv_doc_id__21_d12e15855
betraut	bv_doc_id__21_d12e15857
werden	bv_doc_id__21_d12e15859
<g/>
.	
<g/>
(	
Artikel	bv_doc_id__21_d12e15872
65	bv_doc_id__21_d12e15874
fällt	bv_doc_id__21_d12e15876
aus	bv_doc_id__21_d12e15878
<g/>
.)	
Artikel	bv_doc_id__21_d12e15890
66.	bv_doc_id__21_d12e15892
<g/>
(	
1	bv_doc_id__21_d12e15901
<g/>
)	
In	bv_doc_id__21_d12e15906
besonderen	bv_doc_id__21_d12e15908
Fällen	bv_doc_id__21_d12e15910
kann	bv_doc_id__21_d12e15912
die	bv_doc_id__21_d12e15915
Bestellung	bv_doc_id__21_d12e15917
von	bv_doc_id__21_d12e15919
Bundesministern	bv_doc_id__21_d12e15921
auch	bv_doc_id__21_d12e15923
ohne	bv_doc_id__21_d12e15925
gleichzeitige	bv_doc_id__21_d12e15928
Betrauung	bv_doc_id__21_d12e15930
mit	bv_doc_id__21_d12e15932
der	bv_doc_id__21_d12e15934
Führung	bv_doc_id__21_d12e15936
eines	bv_doc_id__21_d12e15938
Bundesministeriums	bv_doc_id__21_d12e15941
erfolgen	bv_doc_id__21_d12e15943
<g/>
.	
<g/>
(	
2	bv_doc_id__21_d12e15954
<g/>
)	
Den	bv_doc_id__21_d12e15959
Bundesministern	bv_doc_id__21_d12e15961
können	bv_doc_id__21_d12e15963
zur	bv_doc_id__21_d12e15965
Unterstützung	bv_doc_id__21_d12e15968
in	bv_doc_id__21_d12e15970
der	bv_doc_id__21_d12e15972
Geschäftsführung	bv_doc_id__21_d12e15974
und	bv_doc_id__21_d12e15976
zur	bv_doc_id__21_d12e15978
parlamentarischen	bv_doc_id__21_d12e15981
Vertretung	bv_doc_id__21_d12e15983
Staatssekretäre	bv_doc_id__21_d12e15985
beigegeben	bv_doc_id__21_d12e15987
werden	bv_doc_id__21_d12e15989
<g/>
,	
die	bv_doc_id__21_d12e15994
in	bv_doc_id__21_d12e15996
gleicher	bv_doc_id__21_d12e15998
Weise	bv_doc_id__21_d12e16000
bestellt	bv_doc_id__21_d12e16002
werden	bv_doc_id__21_d12e16004
wie	bv_doc_id__21_d12e16007
die	bv_doc_id__21_d12e16009
Bundesminister	bv_doc_id__21_d12e16011
<g/>
.	
<g/>
(	
3	bv_doc_id__21_d12e16022
<g/>
)	
Der	bv_doc_id__21_d12e16027
Staatssekretär	bv_doc_id__21_d12e16029
ist	bv_doc_id__21_d12e16031
dem	bv_doc_id__21_d12e16033
Bundesminister	bv_doc_id__21_d12e16036
unterstellt	bv_doc_id__21_d12e16038
und	bv_doc_id__21_d12e16040
an	bv_doc_id__21_d12e16042
seine	bv_doc_id__21_d12e16044
Weisungen	bv_doc_id__21_d12e16046
gebunden	bv_doc_id__21_d12e16049
<g/>
.	
<g/>
(	
Artikel	bv_doc_id__21_d12e16061
67	bv_doc_id__21_d12e16063
fällt	bv_doc_id__21_d12e16065
aus	bv_doc_id__21_d12e16067
<g/>
.)	
3.	bv_doc_id__21_d12e16079
Das	bv_doc_id__21_d12e16081
Bundesheer	bv_doc_id__21_d12e16083
<g/>
.	
<g/>
(	
Artikel	bv_doc_id__21_d12e16094
68	bv_doc_id__21_d12e16096
fällt	bv_doc_id__21_d12e16098
aus	bv_doc_id__21_d12e16100
<g/>
.)	
Artikel	bv_doc_id__21_d12e16111
69.	bv_doc_id__21_d12e16113
<g/>
(	
1	bv_doc_id__21_d12e16122
<g/>
)	
Dem	bv_doc_id__21_d12e16127
Bundesheer	bv_doc_id__21_d12e16129
liegt	bv_doc_id__21_d12e16131
der	bv_doc_id__21_d12e16133
