<doc id="bv_doc_id__12" attrs="word lemma type">
991	bv_doc_id__12_d4e409
und	bv_doc_id__12_d4e23001
des	bv_doc_id__12_d4e23003
Eigentums	bv_doc_id__12_d4e23005
<g/>
(	
örtliche	bv_doc_id__12_d4e23009
Sicherheitspolizei	bv_doc_id__12_d4e23012
<g/>
);	
2.	bv_doc_id__12_d4e23019
Hilfs-	bv_doc_id__12_d4e23024
und	bv_doc_id__12_d4e23026
Rettungswesen	bv_doc_id__12_d4e23028
<g/>
;	
3.	bv_doc_id__12_d4e23035
Sorge	bv_doc_id__12_d4e23041
für	bv_doc_id__12_d4e23043
die	bv_doc_id__12_d4e23045
Erhaltung	bv_doc_id__12_d4e23047
der	bv_doc_id__12_d4e23049
Straßen	bv_doc_id__12_d4e23052
<g/>
,	
Wege	bv_doc_id__12_d4e23056
<g/>
,	
Plätze	bv_doc_id__12_d4e23060
und	bv_doc_id__12_d4e23062
Brücken	bv_doc_id__12_d4e23065
der	bv_doc_id__12_d4e23067
Gemeinde	bv_doc_id__12_d4e23069
<g/>
;	
4.	bv_doc_id__12_d4e23076
örtliche	bv_doc_id__12_d4e23081
Straßenpolizei	bv_doc_id__12_d4e23083
<g/>
;	
5.	bv_doc_id__12_d4e23090
5.	bv_doc_id__12_d4e23095
Flurschutz	bv_doc_id__12_d4e23097
und	bv_doc_id__12_d4e23099
Flurpolizei	bv_doc_id__12_d4e23101
<g/>
;	
6.	bv_doc_id__12_d4e23108
Markt-	bv_doc_id__12_d4e23114
und	bv_doc_id__12_d4e23116
Lebensmittelpolizei	bv_doc_id__12_d4e23118
<g/>
;	
7.	bv_doc_id__12_d4e23125
Gesundheitspolizei	bv_doc_id__12_d4e23130
<g/>
;	
8.	bv_doc_id__12_d4e23137
Bau-	bv_doc_id__12_d4e23142
und	bv_doc_id__12_d4e23144
Feuerpolizei	bv_doc_id__12_d4e23146
<g/>
.	
Fünftes	bv_doc_id__12_d4e23160
Hauptstück	bv_doc_id__12_d4e23162
<g/>
.	
Rechnungskontrolle	bv_doc_id__12_d4e23169
des	bv_doc_id__12_d4e23171
Bundes	bv_doc_id__12_d4e23173
<g/>
.	
Artikel	bv_doc_id__12_d4e23182
122.	bv_doc_id__12_d4e23184
<g/>
(	
1	bv_doc_id__12_d4e23193
<g/>
)	
Zur	bv_doc_id__12_d4e23198
Überprüfung	bv_doc_id__12_d4e23200
der	bv_doc_id__12_d4e23202
Gebarung	bv_doc_id__12_d4e23204
der	bv_doc_id__12_d4e23207
gesamten	bv_doc_id__12_d4e23209
Staatswirtschaft	bv_doc_id__12_d4e23211
des	bv_doc_id__12_d4e23213
Bundes	bv_doc_id__12_d4e23215
<g/>
,	
ferner	bv_doc_id__12_d4e23220
der	bv_doc_id__12_d4e23222
Gebarung	bv_doc_id__12_d4e23224
der	bv_doc_id__12_d4e23226
von	bv_doc_id__12_d4e23228
Organen	bv_doc_id__12_d4e23230
des	bv_doc_id__12_d4e23233
Bundes	bv_doc_id__12_d4e23235
verwalteten	bv_doc_id__12_d4e23237
Stiftungen	bv_doc_id__12_d4e23239
<g/>
,	
Fonds	bv_doc_id__12_d4e23243
und	bv_doc_id__12_d4e23246
Anstalten	bv_doc_id__12_d4e23248
ist	bv_doc_id__12_d4e23250
der	bv_doc_id__12_d4e23252
Rechnungshof	bv_doc_id__12_d4e23254
berufen	bv_doc_id__12_d4e23256
<g/>
.	
Ihm	bv_doc_id__12_d4e23261
kann	bv_doc_id__12_d4e23263
auch	bv_doc_id__12_d4e23265
die	bv_doc_id__12_d4e23267
Überprüfung	bv_doc_id__12_d4e23269
der	bv_doc_id__12_d4e23272
Gebarung	bv_doc_id__12_d4e23274
von	bv_doc_id__12_d4e23276
Unternehmungen	bv_doc_id__12_d4e23278
übertragen	bv_doc_id__12_d4e23280
werden	bv_doc_id__12_d4e23282
<g/>
,	
an	bv_doc_id__12_d4e23287
denen	bv_doc_id__12_d4e23289
der	bv_doc_id__12_d4e23291
Bund	bv_doc_id__12_d4e23293
finanziell	bv_doc_id__12_d4e23295
beteiligt	bv_doc_id__12_d4e23298
ist	bv_doc_id__12_d4e23300
<g/>
.	
<g/>
(	
2	bv_doc_id__12_d4e23311
<g/>
)	
Der	bv_doc_id__12_d4e23316
Rechnungshof	bv_doc_id__12_d4e23318
verfaßt	bv_doc_id__12_d4e23320
den	bv_doc_id__12_d4e23322
Bundesrechnungsabschluß	bv_doc_id__12_d4e23325
und	bv_doc_id__12_d4e23327
legt	bv_doc_id__12_d4e23329
ihn	bv_doc_id__12_d4e23331
dem	bv_doc_id__12_d4e23333
Nationalrat	bv_doc_id__12_d4e23335
vor	bv_doc_id__12_d4e23338
<g/>
.	
<g/>
(	
3	bv_doc_id__12_d4e23349
<g/>
)	
Alle	bv_doc_id__12_d4e23354
Urkunden	bv_doc_id__12_d4e23356
über	bv_doc_id__12_d4e23358
Staatsschulden	bv_doc_id__12_d4e23360
<g/>
(	
Finanz-	bv_doc_id__12_d4e23365
und	bv_doc_id__12_d4e23367
Verwaltungsschulden	bv_doc_id__12_d4e23369
<g/>
),	
insoweit	bv_doc_id__12_d4e23373
sie	bv_doc_id__12_d4e23376
eine	bv_doc_id__12_d4e23378
Verpflichtung	bv_doc_id__12_d4e23380
des	bv_doc_id__12_d4e23382
Bundes	bv_doc_id__12_d4e23384
beinhalten	bv_doc_id__12_d4e23386
<g/>
,	
sind	bv_doc_id__12_d4e23391
vom	bv_doc_id__12_d4e23393
Präsidenten	bv_doc_id__12_d4e23395
des	bv_doc_id__12_d4e23397
Rechnungshofes	bv_doc_id__12_d4e23399
gegenzuzeichnen	bv_doc_id__12_d4e23402
<g/>
;	
durch	bv_doc_id__12_d4e23406
diese	bv_doc_id__12_d4e23408
Gegenzeichnung	bv_doc_id__12_d4e23410
wird	bv_doc_id__12_d4e23412
lediglich	bv_doc_id__12_d4e23415
die	bv_doc_id__12_d4e23417
Gesetzmäßigkeit	bv_doc_id__12_d4e23419
und	bv_doc_id__12_d4e23421
rechnungsmäßige	bv_doc_id__12_d4e23423
Richtigkeit	bv_doc_id__12_d4e23425
der	bv_doc_id__12_d4e23428
Gebarung	bv_doc_id__12_d4e23430
bekräftigt	bv_doc_id__12_d4e23432
<g/>
.	
Artikel	bv_doc_id__12_d4e23442
123.	bv_doc_id__12_d4e23444
<g/>
(	
1	bv_doc_id__12_d4e23453
<g/>
)	
Der	bv_doc_id__12_d4e23458
Rechnungshof	bv_doc_id__12_d4e23460
untersteht	bv_doc_id__12_d4e23462
unmittelbar	bv_doc_id__12_d4e23464
dem	bv_doc_id__12_d4e23467
Nationalrate	bv_doc_id__12_d4e23469
<g/>
.	
<g/>
(	
2	bv_doc_id__12_d4e23480
<g/>
)	
Der	bv_doc_id__12_d4e23485
Rechnungshof	bv_doc_id__12_d4e23487
besteht	bv_doc_id__12_d4e23489
aus	bv_doc_id__12_d4e23491
einem	bv_doc_id__12_d4e23494
Präsidenten	bv_doc_id__12_d4e23496
und	bv_doc_id__12_d4e23498
den	bv_doc_id__12_d4e23500
erforderlichen	bv_doc_id__12_d4e23502
Beamten	bv_doc_id__12_d4e23504
und	bv_doc_id__12_d4e23507
Hilfskräften	bv_doc_id__12_d4e23509
<g/>
.	
<g/>
(	
3	bv_doc_id__12_d4e23520
<g/>
)	
Der	bv_doc_id__12_d4e23525
Präsident	bv_doc_id__12_d4e23527
des	bv_doc_id__12_d4e23529
Rechnungshofes	bv_doc_id__12_d4e23531
wird	bv_doc_id__12_d4e23534
auf	bv_doc_id__12_d4e23536
Vorschlag	bv_doc_id__12_d4e23538
des	bv_doc_id__12_d4e23540
Hauptausschusses	bv_doc_id__12_d4e23542
vom	bv_doc_id__12_d4e23544
Nationalrat	bv_doc_id__12_d4e23547
gewählt	bv_doc_id__12_d4e23549
<g/>
.	
<g/>
(	
4	bv_doc_id__12_d4e23560
<g/>
)	
Der	bv_doc_id__12_d4e23565
Präsident	bv_doc_id__12_d4e23567
des	bv_doc_id__12_d4e23569
Rechnungshofes	bv_doc_id__12_d4e23571
darf	bv_doc_id__12_d4e23574
keinem	bv_doc_id__12_d4e23576
allgemeinen	bv_doc_id__12_d4e23578
Vertretungskörper	bv_doc_id__12_d4e23580
angehören	bv_doc_id__12_d4e23582
und	bv_doc_id__12_d4e23584
in	bv_doc_id__12_d4e23587
den	bv_doc_id__12_d4e23589
letzten	bv_doc_id__12_d4e23591
fünf	bv_doc_id__12_d4e23593
Jahren	bv_doc_id__12_d4e23595
nicht	bv_doc_id__12_d4e23597
Mitglied	bv_doc_id__12_d4e23600
der	bv_doc_id__12_d4e23602
Bundesregierung	bv_doc_id__12_d4e23604
oder	bv_doc_id__12_d4e23606
einer	bv_doc_id__12_d4e23608
Landesregierung	bv_doc_id__12_d4e23610
gewesen	bv_doc_id__12_d4e23613
sein	bv_doc_id__12_d4e23615
<g/>
.	
Artikel	bv_doc_id__12_d4e23625
124.	bv_doc_id__12_d4e23627
<g/>
(	
1	bv_doc_id__12_d4e23636
<g/>
)	
Der	bv_doc_id__12_d4e23641
Präsident	bv_doc_id__12_d4e23643
des	bv_doc_id__12_d4e23645
Rechnungshofes	bv_doc_id__12_d4e23647
ist	bv_doc_id__12_d4e23650
hinsichtlich	bv_doc_id__12_d4e23652
der	bv_doc_id__12_d4e23654
Verantwortlichkeit	bv_doc_id__12_d4e23656
den	bv_doc_id__12_d4e23658
Mitgliedern	bv_doc_id__12_d4e23660
der	bv_doc_id__12_d4e23663
Bundesregierung	bv_doc_id__12_d4e23665
gleichgestellt	bv_doc_id__12_d4e23667
<g/>
.	
<g/>
(	
2	bv_doc_id__12_d4e23678
<g/>
)	
Er	bv_doc_id__12_d4e23683
kann	bv_doc_id__12_d4e23685
durch	bv_doc_id__12_d4e23687
Beschluß	bv_doc_id__12_d4e23689
des	bv_doc_id__12_d4e23692
Nationalrates	bv_doc_id__12_d4e23694
abberufen	bv_doc_id__12_d4e23696
werden	bv_doc_id__12_d4e23698
<g/>
.	
Artikel	bv_doc_id__12_d4e23711
125.	bv_doc_id__12_d4e23713
<g/>
(	
1	bv_doc_id__12_d4e23722
<g/>
)	
Der	bv_doc_id__12_d4e23727
Präsident	bv_doc_id__12_d4e23729
wird	bv_doc_id__12_d4e23731
von	bv_doc_id__12_d4e23733
dem	bv_doc_id__12_d4e23736
im	bv_doc_id__12_d4e23738
Range	bv_doc_id__12_d4e23740
nächsten	bv_doc_id__12_d4e23742
Beamten	bv_doc_id__12_d4e23744
des	bv_doc_id__12_d4e23746
Rechnungshofes	bv_doc_id__12_d4e23749
vertreten	bv_doc_id__12_d4e23751
<g/>
.	
<g/>
(	
2	bv_doc_id__12_d4e23762
<g/>
)	
Im	bv_doc_id__12_d4e23767
Falle	bv_doc_id__12_d4e23769
der	bv_doc_id__12_d4e23771
Stellvertretung	bv_doc_id__12_d4e23773
des	bv_doc_id__12_d4e23776
Präsidenten	bv_doc_id__12_d4e23778
gelten	bv_doc_id__12_d4e23780
für	bv_doc_id__12_d4e23782
den	bv_doc_id__12_d4e23784
Stellvertreter	bv_doc_id__12_d4e23786
die	bv_doc_id__12_d4e23789
Bestimmungen	bv_doc_id__12_d4e23791
des	bv_doc_id__12_d4e23793
Artikels	bv_doc_id__12_d4e23795
124.	bv_doc_id__12_d4e23797
Artikel	bv_doc_id__12_d4e23805
126.	bv_doc_id__12_d4e23807
<g/>
(	
1	bv_doc_id__12_d4e23816
<g/>
)	
Die	bv_doc_id__12_d4e23821
Beamten	bv_doc_id__12_d4e23823
des	bv_doc_id__12_d4e23825
Rechnungshofes	bv_doc_id__12_d4e23827
ernennt	bv_doc_id__12_d4e23830
auf	bv_doc_id__12_d4e23832
Vorschlag	bv_doc_id__12_d4e23834
und	bv_doc_id__12_d4e23836
unter	bv_doc_id__12_d4e23838
Gegenzeichnung	bv_doc_id__12_d4e23840
des	bv_doc_id__12_d4e23843
Präsidenten	bv_doc_id__12_d4e23845
des	bv_doc_id__12_d4e23847
Rechnungshofes	bv_doc_id__12_d4e23849
der	bv_doc_id__12_d4e23851
Bundespräsident	bv_doc_id__12_d4e23853
<g/>
;	
das	bv_doc_id__12_d4e23858
gleiche	bv_doc_id__12_d4e23860
gilt	bv_doc_id__12_d4e23862
für	bv_doc_id__12_d4e23864
die	bv_doc_id__12_d4e23866
Verleihung	bv_doc_id__12_d4e23869
von	bv_doc_id__12_d4e23871
Amtstiteln	bv_doc_id__12_d4e23873
<g/>
.	
Doch	bv_doc_id__12_d4e23877
kann	bv_doc_id__12_d4e23879
der	bv_doc_id__12_d4e23882
Bundespräsident	bv_doc_id__12_d4e23884
den	bv_doc_id__12_d4e23886
Präsidenten	bv_doc_id__12_d4e23888
des	bv_doc_id__12_d4e23890
Rechnungshofes	bv_doc_id__12_d4e23892
ermächtigen	bv_doc_id__12_d4e23895
<g/>
,	
Beamte	bv_doc_id__12_d4e23899
bestimmter	bv_doc_id__12_d4e23901
Kategorien	bv_doc_id__12_d4e23903
zu	bv_doc_id__12_d4e23905
ernennen	bv_doc_id__12_d4e23908
<g/>
.	
<g/>
(	
2	bv_doc_id__12_d4e23919
<g/>
)	
Die	bv_doc_id__12_d4e23924
Hilfskräfte	bv_doc_id__12_d4e23926
ernennt	bv_doc_id__12_d4e23928
der	bv_doc_id__12_d4e23930
Präsident	bv_doc_id__12_d4e23933
des	bv_doc_id__12_d4e23935
Rechnungshofes	bv_doc_id__12_d4e23937
<g/>
.	
Artikel	bv_doc_id__12_d4e23947
127.	bv_doc_id__12_d4e23949
Kein	bv_doc_id__12_d4e23954
Mitglied	bv_doc_id__12_d4e23956
des	bv_doc_id__12_d4e23958
Rechnungshofes	bv_doc_id__12_d4e23960
darf	bv_doc_id__12_d4e23962
an	bv_doc_id__12_d4e23965
der	bv_doc_id__12_d4e23967
Leitung	bv_doc_id__12_d4e23969
und	bv_doc_id__12_d4e23971
Verwaltung	bv_doc_id__12_d4e23973
von	bv_doc_id__12_d4e23975
Unternehmungen	bv_doc_id__12_d4e23978
<g/>
,	
die	bv_doc_id__12_d4e23982
dem	bv_doc_id__12_d4e23984
Bunde	bv_doc_id__12_d4e23986
oder	bv_doc_id__12_d4e23988
den	bv_doc_id__12_d4e23991
Ländern	bv_doc_id__12_d4e23993
Rechnung	bv_doc_id__12_d4e23995
zu	bv_doc_id__12_d4e23997
legen	bv_doc_id__12_d4e23999
haben	bv_doc_id__12_d4e24001
oder	bv_doc_id__12_d4e24004
zum	bv_doc_id__12_d4e24006
Bunde	bv_doc_id__12_d4e24008
oder	bv_doc_id__12_d4e24010
einem	bv_doc_id__12_d4e24012
Lande	bv_doc_id__12_d4e24014
in	bv_doc_id__12_d4e24017
einem	bv_doc_id__12_d4e24019
Subventions-	bv_doc_id__12_d4e24021
oder	bv_doc_id__12_d4e24023
Vertragsverhältnisse	bv_doc_id__12_d4e24025
stehen	bv_doc_id__12_d4e24027
<g/>
,	
beteiligt	bv_doc_id__12_d4e24032
sein	bv_doc_id__12_d4e24034
<g/>
.	
Ausgenommen	bv_doc_id__12_d4e24038
sind	bv_doc_id__12_d4e24040
Unternehmungen	bv_doc_id__12_d4e24043
<g/>
,	
die	bv_doc_id__12_d4e24047
ausschließlich	bv_doc_id__12_d4e24049
die	bv_doc_id__12_d4e24051
Förderung	bv_doc_id__12_d4e24053
humanitärer	bv_doc_id__12_d4e24056
Bestrebungen	bv_doc_id__12_d4e24058
oder	bv_doc_id__12_d4e24060
der	bv_doc_id__12_d4e24062
wirtschaftlichen	bv_doc_id__12_d4e24064
Verhältnisse	bv_doc_id__12_d4e24066
von	bv_doc_id__12_d4e24069
öffentlichen	bv_doc_id__12_d4e24071
Angestellten	bv_doc_id__12_d4e24073
oder	bv_doc_id__12_d4e24075
deren	bv_doc_id__12_d4e24077
Angehörigen	bv_doc_id__12_d4e24079
zum	bv_doc_id__12_d4e24082
Zwecke	bv_doc_id__12_d4e24084
haben	bv_doc_id__12_d4e24086
<g/>
.	
Artikel	bv_doc_id__12_d4e24096
128.	bv_doc_id__12_d4e24098
Durch	bv_doc_id__12_d4e24103
die	bv_doc_id__12_d4e24105
Landesverfassungsgesetze	bv_doc_id__12_d4e24107
könne	bv_doc_id__12_d4e24109
dem	bv_doc_id__12_d4e24111
Rechnungshofe	bv_doc_id__12_d4e24114
die	bv_doc_id__12_d4e24116
ihm	bv_doc_id__12_d4e24118
nach	bv_doc_id__12_d4e24120
diesem	bv_doc_id__12_d4e24122
Gesetze	bv_doc_id__12_d4e24124
bezüglich	bv_doc_id__12_d4e24127
der	bv_doc_id__12_d4e24129
Gebarung	bv_doc_id__12_d4e24131
des	bv_doc_id__12_d4e24133
Bundes	bv_doc_id__12_d4e24135
zustehenden	bv_doc_id__12_d4e24137
Funktionen	bv_doc_id__12_d4e24140
auch	bv_doc_id__12_d4e24142
bezüglich	bv_doc_id__12_d4e24144
der	bv_doc_id__12_d4e24146
Gebarung	bv_doc_id__12_d4e24148
des	bv_doc_id__12_d4e24150
Landes	bv_doc_id__12_d4e24153
übertragen	bv_doc_id__12_d4e24155
werden	bv_doc_id__12_d4e24157
<g/>
.	
Artikel	bv_doc_id__12_d4e24167
129.	bv_doc_id__12_d4e24169
Die	bv_doc_id__12_d4e24174
näheren	bv_doc_id__12_d4e24176
Bestimmungen	bv_doc_id__12_d4e24178
über	bv_doc_id__12_d4e24180
die	bv_doc_id__12_d4e24182
Tätigkeit	bv_doc_id__12_d4e24185
des	bv_doc_id__12_d4e24187
Rechnungshofes	bv_doc_id__12_d4e24189
erfolgen	bv_doc_id__12_d4e24191
durch	bv_doc_id__12_d4e24193
Bundesgesetz	bv_doc_id__12_d4e24195
<g/>
.	
Sechstes	bv_doc_id__12_d4e24208
Hauptstück	bv_doc_id__12_d4e24210
<g/>
.	
Garantien	bv_doc_id__12_d4e24217
der	bv_doc_id__12_d4e24219
Verfassung	bv_doc_id__12_d4e24221
und	bv_doc_id__12_d4e24223
Verwaltung	bv_doc_id__12_d4e24225
<g/>
.	
A	bv_doc_id__12_d4e24235
<g/>
.	
Verwaltungsgerichtshof	bv_doc_id__12_d4e24239
<g/>
.	
Artikel	bv_doc_id__12_d4e24248
130.	bv_doc_id__12_d4e24250
<g/>
(	
1	bv_doc_id__12_d4e24259
<g/>
)	
Wer	bv_doc_id__12_d4e24264
durch	bv_doc_id__12_d4e24266
eine	bv_doc_id__12_d4e24268
rechtswidrige	bv_doc_id__12_d4e24270
Entscheidung	bv_doc_id__12_d4e24273
oder	bv_doc_id__12_d4e24275
Verfügung	bv_doc_id__12_d4e24277
einer	bv_doc_id__12_d4e24279
Verwaltungsbehörde	bv_doc_id__12_d4e24281
in	bv_doc_id__12_d4e24283
seinen	bv_doc_id__12_d4e24286
Rechten	bv_doc_id__12_d4e24288
verletzt	bv_doc_id__12_d4e24290
zu	bv_doc_id__12_d4e24292
sein	bv_doc_id__12_d4e24294
behauptet	bv_doc_id__12_d4e24296
<g/>
,	
kann	bv_doc_id__12_d4e24301
nach	bv_doc_id__12_d4e24303
Erschöpfung	bv_doc_id__12_d4e24305
des	bv_doc_id__12_d4e24307
administrativen	bv_doc_id__12_d4e24312
Instanzenzuges	bv_doc_id__12_d4e24314
Beschwerde	bv_doc_id__12_d4e24316
beim	bv_doc_id__12_d4e24318
Verwaltungsgerichtshof	bv_doc_id__12_d4e24320
erheben	bv_doc_id__12_d4e24322
<g/>
.	
<g/>
(	
2	bv_doc_id__12_d4e24334
<g/>
)	
Erachtet	bv_doc_id__12_d4e24339
in	bv_doc_id__12_d4e24341
den	bv_doc_id__12_d4e24343
Angelegenheiten	bv_doc_id__12_d4e24345
der	bv_doc_id__12_d4e24348
Artikel	bv_doc_id__12_d4e24350
11	bv_doc_id__12_d4e24352
und	bv_doc_id__12_d4e24354
12	bv_doc_id__12_d4e24356
der	bv_doc_id__12_d4e24358
zuständige	bv_doc_id__12_d4e24361
Bundesminister	bv_doc_id__12_d4e24363
die	bv_doc_id__12_d4e24365
Interessen	bv_doc_id__12_d4e24367
des	bv_doc_id__12_d4e24369
Bundes	bv_doc_id__12_d4e24371
durch	bv_doc_id__12_d4e24374
eine	bv_doc_id__12_d4e24376
rechtswidrige	bv_doc_id__12_d4e24378
Entscheidung	bv_doc_id__12_d4e24380
oder	bv_doc_id__12_d4e24382
Verfügung	bv_doc_id__12_d4e24384
einer	bv_doc_id__12_d4e24387
Landesbehörde	bv_doc_id__12_d4e24389
verletzt	bv_doc_id__12_d4e24391
<g/>
,	
so	bv_doc_id__12_d4e24395
kann	bv_doc_id__12_d4e24397
auch	bv_doc_id__12_d4e24400
er	bv_doc_id__12_d4e24402
namens	bv_doc_id__12_d4e24404
des	bv_doc_id__12_d4e24406
Bundes	bv_doc_id__12_d4e24408
wegen	bv_doc_id__12_d4e24410
der	bv_doc_id__12_d4e24413
Rechtsverletzung	bv_doc_id__12_d4e24415
beim	bv_doc_id__12_d4e24417
Verwaltungsgerichtshof	bv_doc_id__12_d4e24419
Beschwerde	bv_doc_id__12_d4e24421
erheben	bv_doc_id__12_d4e24423
<g/>
.	
<g/>
(	
3	bv_doc_id__12_d4e24435
<g/>
)	
Eine	bv_doc_id__12_d4e24440
Rechtsverletzung	bv_doc_id__12_d4e24442
liegt	bv_doc_id__12_d4e24444
nicht	bv_doc_id__12_d4e24446
vor	bv_doc_id__12_d4e24449
<g/>
,	
soweit	bv_doc_id__12_d4e24453
die	bv_doc_id__12_d4e24455
Behörde	bv_doc_id__12_d4e24457
nach	bv_doc_id__12_d4e24459
den	bv_doc_id__12_d4e24462
Bestimmungen	bv_doc_id__12_d4e24464
des	bv_doc_id__12_d4e24466
Gesetzes	bv_doc_id__12_d4e24468
zur	bv_doc_id__12_d4e24470
Entscheidung	bv_doc_id__12_d4e24472
oder	bv_doc_id__12_d4e24475
Verfügung	bv_doc_id__12_d4e24477
nach	bv_doc_id__12_d4e24479
freiem	bv_doc_id__12_d4e24481
Ermessen	bv_doc_id__12_d4e24483
befugt	bv_doc_id__12_d4e24485
war	bv_doc_id__12_d4e24488
und	bv_doc_id__12_d4e24490
von	bv_doc_id__12_d4e24492
diesem	bv_doc_id__12_d4e24494
Ermessen	bv_doc_id__12_d4e24496
im	bv_doc_id__12_d4e24498
Sinne	bv_doc_id__12_d4e24501
des	bv_doc_id__12_d4e24503
Gesetzes	bv_doc_id__12_d4e24505
Gebrauch	bv_doc_id__12_d4e24507
gemacht	bv_doc_id__12_d4e24509
hat	bv_doc_id__12_d4e24511
<g/>
.	
Artikel	bv_doc_id__12_d4e24522
131.	bv_doc_id__12_d4e24524
Für	bv_doc_id__12_d4e24529
Angelegenheiten	bv_doc_id__12_d4e24531
<g/>
,	
in	bv_doc_id__12_d4e24535
denen	bv_doc_id__12_d4e24537
die	bv_doc_id__12_d4e24540
Beschwerde	bv_doc_id__12_d4e24542
an	bv_doc_id__12_d4e24544
den	bv_doc_id__12_d4e24546
Verwaltungsgerichtshof	bv_doc_id__12_d4e24548
zulässig	bv_doc_id__12_d4e24550
ist	bv_doc_id__12_d4e24553
<g/>
,	
kann	bv_doc_id__12_d4e24557
der	bv_doc_id__12_d4e24559
administrative	bv_doc_id__12_d4e24561
Instanzenzug	bv_doc_id__12_d4e24563
durch	bv_doc_id__12_d4e24566
Bundes-	bv_doc_id__12_d4e24568
oder	bv_doc_id__12_d4e24570
Landesgesetz	bv_doc_id__12_d4e24572
gemäß	bv_doc_id__12_d4e24574
den	bv_doc_id__12_d4e24576
Zuständigkeitsbestimmungen	bv_doc_id__12_d4e24579
der	bv_doc_id__12_d4e24581
Artikel	bv_doc_id__12_d4e24583
10	bv_doc_id__12_d4e24585
bis	bv_doc_id__12_d4e24587
15	bv_doc_id__12_d4e24589
abgekürzt	bv_doc_id__12_d4e24592
werden	bv_doc_id__12_d4e24594
<g/>
.	
Artikel	bv_doc_id__12_d4e24604
132.	bv_doc_id__12_d4e24606
Von	bv_doc_id__12_d4e24611
der	bv_doc_id__12_d4e24613
Zuständigkeit	bv_doc_id__12_d4e24615
des	bv_doc_id__12_d4e24617
Verwaltungsgerichtshofes	bv_doc_id__12_d4e24619
sind	bv_doc_id__12_d4e24622
ausgeschlossen	bv_doc_id__12_d4e24624
die	bv_doc_id__12_d4e24626
Angelegenheiten	bv_doc_id__12_d4e24628
<g/>
:	
1.	bv_doc_id__12_d4e24636
die	bv_doc_id__12_d4e24641
zur	bv_doc_id__12_d4e24643
Kompetenz	bv_doc_id__12_d4e24645
des	bv_doc_id__12_d4e24647
Verfassungsgerichtshofes	bv_doc_id__12_d4e24649
gehören	bv_doc_id__12_d4e24652
<g/>
;	
2.	bv_doc_id__12_d4e24659
über	bv_doc_id__12_d4e24664
die	bv_doc_id__12_d4e24666
den	bv_doc_id__12_d4e24668
ordentlichen	bv_doc_id__12_d4e24670
Gerichten	bv_doc_id__12_d4e24672
die	bv_doc_id__12_d4e24675
Entscheidung	bv_doc_id__12_d4e24677
zusteht	bv_doc_id__12_d4e24679
<g/>
;	
3.	bv_doc_id__12_d4e24686
über	bv_doc_id__12_d4e24692
die	bv_doc_id__12_d4e24694
eine	bv_doc_id__12_d4e24696
Kollegialbehörde	bv_doc_id__12_d4e24698
zu	bv_doc_id__12_d4e24700
entscheiden	bv_doc_id__12_d4e24703
oder	bv_doc_id__12_d4e24705
zu	bv_doc_id__12_d4e24707
verfügen	bv_doc_id__12_d4e24709
hat	bv_doc_id__12_d4e24711
<g/>
,	
der	bv_doc_id__12_d4e24716
in	bv_doc_id__12_d4e24718
erster	bv_doc_id__12_d4e24720
oder	bv_doc_id__12_d4e24722
höherer	bv_doc_id__12_d4e24724
Instanz	bv_doc_id__12_d4e24726
wenigstens	bv_doc_id__12_d4e24729
ein	bv_doc_id__12_d4e24731
Richter	bv_doc_id__12_d4e24733
angehört	bv_doc_id__12_d4e24735
<g/>
.	
Artikel	bv_doc_id__12_d4e24747
133.	bv_doc_id__12_d4e24749
Jedem	bv_doc_id__12_d4e24754
Senate	bv_doc_id__12_d4e24756
des	bv_doc_id__12_d4e24758
Verwaltungsgerichtshofes	bv_doc_id__12_d4e24760
<g/>
,	
der	bv_doc_id__12_d4e24765
über	bv_doc_id__12_d4e24767
die	bv_doc_id__12_d4e24769
angefochtene	bv_doc_id__12_d4e24771
Entscheidung	bv_doc_id__12_d4e24773
oder	bv_doc_id__12_d4e24775
Verfügung	bv_doc_id__12_d4e24778
einer	bv_doc_id__12_d4e24780
Verwaltungsbehörde	bv_doc_id__12_d4e24782
eines	bv_doc_id__12_d4e24784
Landes	bv_doc_id__12_d4e24786
zu	bv_doc_id__12_d4e24788
erkennen	bv_doc_id__12_d4e24791
hat	bv_doc_id__12_d4e24793
<g/>
,	
soll	bv_doc_id__12_d4e24797
in	bv_doc_id__12_d4e24799
der	bv_doc_id__12_d4e24801
Regel	bv_doc_id__12_d4e24804
ein	bv_doc_id__12_d4e24806
Richter	bv_doc_id__12_d4e24808
angehören	bv_doc_id__12_d4e24810
<g/>
,	
der	bv_doc_id__12_d4e24814
aus	bv_doc_id__12_d4e24817
dem	bv_doc_id__12_d4e24819
Justiz-	bv_doc_id__12_d4e24821
oder	bv_doc_id__12_d4e24823
Verwaltungsdienst	bv_doc_id__12_d4e24825
in	bv_doc_id__12_d4e24827
diesem	bv_doc_id__12_d4e24830
Lande	bv_doc_id__12_d4e24832
hervorgegangen	bv_doc_id__12_d4e24834
ist	bv_doc_id__12_d4e24836
<g/>
.	
Artikel	bv_doc_id__12_d4e24847
134.	bv_doc_id__12_d4e24849
<g/>
(	
1	bv_doc_id__12_d4e24858
<g/>
)	
Das	bv_doc_id__12_d4e24863
stattgebende	bv_doc_id__12_d4e24865
Erkenntnis	bv_doc_id__12_d4e24867
des	bv_doc_id__12_d4e24869
